year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers
2011, EAV-100606-G, Copper: Solid wastes from gas treatment,3.0,2.6,2.6
2011, EAV-100607-G, Copper: Sludges and filter cakes from gas treatment.,0.0,0.0,0.0
2011, EAV-100609-G, Copper: Wastes from cooling-water treatment. cont.oil,0.0,0.0,0.0
2011, EAV-100707-G, Silver etc: Wastes fr. cool.-water treatm.cont.oil,0.0,0.0,0.0
2011, EAV-100808-G," Non-ferrous: Salt slag from primary, secondary. prod.",0.0,0.0,0.0
2011, EAV-100810-G," Non-ferrous: Dross, skimmings that are flammable",8.0,1.0,1.0
2011, EAV-100812-G,Non-ferrous: Tar-cont. wastes from anode manuf.,0.0,0.0,0.0
2011, EAV-100815-G, Non-ferrous: Flue-gas dust cont. hazardous subst.,36.0,6.2,6.1
2011, EAV-100817-G," Non-ferrous: Sludges, filter cakes fr.flue-gas tr.",0.0,0.0,0.0
2011, EAV-100819-G, Non-ferrous: Wastes from cooling-water tr.cont.oil,0.0,0.0,0.0
2011, EAV-100905-G," Ferrous: Casting cores,moulds, not undergone pouring.",3.0,1.5,1.5
2011, EAV-100907-G," Ferrous: Casting cores, molds, underwent pouring",6.0,2.1,2.1
2011, EAV-100909-G, Ferrous: Flue-gas dust cont. hazardous substances,35.0,6.7,6.4
2011, EAV-100911-G, Ferrous: Other particulates cont. hazardous subst.,4.0,0.5,0.3
2011, EAV-100913-G, Ferrous: Waste binders cont. hazardous substances,0.0,0.0,0.0
2011, EAV-100915-G, Ferrous: Waste crack-indicating agent,0.0,0.0,0.0
2011, EAV-101005-G," Non-ferrous: Casting cores,moulds,not underg.pour.",0.0,0.0,0.0
2011, EAV-101007-G," Non-ferrous: Casting cores, molds, underwent pour.",4.0,1.8,1.8
2011, EAV-101009-G, Non-ferrous: Flue-gas dust cont. hazardous subst.,11.0,2.9,1.1
2011, EAV-101011-G, Non-ferrous: Other particulates cont. haza. subst.,0.0,0.0,0.0
2011, EAV-101013-G,Non-ferrous: Waste binders cont. hazardous subst.,0.0,0.0,0.0
2011, EAV-101015-G, Non-ferrous: Waste crack-indicating agent,0.0,0.0,0.0
2011, EAV-101109-G, Waste preparation mixture before thermal process.,9.0,0.5,0.5
2011, EAV-101111-G, Waste glass in small particles cont. heavy metals,22.0,5.7,3.3
2011, EAV-101113-G," Glass-polishing, -grinding sludge",26.0,1.0,0.9
2011, EAV-101115-G, Manuf. of glass: Solid wastes from flue-gas treat.,37.0,3.1,2.9
2011, EAV-101117-G," Manuf. of glass: Sludges, filter cakes fr. flue-gas",0.0,0.0,0.0
2011, EAV-101119-G, Manuf. of glass: Sol.wastes fr.on-site effl.treat.,8.0,0.4,0.3
2011, EAV-101209-G, Ceramic goods: Solid wastes from gas treatment,15.0,4.1,2.7
2011, EAV-101211-G, Ceramic goods: Wastes from glazing cont.heavy metal.,4.0,0.3,0.3
2011, EAV-101309-G, Wastes from asbestos-cement manuf. cont. asbestos,0.0,0.0,0.0
2011, EAV-101312-G, Cement etc: Solid wastes from gas treatment,3.0,0.3,0.3
2011, EAV-101401-G, Crematoria: Waste from gas cleaning cont. mercury,79.0,0.5,0.3
2011, EAV-11, Wastes from chemical surface treatment etc.,2122.0,618.6,589.6
2011,EAV-110105-G, Surface treatment: Pickling acids,496.0,103.9,99.0
2011, EAV-110106-G, Surface treatment: Acids nos.,138.0,9.8,8.6
2011, EAV-110107-G, Surface treatment: Pickling bases,401.0,81.8,79.0
2011, EAV-110108-G, Surface treatment: Phosphating sludges,224.0,12.4,11.6
2011, EAV-110109-G," Surface treatment: Sludges, filter cakes",987.0,120.2,111.3
2011, EAV-110111-G, Surface treatment: Aqueous rinsing liquids,682.0,82.8,76.1
2011, EAV-110113-G, Surface treatment: Degreasing wastes,151.0,11.3,11.0
2011, EAV-110115-G," Surface treatment: Eluate,sludges fr.membrane sys.",5.0,0.5,0.5
2011, EAV-110116-G," Surface treatment: Saturated,spent ion exch.resins",0.0,0.0,0.0
2011, EAV-110198-G, Surface treatment: Other wastes cont. haza. subst.,204.0,17.9,15.1
2011, EAV-110202-G, Sludges from zinchydrometallurgy,9.0,172.5,172.5
2011, EAV-110205-G, Wastes from copper hydrometallurgical processes,0.0,0.0,0.0
2011, EAV-110207-G, Non-ferrous hydromet. processes: Other wastes,4.0,1.7,1.7
2011, EAV-110301-G," Sludges,solids fr.temp.proc.: Wastes cont. cyanide",37.0,1.1,0.8
2011, EAV-110302-G,"Sludges, solids from tempering proc.: Other wastes",58.0,2.3,2.0
2011, EAV-110503-G, Hot galvan. proc.: Solid wastes from gas treatment,11.0,0.2,0.2
2011, EAV-110504-G, Hot galvanizing processes: Spent flux,0.0,0.0,0.0
2011, EAV-12, Wastes from surface treatment of metals a.plastics,3629.0,1077.5,806.7
2011, EAV-120106-G, Mineral-based machining oils containing halogens,0.0,0.0,0.0
2011, EAV-120107-G, Mineral-based machining oils free of halogens,118.0,87.9,30.3
2011, EAV-120108-G," Machining emulsions, solutions containing halogens",15.0,1.0,0.9
2011, EAV-120109-G," Machining emulsions, solutions free of halogens",2832.0,790.2,618.9
2011, EAV-120110-G, Synthetic machining oils,35.0,1.3,1.2
2011, EAV-120112-G, Spent waxes and fats,229.0,8.5,7.0
2011, EAV-120114-G, Machining sludges containing hazardous substances,255.0,20.5,19.8
2011, EAV-120116-G, Waste blasting material cont. hazardous substances,333.0,28.1,23.2
2011, EAV-120118-G," Metal sludge (grinding,honing,lapping sl.)cont.oil",448.0,89.9,60.0
2011, EAV-120119-G, Readily biodegradable machining oil,0.0,0.0,0.0
2011, EAV-120120-G,Spent grinding bodies and grinding materials,90.0,5.9,4.6
2011, EAV-120301-G, Aqueous washing liquids,304.0,42.1,38.5
2011, EAV-120302-G, Steam degreasing wastes,17.0,2.1,2.0
2011, EAV-13," Oil wastes, wastes of liquid fuels (ex.edible oils)",3692.0,1450.2,1171.5
2011, EAV-130101-G," Hydraulic oils, containing PCBs",7.0,0.1,0.0
2011, EAV-130104-G, Hydraulic oils: Chlorinated emulsions,0.0,0.0,0.0
2011, EAV-130105-G, Hydraulic oils: Non-chlorinated emulsions,90.0,15.3,9.8
2011, EAV-130109-G, Mineral-based chlorinated hydraulic oils,3.0,0.0,0.0
2011, EAV-130110-G, Mineral based non-chlorinated hydraulic oils,88.0,22.2,22.0
2011, EAV-130111-G, Synthetic hydraulic oils,8.0,0.1,0.1
2011, EAV-130112-G, Readily biodegradable hydraulic oils,4.0,0.0,0.0
2011, EAV-130113-G, Other hydraulic oils,6.0,0.1,0.1
2011, EAV-130204-G," Mineral-based chlorinated engine, gear, lubr. oils",62.0,2.2,1.5
2011, EAV-130205-G," Mineral-based non-chlor. engine, gear, lubricant. oils",1473.0,515.5,374.0
2011, EAV-130206-G," Synthetic engine, gear and lubricating oils",17.0,0.7,0.7
2011, EAV-130207-G," Readily biodegradable engine,gear,lubricating oils",0.0,0.0,0.0
2011,EAV-130208-G," Other engine, gear and lubricating oils",125.0,32.8,22.2
2011, EAV-130301-G, Insulating or heat transmission oils cont. PCB's,56.0,2.3,1.1
2011, EAV-130306-G," Mineral-b.chlor.insul.,heat transm.oils(ex.130301)",4.0,0.0,0.0
2011, EAV-130307-G," Mineral-based non-chlor. insul., heat transm. oils",161.0,10.1,9.5
2011, EAV-130308-G, Synthetic insulating and heat transmission oils,18.0,0.9,0.8
2011, EAV-130309-G," Readily biodegradable insulating, heat transm. oils",0.0,0.0,0.0
2011, EAV-130310-G, Other insulating and heat transmission oils,27.0,0.6,0.4
2011, EAV-130401-G, Bilge oils from inland navigation,15.0,5.0,4.5
2011, EAV-130402-G, Bilge oils from jetty sewers,0.0,0.0,0.0
2011, EAV-130403-G, Bilge oils from other navigation,26.0,119.8,114.8
2011, EAV-130501-G, Solids from grit chambers and oil/water separators,241.0,89.3,52.1
2011, EAV-130502-G, Sludges from oil/water separators,928.0,189.7,176.9
2011, EAV-130503-G, Interceptor sludges,439.0,120.6,109.1
2011, EAV-130506-G, Oil from oil/water separators,38.0,5.6,4.5
2011, EAV-130507-G, Oily water from oil/water separators,199.0,39.9,29.7
2011, EAV-130508-G,"Mixtures of wastes fr.grit chambers,oil/water sep.",689.0,161.2,154.4
2011, EAV-130701-G, Fuel oil and diesel,148.0,14.0,11.7
2011, EAV-130702-G, petrol,41.0,2.0,1.5
2011, EAV-130703-G, Other fuels (including mixtures),158.0,31.3,15.1
2011, EAV-130801-G, Oil wastes: Desalter sludges or emulsions,0.0,0.0,0.0
2011, EAV-130802-G, Oil wastes: Other emulsions,139.0,37.0,29.0
2011, EAV-130899-G, Oil wastes: Wastes nos.,165.0,31.7,25.8
2011, EAV-14," Waste organic solvents, refrigerants, propellants",767.0,174.7,94.5
2011, EAV-140601-G," Chlorofluorocarbons, HCFC, HFC",49.0,2.1,1.7
2011, EAV-140602-G, Other halogenated solvents and solvent mixtures,125.0,8.7,5.3
2011, EAV-140603-G, Other solvents and solvent mixtures,628.0,151.7,77.2
2011, EAV-140604-G, Sludges or solid wastes cont. halogenated solvents,32.0,1.1,0.6
2011, EAV-140605-G, Sludges or solid wastes containing other solvents,69.0,11.0,9.7
2011, EAV-15," Waste packaging, absorbents, wiping cloths etc.",2637.0,262.3,195.7
2011, EAV-150110-G, Packaging cont.residues of or contam.by haza.subs.,1134.0,59.1,47.7
2011, EAV-150111-G, Metallic packaging cont. haza. solid porous matrix,28.0,0.6,0.6
2011,EAV-150202-G," Absorbents, filter materials, wiping cloths etc.",2135.0,202.7,147.5
2011, EAV-16, Wastes not otherwise specified in the list,2779.0,931.2,760.2
2011, EAV-160104-G, End-of-life vehicles,37.0,25.9,25.9
2011, EAV-160107-G, End-of-life vehicles: Oil filters,119.0,13.0,10.1
2011, EAV-160108-G, End-of-life vehicles: Components cont. mercury,0.0,0.0,0.0
2011, EAV-160109-G, End-of-life vehicles: Components containing PCBs,0.0,0.0,0.0
2011, EAV-160110-G, End-of-life vehicles: Explosive components,48.0,0.6,0.6
2011, EAV-160111-G, End-of-life vehicles: Brake pads cont. asbestos,0.0,0.0,0.0
2011, EAV-160113-G, End-of-life vehicles: Brake fluids,136.0,11.9,8.5
2011, EAV-160114-G, End-of-life vehicles: Antifreeze fluids,192.0,19.3,14.4
2011, EAV-160121-G," Hazardous components (ex.160107-11,160113-14)",39.0,1.8,1.6
2011, EAV-160209-G, Transformers and capacitors containing PCBs,214.0,3.0,2.6
2011, EAV-160210-G, Discarded equip.cont. or contam.by PCBs(ex.160209),7.0,0.0,0.0
2011, EAV-160211-G," Discarded equip.cont. chlorofluorocarbons,HCFC,HFC",159.0,12.7,9.1
2011, EAV-160212-G,Discarded equipment containing free asbestos,107.0,9.4,8.2
2011, EAV-160213-G, Discarded equip.cont.hazardous comp.(ex.160209-12),422.0,41.2,32.1
2011, EAV-160215-G, Hazardous comp. removed from discarded equipment,190.0,86.2,55.5
2011, EAV-160303-G, Off-spec. batches: Inorganic wastes,62.0,1.7,1.7
2011, EAV-160305-G, Off-spec. batches: organic wastes,114.0,42.5,42.3
2011, EAV-160401-G, Waste ammunition,4.0,0.0,0.0
2011, EAV-160402-G, Fireworks wastes,4.0,0.6,0.6
2011, EAV-160403-G, Other waste explosives,18.0,0.1,0.1
2011, EAV-160504-G, Gases in pressure containers (including halons),291.0,3.8,3.2
2011, EAV-160506-G, Laboratory chemicals consisting of hazardous subs.,217.0,3.4,2.7
2011, EAV-160507-G, Discarded inorganic chemicals cons. To install haza. subs.,450.0,7.9,6.5
2011, EAV-160508-G, Discarded organic chemicals cons. To install haza. subs.,434.0,6.1,5.1
2011, EAV-160601-G, lead batteries,457.0,338.4,273.8
2011, EAV-160602-G, Ni-Cd batteries,92.0,1.1,1.0
2011, EAV-160603-G, Mercury-containing batteries,10.0,0.1,0.1
2011, EAV-160606-G," Separately coll. electrolyte from batteries,accum.",29.0,2.5,1.6
2011, EAV-160708-G,"Tanks,barrels: Wastes containing oil",649.0,156.0,127.5
2011, EAV-160709-G," Tanks, barrels: Wastes cont. other hazardous substances.",166.0,17.2,15.1
2011, EAV-160802-G, Spent catalysts cont. hazardous transition metals,94.0,9.5,9.5
2011, EAV-160805-G, Spent catalysts containing phosphoric acid,0.0,0.0,0.0
2011, EAV-160806-G, Spent liquids used as catalysts,4.0,0.8,0.8
2011, EAV-160807-G, Spent catalysts contaminated with haza. substances,110.0,8.3,7.8
2011, EAV-160901-G," Permanganates, for example potassium permanganate",0.0,0.0,0.0
2011, EAV-160902-G," Chromates (potassium chr., potassium, sodium dichr.)",4.0,0.0,0.0
2011, EAV-160903-G," Peroxides, for example hydrogen peroxide",14.0,0.1,0.1
2011, EAV-160904-G," Oxidising substances, nos.",5.0,0.1,0.1
2011, EAV-161001-G, Aqueous liquid wastes cont. hazardous substances,210.0,43.6,32.5
2011, EAV-161003-G, Aqueous concentrates cont. hazardous substances,52.0,4.4,3.9
2011, EAV-161101-G," Carbon-based linings,refractories fr.metall. proc.",14.0,22.6,22.6
2011, EAV-161103-G," Other linings,refractories from metall. processes",62.0,10.1,9.5
2011, EAV-161105-G,"Linings, refractories from non-metal. processes",104.0,24.5,23.3
2011, EAV-17, Construction and demolition wastes,11186.0,8783.1,7869.0
2011, EAV-170106-G," Mixtures of, or separate fractions of concrete etc.",1227.0,876.5,841.3
2011, EAV-170204-G," Glass, plastic, wood cont. hazardous substances",3964.0,888.5,743.2
2011, EAV-170301-G, Bituminous mixtures containing coal tar,2988.0,3171.8,2753.5
2011, EAV-170303-G, Coal tar and tarred products,1403.0,265.3,185.0
2011, EAV-170409-G, Metal waste contaminated with hazardous substances,141.0,7.3,7.1
2011, EAV-170410-G," Cables cont. oil, coal tar and other waste. subs.",259.0,11.7,9.6
2011, EAV-170503-G, Soil and stones containing hazardous substances,1780.0,2106.4,2001.7
2011, EAV-170505-G, Dredging spoil containing hazardous substances,27.0,89.2,89.0
2011, EAV-170507-G, Track ballast containing hazardous substances,115.0,628.0,613.0
2011, EAV-170601-G, insulation materials containing asbestos,157.0,4.6,4.3
2011, EAV-170603-G, Other insulation materials,1964.0,144.9,118.5
2011, EAV-170605-G, Construction materials containing asbestos,3354.0,563.7,478.8
2011, EAV-170801-G,Gypsum-based construction materials contaminated,0.0,0.0,0.0
2011, EAV-170901-G, Construction and demolition wastes cont. mercury,0.0,0.0,0.0
2011, EAV-170902-G, Construction and demolition wastes containing PCB,106.0,3.6,3.5
2011, EAV-170903-G, Other construction and demolition wastes,214.0,21.2,20.2
2011, EAV-18, Wastes from human or animal health care,192.0,20.1,16.8
2011, EAV-180103-G, Wastes (special requirements to prevent infection),129.0,16.5,13.8
2011, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,19.0,0.2,0.2
2011, EAV-180108-G, Cytotoxic and cytostatic medicines,59.0,2.4,2.1
2011, EAV-180110-G, Amalgam waste from dental care,37.0,0.1,0.1
2011, EAV-180202-G, Wastes (special requirements to prevent infection),44.0,0.9,0.7
2011, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,3.0,0.0,0.0
2011, EAV-180207-G, Cytotoxic and cytostatic medicines,0.0,0.0,0.0
2011, EAV-19, Wastes from waste management facilities etc.,1649.0,6223.4,3022.0
2011, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",32.0,40.6,24.1
2011, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",37.0,60.2,16.6
2011, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",121.0,737.5,433.6
2011, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",18.0,7.3,3.0
2011, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",83.0,543.8,271.4
2011, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",122.0,600.6,373.3
2011, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",36.0,65.3,44.5
2011, EAV-190117-G, Pyrolysis wastes containing hazardous substances,13.0,0.6,0.6
2011, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,101.0,597.6,128.0
2011, EAV-190205-G, Sludges from physico/chemical treatment,425.0,435.0,247.1
2011, EAV-190207-G, Oil and concentrates from separation,121.0,108.8,52.5
2011, EAV-190208-G, Liquid combustible wastes cont. haza. substances,34.0,51.4,41.6
2011, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,12.0,4.1,2.1
2011, EAV-190211-G, Other wastes containing hazardous substances,26.0,5.3,3.8
2011, EAV-190304-G," Wastes marked as hazardous, partially stabilized",12.0,102.8,13.8
2011, EAV-190306-G," Wastes marked as hazardous, solidified",16.0,374.9,97.5
2011, EAV-190402-G, Fly ash and other flue-gas treatment wastes,0.0,0.0,0.0
2011, EAV-190403-G,Non-vitrified solid phase,0.0,0.0,0.0
2011, EAV-190702-G, Landfill leachate containing hazardous substances,103.0,389.8,279.7
2011, EAV-190806-G, Saturated or spent ion exchange resins,46.0,0.6,0.5
2011, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",0.0,0.0,0.0
2011, EAV-190808-G, Membrane system waste containing heavy metals,7.0,11.8,9.3
2011, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",21.0,2.6,0.8
2011, EAV-190811-G, Sludges from bio. treat. of industrial waste water,23.0,180.7,180.6
2011, EAV-190813-G, Sludges from other treat.of industrial waste water,214.0,114.5,96.1
2011, EAV-191003-G, Fluff-light fraction and dust,11.0,4.8,4.4
2011, EAV-191005-G, Other fractions containing hazardous substances,6.0,4.2,1.0
2011, EAV-191101-G, Oil regeneration: Spent filter clays,8.0,3.9,3.2
2011, EAV-191102-G, Oil regeneration: Acid tars,3.0,2.8,2.8
2011, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,0.0,0.0,0.0
2011, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0.0,0.0,0.0
2011, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,28.0,3.4,3.1
2011, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0.0,0.0,0.0
2011, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,264.0,1041.7,379.3
2011, EAV-191211-G, Other wastes (including mixtures of materials),202.0,544.8,263.4
2011, EAV-191301-G, Solid wastes from soil remediation,34.0,143.3,40.0
2011, EAV-191303-G, Sludges from soil remediation,9.0,34.6,0.1
2011, EAV-191305-G, Sludges from groundwater remediation,30.0,1.4,1.4
2011, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",23.0,2.1,2.1
2011, EAV-20," Municipal wastes (household wastes, similar wastes)",698.0,113.5,95.5
2011, EAV-200113-G, Solvents,269.0,8.0,7.1
2011, EAV-200114-G, acids,235.0,1.2,1.0
2011, EAV-200115-G, alkalines,233.0,1.4,1.3
2011, EAV-200117-G, Photochemicals,171.0,0.6,0.5
2011, EAV-200119-G, Pesticides,256.0,2.0,1.6
2011, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,206.0,3.7,3.6
2011, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,84.0,13.5,10.3
2011, EAV-200126-G, Oil and fat (except 200125),60.0,0.7,0.6
2011, EAV-200127-G,"Paint, inks, adhesives and resins",347.0,23.6,20.6
2011, EAV-200129-G, Detergents containing hazardous substances,88.0,0.6,0.4
2011, EAV-200131-G, Cytotoxic and cytostatic medicines,5.0,0.0,0.0
2011, EAV-200133-G, Batteries and accumulators (160601-160603),92.0,3.3,3.3
2011, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",118.0,33.9,28.3
2011, EAV-200137-G, Wood containing hazardous substances,73.0,21.0,17.0
2012, EAV-01," Wastes resulting from exploration, mining of minerals",32.0,117.1,115.8
2012, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0.0,0.0,0.0
2012, EAV-010305-G, Other tailings containing hazardous substances,0.0,0.0,0.0
2012, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0.0,0.0,0.0
2012, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",5.0,7.3,7.3
2012, EAV-010505-G, Oil-containing drilling muds and wastes,22.0,101.6,100.4
2012, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",3.0,7.5,7.5
2012, EAV-02," Wastes from agriculture, horticulture, forestry etc.",65.0,3.2,2.9
2012, EAV-020108-G, Agrochemical waste containing hazardous substances,65.0,3.2,2.9
2012, EAV-03,Wastes from wood processing etc.,20.0,0.4,0.4
2012, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",3.0,0.3,0.3
2012, EAV-030201-G, Non-halogenated organic wood preservatives,5.0,0.0,0.0
2012, EAV-030202-G, Organochlorinated wood preservatives,7.0,0.1,0.0
2012, EAV-030203-G, Organometallic wood preservatives,0.0,0.0,0.0
2012, EAV-030204-G, Inorganic wood preservatives,0.0,0.0,0.0
2012, EAV-030205-G, Other wood preservatives cont. hazardous subst.,5.0,0.0,0.0
2012, EAV-04," Wastes from the leather, fur, textile industries",9.0,0.2,0.2
2012, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0.0,0.0,0.0
2012, EAV-040214-G, Wastes from finishing containing organic solvents,5.0,0.1,0.1
2012, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,3.0,0.0,0.0
