GENESIS-Tabelle: 32111-0002
Abfallentsorgung: Deutschland, Jahre, Abfallarten;;;;;;;
Erhebung der Abfallentsorgung;;;;;;;
Deutschland;;;;;;;
;;;Abfallentsorgungsanlagen;Input von Abfallentsorgungsanlagen;Im eigenen Betrieb erzeugte Abfälle;Aus dem Inland angelieferter Abfall;Aus dem Ausland angelieferter Abfall
2018;EAV-100799-U;Silber-,Gold-,Platinmetallurgie: Abfälle a.n.g;7;2,0;-;0,3;1,6
2018;EAV-100804-U;Nichteisenmetallurgie: Teilchen und Staub;7;1,0;0,0;1,0;0,0
2018;EAV-100808-G;Nichteisenmet.: Salzschlacken(Erst-,Zweitschmelze);-;-;-;-;-
2018;EAV-100809-U;Nichteisenmetallurgie: Andere Schlacken;5;29,7;-;29,7;-
2018;EAV-100810-G;Nichteisenmetallurgie:Krätzen,Abschaum (entzündl.);5;0,7;-;0,7;-
2018;EAV-100811-U;Krätzen, Abschaum (ohne 100810);5;4,4;-;3,1;1,3
2018;EAV-100812-G;Nichteisenmet.: Teerh. Abfälle aus Anodenherst.;-;-;-;-;-
2018;EAV-100813-U;Kohlenstoffhaltige Abfälle (ohne 100812);-;-;-;-;-
2018;EAV-100814-U;Nichteisenmetallurgie: Anodenschrott;-;-;-;-;-
2018;EAV-100815-G;Nichteisenmetallurgie: Filterstaub m.gefährl.St.;17;4,7;0,0;4,5;0,2
2018;EAV-100816-U;Filterstaub (ohne 100815);13;1,1;0,6;0,5;-
2018;EAV-100817-G;Nichteisenmetallurgie:Schlämme,Filterk.a.Abgasbeh.;3;0,3;-;0,3;0,0
2018;EAV-100818-U;Schlämme und Filterkuchen aus Abgasbeh.(oh.100817);-;-;-;-;-
2018;EAV-100819-G;Nichteisenmetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-;-;-;-
2018;EAV-100820-U;Abfälle aus der Kühlwasserbehandlung (ohne 100819);-;-;-;-;-
2018;EAV-100899-U;Nichteisenmetallurgie: Abfälle a.n.g;-;-;-;-;-
2018;EAV-100903-U;Eisen,Stahl: Ofenschlacke;87;250,2;12,7;237,2;0,2
2018;EAV-100905-G;Eisen,Stahl: Gießformen und -sande vor dem Gießen;3;0,0;0,0;0,0;-
2018;EAV-100906-U;Gießformen und -sande vor dem Gießen (oh.100905);55;116,9;8,8;108,1;-
2018;EAV-100907-G;Eisen,Stahl: Gießformen und -sande nach dem Gießen;9;1,0;-;1,0;-
2018;EAV-100908-U;Gießformen u. -sande nach dem Gießen (ohne 100907);183;1824,7;283,3;1538,6;2,8
2018;EAV-100909-G;Eisen,Stahl: Filterstaub mit gefährlichen Stoffen;27;10,6;-;10,5;0,1
2018;EAV-100910-U;Filterstaub (ohne 100909);45;63,4;5,2;58,2;-
2018;EAV-100911-G;Eisen,Stahl: Andere Teilchen mit gefährl. Stoffen;3;0,5;-;0,5;-
2018;EAV-100912-U;Andere Teilchen (ohne 100911);4;2,7;-;1,9;0,8
2018;EAV-100913-G;Eisen,Stahl: Abf. v. Bindemitteln mit gefährl. St.;-;-;-;-;-
2018;EAV-100914-U;Abfälle von Bindemitteln (ohne 100913);-;-;-;-;-
2018;EAV-100915-G;Eisen,Stahl: Abf. aus rissanzeigenden Substanzen;-;-;-;-;-
2018;EAV-100916-U;Abfälle aus rissanzeigenden Substanzen (oh.100915);-;-;-;-;-
2018;EAV-100999-U;Gießen von Eisen und Stahl: Abfälle a.n.g.;5;1,1;0,6;0,4;0,0
2018;EAV-101003-U;Nichteisenmetalle: Ofenschlacke;8;25,4;-;20,0;5,4
2018;EAV-101005-G;Nichteisenmet.: Gießformen, -sande vor dem Gießen;-;-;-;-;-
2018;EAV-101006-U;Gießformen und -sande vor dem Gießen (ohne 101005);17;6,3;-;6,3;-
2018;EAV-101007-G;Nichteisenmet.: Gießformen, -sande nach dem Gießen;5;3,4;-;2,5;0,9
2018;EAV-101008-U;Gießformen und -sande nach dem Gießen (oh. 101007);85;216,3;15,7;198,9;1,7
2018;EAV-101009-G;Nichteisenmetalle: Filterstaub m.gefährl.Stoffen;11;5,3;-;4,9;0,4
2018;EAV-101010-U;Filterstaub (ohne 101009);11;1,8;0,0;1,8;-
2018;EAV-101011-G;Nichteisenmet.: And. Teilchen mit gefährl. Stoffen;-;-;-;-;-
2018;EAV-101012-U;Andere Teilchen (ohne 101011);-;-;-;-;-
2018;EAV-101013-G;Nichteisenmet.:Abf.v. Bindemitteln mit gefährl.St.;-;-;-;-;-
2018;EAV-101014-U;Abfälle von Bindemitteln (ohne 101013);-;-;-;-;-
2018;EAV-101015-G;Nichteisenmetalle: Abf. aus rissanzeigenden Subst.;-;-;-;-;-
2018;EAV-101016-U;Abfälle aus rissanzeigenden Substanzen (oh.101015);-;-;-;-;-
2018;EAV-101099-U;Gießen von Nichteisenmetallen: Abfälle a.n.g.;3;3,4;-;3,1;0,3
2018;EAV-101103-U;Glasfaserabfall;38;24,6;0,1;24,1;0,5
2018;EAV-101105-U;Glasherstellung: Teilchen und Staub;7;3,4;2,2;1,2;-
2018;EAV-101109-G;Gemengeabfall mit gefährl. Stoffen v. d. Schmelzen;7;0,6;0,0;0,5;0,0
2018;EAV-101110-U;Gemengeabfall vor dem Schmelzen (ohne 101109);9;5,1;-;5,1;-
2018;EAV-101111-G;Glasabfall in kleinen Teilchen und Glasstaub;11;7,6;-;7,6;-
2018;EAV-101112-U;Glasabfall (ohne 101111);54;299,9;91,7;180,7;27,5
2018;EAV-101113-G;Glaspolier- und Glasschleifschlämme;9;0,7;-;0,7;-
2018;EAV-101114-U;Glaspolier- und Glasschleifschlämme (ohne 101113);41;3,3;0,0;3,1;0,1
2018;EAV-101115-G;Glasherstellung: Feste Abfälle aus Abgasbehandlung;15;3,3;0,0;3,1;0,2
2018;EAV-101116-U;Feste Abfälle aus der Abgasbehandlung (oh. 101115);10;4,3;-;4,3;-
2018;EAV-101117-G;Glasherstellung: Schlämme, Filterk. aus Abgasbeh.;-;-;-;-;-
2018;EAV-101118-U;Schlämme und Filterkuchen aus Abgasbeh.(oh.101117);-;-;-;-;-
2018;EAV-101119-G;Glasherst.:Feste Abf. a. betriebseig. Abwasserbeh.;8;1,3;-;1,3;-
2018;EAV-101120-U;Feste Abfälle a. betriebs. Abwasserbeh.(oh.101119);5;1,0;-;1,0;-
2018;EAV-101199-U;Glasherstellung: Abfälle a.n.g.;-;-;-;-;-
2018;EAV-101201-U;Keramikerzeugnisse: Rohmischungen vor dem Brennen;22;28,2;11,3;16,9;-
2018;EAV-101203-U;Keramikerzeugnisse: Teilchen und Staub;30;25,8;-;22,4;3,4
2018;EAV-101205-U;Keramikerzeugnisse: Schlämme, Filterk. a.Abgasbeh.;3;0,0;-;0,1;-
2018;EAV-101206-U;Keramikerzeugnisse: Verworfene Formen;16;6,3;0,1;6,2;-
2018;EAV-101208-U;Abfälle aus Keramikerzeugnissen, Ziegeln u.a.;40;29,2;6,8;21,6;0,9
2018;EAV-101209-G;Keramikerzeugnisse: Feste Abfälle a. Abgasbehandl.;10;5,5;-;5,5;-
2018;EAV-101210-U;Feste Abfälle aus der Abgasbehandlung (oh. 101209);30;6,4;-;6,4;-
2018;EAV-101211-G;Keramikerzeugn.: Glasurabfälle mit Schwermetallen;6;0,2;-;0,2;-
2018;EAV-101212-U;Glasurabfälle (ohne 101211);3;0,0;-;0,0;-
2018;EAV-101213-U;Keramikerzeugn.:Schlämme(betriebseig.Abwasserbeh.);19;32,3;1,3;31,0;-
2018;EAV-101299-U;Keramikerzeugnisse,keram.Baustoffe: Abfälle a.n.g.;6;1,7;-;1,7;-
2018;EAV-101301-U;Zement u.a.:Abfälle von Rohgemenge vor dem Brennen;3;8,8;1,8;6,9;-
2018;EAV-101304-U;Abfälle a.Kalzinierung,Hydratisierung v.Branntkalk;19;49,7;45,0;4,7;-
2018;EAV-101306-U;Zement u.a.: Teilchen, Staub (außer 101312,101313);37;33,6;1,0;32,6;-
2018;EAV-101307-U;Zement u.a.: Schlämme, Filterkuchen aus Abgasbeh.;-;-;-;-;-
2018;EAV-101309-G;Asbesthaltige Abfälle a. Herstell. v. Asbestzement;-;-;-;-;-
2018;EAV-101310-U;Abfälle aus Herstellung v. Asbestzement(oh.101309);-;-;-;-;-
2018;EAV-101311-U;Abfälle aus Verbundstoffen (ohne 101309, 101310);31;23,4;4,3;19,2;-
2018;EAV-101312-G;Zement u.a.: Feste Abfälle aus Abgasbehandlung;7;1,6;-;1,6;-
2018;EAV-101313-U;Feste Abfälle aus der Abgasbehandlung (oh. 101312);5;6,7;0,0;6,7;-
2018;EAV-101314-U;Betonabfälle und Betonschlämme;50;30,3;0,9;29,4;-
2018;EAV-101399-U;Zement, Gips, Branntkalk: Abfälle a.n.g.;6;0,8;0,1;0,6;-
2018;EAV-101401-G;Krematorien:Quecksilberh. Abfälle a.d.Gasreinigung;11;0,3;-;0,3;0,0
2018;EAV-110105-G;Oberflächenbearb.: Saure Beizlösungen;77;184,8;6,3;138,7;39,8
2018;EAV-110106-G;Oberflächenbearb.: Säuren a.n.g.;40;11,4;6,2;5,2;0,1
2018;EAV-110107-G;Oberflächenbearb.: Alkalische Beizlösungen;65;97,2;4,3;79,7;13,2
2018;EAV-110108-G;Oberflächenbearb.: Phosphatierschlämme;50;8,9;0,4;8,5;-
2018;EAV-110109-G;Oberflächenbearb.: Schlämme,Filterkuchen m.gef.St.;108;385,3;279,5;93,4;12,5
2018;EAV-110110-U;Schlämme und Filterkuchen (ohne 110109);77;92,3;50,6;39,7;2,1
2018;EAV-110111-G;Oberflächenbearb.:Wässrige Spülflüssigk. m.gef.St.;88;264,8;180,3;81,3;3,3
2018;EAV-110112-U;Wässrige Spülflüssigkeiten (ohne 110111);45;105,3;71,4;33,9;-
2018;EAV-110113-G;Oberflächenbearb.:Abfälle a.d.Entfettung m.gef.St.;41;17,3;0,0;17,2;0,1
2018;EAV-110114-U;Abfälle aus der Entfettung (ohne 110113);12;0,5;0,0;0,4;-
2018;EAV-110115-G;Oberflächenbearb.: Eluate,Schlämme a. Membransyst.;4;1,2;0,5;0,7;-
2018;EAV-110116-G;Oberflächenbearb.: Ionenaustauscherharze;12;0,1;0,0;0,1;-
2018;EAV-110198-G;Oberflächenbearb.: Andere Abfälle mit gefährl. St.;51;18,1;1,4;14,9;1,8
2018;EAV-110199-U;Oberflächenbearbeitung: Abfälle a.n.g.;13;0,1;0,0;0,1;0,0
2018;EAV-110202-G;Schlämme aus der Zink-Hydrometallurgie;7;173,6;169,1;1,8;2,6
2018;EAV-110203-U;Abfälle aus der Herstellung von Anoden;5;0,2;-;0,0;0,1
2018;EAV-110205-G;Abfälle aus Prozessen der Kupfer-Hydrometallurgie;-;-;-;-;-
2018;EAV-110206-U;Abfälle aus Prozes. d.Kupfer-Hydromet.(oh.110205);4;1,1;-;0,3;0,8
2018;EAV-110207-G;Nichteisen-Hydrometallurgie:And.Abf. m.gefährl.St.;4;14,4;-;14,4;-
2018;EAV-110299-U;Nichteisen-Hydrometallurgie: Abfälle a.n.g.;7;20,5;-;20,5;-
2018;EAV-110301-G;Schlämme,Festst.a.Härteprozessen: Cyanidh. Abfälle;7;1,0;-;0,5;0,5
2018;EAV-110302-G;Schlämme,Festst.a.Härteprozessen: Andere Abfälle;12;1,7;0,0;1,2;0,5
2018;EAV-110501-U;Verzinkung: Hartzink;7;8,2;-;4,7;3,5
2018;EAV-110502-U;Verzinkung: Zinkasche;4;19,0;-;8,7;10,2
2018;EAV-110503-G;Verzinkung: Feste Abfälle aus Abgasbehandlung;8;0,4;-;0,4;-
2018;EAV-110504-G;Verzinkung: Gebrauchte Flussmittel;-;-;-;-;-
2018;EAV-110599-U;Verzinkung: Abfälle a.n.g.;-;-;-;-;-
2018;EAV-120101-U;Eisenfeil- und -drehspäne;128;697,0;2,9;669,9;24,2
2018;EAV-120102-U;Eisenstaub und -teilchen;181;1086,7;1,2;1041,4;44,0
2018;EAV-120103-U;NE-Metallfeil- und -drehspäne;124;182,8;1,1;151,7;30,0
2018;EAV-120104-U;NE-Metallstaub und -teilchen;97;120,8;7,1;101,9;11,9
2018;EAV-120105-U;Kunststoffspäne und -drehspäne;103;38,8;-;36,4;2,4
2018;EAV-120106-G;Halogenhaltige Bearbeitungsöle auf Mineralölbasis;9;0,2;-;0,2;-
2018;EAV-120107-G;Halogenfreie Bearbeitungsöle auf Mineralölbasis;29;70,7;0,0;70,5;0,1
2018;EAV-120108-G;Halogenhaltige Bearbeitungsemulsionen u. -lösungen;15;1,4;0,0;1,4;-
2018;EAV-120109-G;Halogenfreie Bearbeitungsemulsionen und -lösungen;124;633,2;65,0;565,9;2,3
2018;EAV-120110-G;Synthetische Bearbeitungsöle;16;0,5;-;0,5;-
2018;EAV-120112-G;Gebrauchte Wachse und Fette;46;6,3;0,2;5,7;0,3
2018;EAV-120113-U;Schweißabfälle;40;15,2;0,0;15,1;0,1
2018;EAV-120114-G;Bearbeitungsschlämme mit gefährlichen Stoffen;71;21,0;0,9;19,1;1,1
2018;EAV-120115-U;Bearbeitungsschlämme (ohne 120114);76;12,1;0,0;10,9;1,2
2018;EAV-120116-G;Strahlmittelabfälle (mit gefährlichen Stoffen);106;25,1;0,5;23,0;1,6
2018;EAV-120117-U;Strahlmittelabfälle (ohne 120116);268;121,3;7,3;112,1;1,9
2018;EAV-120118-G;Ölhaltige Metallschlämme (Schleifschlämme, etc.);57;53,0;0,1;51,8;1,1
2018;EAV-120119-G;Biologisch leicht abbaubare Bearbeitungsöle;-;-;-;-;-
2018;EAV-120120-G;Gebrauchte Hon-u.Schleifmittel mit gefährl.Stoffen;36;4,4;0,0;4,4;-
2018;EAV-120121-U;Gebrauchte Hon- und Schleifmittel (ohne 120120);88;12,5;0,2;12,2;0,1
2018;EAV-120199-U;Oberflächenbearb. Metalle,Kunstst.: Abfälle a.n.g.;39;53,6;0,1;52,9;0,6
2018;EAV-120301-G;Wässrige Waschflüssigkeiten;62;40,5;6,2;33,9;0,4
2018;EAV-120302-G;Abfälle aus der Dampfentfettung;6;0,4;-;0,4;-
2018;EAV-130101-G;Hydrauliköle, die PCB enthalten;4;0,2;-;0,1;0,2
2018;EAV-130104-G;Hydrauliköle: Chlorierte Emulsionen;-;-;-;-;-
2018;EAV-130105-G;Hydrauliköle: Nichtchlorierte Emulsionen;19;5,0;0,0;4,9;-
2018;EAV-130109-G;Chlorierte Hydrauliköle auf Mineralölbasis;-;-;-;-;-
2018;EAV-130110-G;Nichtchlorierte Hydrauliköle auf Mineralölbasis;16;1,5;0,0;1,5;-
2018;EAV-130111-G;Synthetische Hydrauliköle;6;0,1;-;0,1;-
2018;EAV-130112-G;Biologisch leicht abbaubare Hydrauliköle;-;-;-;-;-
2018;EAV-130113-G;Andere Hydrauliköle;6;0,1;-;0,1;-
2018;EAV-130204-G;Chlorierte Maschinen-, Getriebe- und Schmieröle;33;1,3;0,1;1,1;0,0
2018;EAV-130205-G;Nichtchlorierte Maschinen-,Getriebe-u. Schmieröle;89;435,9;4,0;304,2;127,7
2018;EAV-130206-G;Synthetische Maschinen-, Getriebe- und Schmieröle;10;0,3;0,0;0,3;-
2018;EAV-130207-G;Biologisch leicht abbau. Maschinen-, Getriebeöle;-;-;-;-;-
2018;EAV-130208-G;Andere Maschinen-, Getriebe- und Schmieröle;30;58,4;0,1;24,4;34,0
2018;EAV-130301-G;Isolier- und Wärmeübertragungsöle mit PCB;20;1,0;0,0;0,6;0,3
2018;EAV-130306-G;Chlor. Isolier- u. Wärmeübertragungsöle(oh.130301);-;-;-;-;-
2018;EAV-130307-G;Nichtchlorierte Isolier- und Wärmeübertragungsöle;24;12,8;0,0;9,1;3,7
2018;EAV-130308-G;Synthetische Isolier- und Wärmeübertragungsöle;16;0,8;0,1;0,8;-
2018;EAV-130309-G;Biolog. leicht abbaub. Isolier-u. Wärmeübertr.öle;-;-;-;-;-
2018;EAV-130310-G;Andere Isolier- und Wärmeübertragungsöle;8;0,4;0,0;0,2;0,3
2018;EAV-130401-G;Bilgenöle aus der Binnenschifffahrt;7;6,1;-;6,1;-
2018;EAV-130402-G;Bilgenöle aus Molenablaufkanälen;-;-;-;-;-
2018;EAV-130403-G;Bilgenöle aus der übrigen Schifffahrt;11;111,4;-;111,4;-
2018;EAV-130501-G;Feste Abfälle a.Sandfanganlagen u.Öl-/Wasserabsch.;78;56,3;19,4;36,8;-
2018;EAV-130502-G;Schlämme aus Öl-/Wasserabscheidern;124;140,6;9,4;130,2;1,1
2018;EAV-130503-G;Schlämme aus Einlaufschächten;100;91,3;5,1;85,3;0,9
2018;EAV-130506-G;Öle aus Öl-/Wasserabscheidern;10;4,8;1,1;3,7;-
2018;EAV-130507-G;Öliges Wasser aus Öl-/Wasserabscheidern;78;33,6;10,4;23,2;-
2018;EAV-130508-G;Abfallgemische a.Sandfanganlagen, Öl-/Wasserabsch.;101;159,5;1,9;156,8;0,8
2018;EAV-130701-G;Heizöl und Diesel;38;11,3;0,0;11,3;-
2018;EAV-130702-G;Benzin;16;0,8;0,0;0,8;0,0
2018;EAV-130703-G;Andere Brennstoffe (einschließlich Gemische);46;20,3;4,0;14,7;1,6
2018;EAV-130801-G;Ölabfälle: Schlämme oder Emulsionen aus Entsalzern;-;-;-;-;-
2018;EAV-130802-G;Ölabfälle: Andere Emulsionen;59;37,6;15,4;21,1;1,1
2018;EAV-130899-G;Ölabfälle: Abfälle a.n.g.;52;25,5;0,0;25,5;-
2018;EAV-140601-G;Fluorchlorkohlenwasserstoffe, HFCKW, HFKW;16;2,4;0,0;1,9;0,5
2018;EAV-140602-G;Andere halogenierte Lösemittel u. Lösemittelgem.;35;9,2;0,1;6,3;2,8
2018;EAV-140603-G;Andere Lösemittel und Lösemittelgemische;75;72,4;3,9;56,3;12,2
2018;EAV-140604-G;Schlämme, feste Abfälle (halogenierte Lösemittel);15;2,7;2,0;0,6;0,1
2018;EAV-140605-G;Schlämme, feste Abfälle (andere Lösemittel );23;4,3;0,0;4,2;-
2018;EAV-150101-U;Verpackungen aus Papier und Pappe;581;3096,9;6,1;3077,6;13,3
2018;EAV-150102-U;Verpackungen aus Kunststoff;643;1051,7;9,5;937,6;104,6
2018;EAV-150103-U;Verpackungen aus Holz;442;728,3;7,3;715,7;5,3
2018;EAV-150104-U;Verpackungen aus Metall;136;38,6;0,1;32,0;6,6
2018;EAV-150105-U;Verbundverpackungen;79;45,8;0,4;39,3;6,1
2018;EAV-15010600-U;Gemischte Verpackungen nicht differenzierbar;569;1990,9;1,6;1963,8;25,5
2018;EAV-15010601-U;Leichtverpackungen (LVP);64;2051,8;36,2;1935,8;79,7
2018;EAV-15010602-U;Gemischte Wertstoffe zus. mit Leichtverpackungen;36;280,9;-;280,9;-
2018;EAV-150107-U;Verpackungen aus Glas;141;2268,5;0,5;2077,1;190,9
2018;EAV-150109-U;Verpackungen aus Textilien;5;0,1;-;0,1;-
2018;EAV-150110-G;Verpackungen mit Rückständen gefährlicher Stoffe;127;40,8;2,5;35,1;3,1
2018;EAV-150111-G;Verpackungen aus Metall;7;3,1;0,0;1,4;1,7
2018;EAV-150202-G;Aufsaug- und Filtermaterialien, Wischtücher;158;157,3;5,3;147,7;4,4
2018;EAV-150203-U;Aufsaug- und Filtermaterialien (ohne 150202);197;34,3;1,0;31,3;2,1
2018;EAV-160103-U;Altreifen;228;663,6;8,1;586,2;69,3
2018;EAV-160104-G;Altfahrzeuge;1156;600,9;0,0;596,0;4,9
2018;EAV-160106-U;Altfahrzeuge ohne gefährliche Bestandteile;76;481,3;19,5;443,3;18,5
2018;EAV-160107-G;Altfahrzeuge: Ölfilter;27;5,7;0,0;5,5;0,2
2018;EAV-160108-G;Altfahrzeuge: Quecksilberhaltige Bauteile;-;-;-;-;-
2018;EAV-160109-G;Altfahrzeuge: Bauteile, die PCB enthalten;-;-;-;-;-
2018;EAV-160110-G;Altfahrzeuge: Explosive Bauteile (z.B.aus Airbags);5;3,0;-;2,9;0,1
2018;EAV-160111-G;Altfahrzeuge: Asbesthaltige Bremsbeläge;-;-;-;-;-
2018;EAV-160112-U;Bremsbeläge (ohne 160111);7;4,0;-;4,0;0,0
2018;EAV-160113-G;Altfahrzeuge: Bremsflüssigkeiten;37;9,9;-;8,5;1,4
2018;EAV-160114-G;Altfahrzeuge: Frostschutzmittel m.gefährl. Stoffen;42;16,6;0,0;14,6;2,0
2018;EAV-160115-U;Frostschutzmittel (ohne 160114);9;0,7;-;0,7;-
2018;EAV-160116-U;Altfahrzeuge: Flüssiggasbehälter;-;-;-;-;-
2018;EAV-160117-U;Altfahrzeuge: Eisenmetalle;85;325,6;1,7;312,3;11,7
2018;EAV-160118-U;Altfahrzeuge: Nichteisenmetalle;86;111,3;0,1;97,8;13,3
2018;EAV-160119-U;Altfahrzeuge: Kunststoffe;81;13,1;0,2;11,3;1,5
2018;EAV-160120-U;Altfahrzeuge: Glas;36;40,7;-;34,8;5,9
2018;EAV-16012100-G;Gefährl. Bauteile (oh.160107-160111,160113-160114);13;0,9;0,0;0,9;0,0
2018;EAV-16012101-G;Gefährl. metall.Bauteile (oh.160107-11,160113-14);-;-;-;-;-
2018;EAV-16012102-G;Gefährl. n.metall.Bauteile(oh.160107-11,160113-14);-;-;-;-;-
2018;EAV-16012200-U;Bauteile nicht differenzierbar;10;2,1;0,0;1,1;1,0
2018;EAV-16012201-U;Metallische Bauteile;-;-;-;-;-
2018;EAV-16012202-U;Nicht metallische Bauteile;-;-;-;-;-
2018;EAV-16012203-U;Bauteile der Fahrzeugelektrik und -elektronik;-;-;-;-;-
2018;EAV-160199-U;Altfahrzeuge: Abfälle a.n.g.;3;0,1;-;0,1;-
2018;EAV-160209-G;Transformatoren u. Kondensatoren, die PCB enthal.;44;1,7;0,0;1,5;0,2
2018;EAV-160210-G;Gebrauchte Geräte, die PCB enthalten (oh.160209);4;0,3;-;0,3;-
2018;EAV-160211-G;Gebrauchte Geräte;64;24,2;0,0;24,2;0,0
2018;EAV-160212-G;Gebrauchte Geräte, die freies Asbest enthalten;30;8,4;-;8,4;-
2018;EAV-160213-G;Gebr. Geräte mit gefährl. Bauteilen (oh.160209-12);198;142,4;0,7;129,7;12,1
2018;EAV-160214-U;Gebrauchte Geräte (ohne 160209 bis 160213);244;314,3;83,9;210,8;19,6
2018;EAV-16021500-G;Aus gebrauchten Geräten entfernte gefährl.Bauteile;40;46,7;0,0;26,7;19,9
2018;EAV-16021501-G;Quecksilberhaltige Abfälle;-;-;-;-;-
2018;EAV-16021502-G;Leiterplatten;-;-;-;-;-
2018;EAV-16021503-G;Tonerkartuschen;-;-;-;-;-
2018;EAV-16021504-G;Kunststoffe mit bromiertem Flammschutzmittel;-;-;-;-;-
2018;EAV-16021505-G;Asbesthaltige Bauteile;-;-;-;-;-
2018;EAV-16021506-G;Kathodenstrahlröhren;-;-;-;-;-
2018;EAV-16021507-G;Gasentladungslampen;-;-;-;-;-
2018;EAV-16021508-G;Flüssigkristallanzeigen;-;-;-;-;-
2018;EAV-16021509-G;Externe elektrische Leitungen;-;-;-;-;-
2018;EAV-16021510-G;Bauteile, die feuerfeste Keramikfasern enthalten;-;-;-;-;-
2018;EAV-16021511-G;Elektrolyt - Kondensatoren;-;-;-;-;-
2018;EAV-16021512-G;Cadmium- oder selenhaltige Fotoleitertrommeln;-;-;-;-;-
2018;EAV-16021600-U;Aus gebrauchten Geräten entf. Bauteile (oh.160215);155;141,1;0,1;97,4;43,7
2018;EAV-16021601-U;Externe elektrische Leitungen (einschl. Kabel);7;0,3;-;0,3;0,0
2018;EAV-160303-G;Fehlchargen:Anorganische Abfälle m.gefährl.Stoffen;39;4,9;0,0;4,1;0,7
2018;EAV-160304-U;Anorganische Abfälle (ohne 160303);60;24,7;-;22,6;2,1
2018;EAV-160305-G;Fehlchargen: Organische Abfälle m.gefährl. Stoffen;36;15,2;2,2;11,2;1,8
2018;EAV-160306-U;Organische Abfälle (ohne 160305);59;14,3;0,8;13,2;0,2
2018;EAV-160307-G;Metallisches Quecksilber;-;-;-;-;-
2018;EAV-160401-G;Munitionsabfälle;5;0,5;0,2;0,3;-
2018;EAV-160402-G;Feuerwerkskörperabfälle;3;0,1;0,0;0,1;0,0
2018;EAV-160403-G;Andere Explosivabfälle;9;0,5;0,1;0,4;0,0
2018;EAV-160504-G;Gefährliche Stoffe enthaltende Gase in Druckbehäl.;47;8,1;0,0;7,1;1,0
2018;EAV-160505-U;Gase in Druckbehältern (ohne 160504);7;3,3;-;3,2;0,1
2018;EAV-160506-G;Laborchemikalien aus gefährlichen Stoffen;41;7,3;1,3;3,7;2,3
2018;EAV-160507-G;Gebrauchte anorganische Chemikalien;61;5,1;0,1;4,3;0,7
2018;EAV-160508-G;Gebrauchte organische Chemikalien;52;6,5;0,8;5,3;0,5
2018;EAV-160509-U;Gebrauchte Chemikalien (ohne 160506-160508);29;3,3;0,2;1,5;1,7
2018;EAV-160601-G;Bleibatterien;118;261,2;0,0;215,2;46,0
2018;EAV-160602-G;Ni-Cd-Batterien;20;2,1;-;1,4;0,7
2018;EAV-160603-G;Quecksilber enthaltende Batterien;5;0,2;0,0;0,1;0,0
2018;EAV-160604-U;Alkalibatterien (außer 160603);18;16,5;4,1;6,7;5,7
2018;EAV-160605-U;Andere Batterien und Akkumulatoren;43;10,9;0,0;7,0;3,9
2018;EAV-160606-G;Getrennt gesammelte Elektrolyte a. Batterien,Akku.;16;5,2;-;5,2;-
2018;EAV-160708-G;Tanks, Fässer: Ölhaltige Abfälle;121;97,0;4,3;92,7;0,0
2018;EAV-160709-G;Tanks, Fässer: Abfälle mit sonstigen gefährl. St.;60;25,9;6,8;19,1;-
2018;EAV-160799-U;Tanks, Fässer: Abfälle a.n.g.;16;5,0;3,2;1,9;-
2018;EAV-160801-U;Gebrauchte Katalysatoren (ohne 160807);31;11,1;0,2;2,6;8,3
2018;EAV-160802-G;Gebrauchte Katalysat. m.gefährl.Übergangsmetallen;34;23,6;1,0;9,1;13,5
2018;EAV-160803-U;Gebrauchte Katalysatoren mit Übergangsmetallen;16;8,8;0,2;1,0;7,6
2018;EAV-160804-U;Gebrauchte Katalysatoren v. Crackproz.(oh. 160807);6;21,1;-;4,9;16,2
2018;EAV-160805-G;Gebrauchte Katalysatoren mit Phosphorsäure;4;0,1;0,0;0,1;-
2018;EAV-160806-G;Gebrauchte Flüssigkeiten (Katalysatoren);6;0,2;0,0;0,2;-
2018;EAV-160807-G;Gebrauchte Katalysatoren mit gefährlichen Stoffen;56;11,1;0,6;7,3;3,2
2018;EAV-160901-G;Permanganate, z.B. Kaliumpermanganat;4;0,1;-;0,1;0,0
2018;EAV-160902-G;Chromate (Kaliumchromat,Kalium-o.Natriumdichromat);-;-;-;-;-
2018;EAV-160903-G;Peroxide, z.B. Wasserstoffperoxid;12;0,3;0,0;0,2;0,0
2018;EAV-160904-G;Oxidierende Stoffe a.n.g.;8;0,2;-;0,1;0,1
2018;EAV-161001-G;Wässrige flüssige Abfälle mit gefährlichen Stoffen;81;135,7;1,2;126,8;7,6
2018;EAV-161002-U;Wässrige flüssige Abfälle (ohne 161001);98;196,0;0,6;195,4;0,0
2018;EAV-161003-G;Wässrige Konzentrate mit gefährlichen Stoffen;18;6,9;0,0;6,2;0,7
2018;EAV-161004-U;Wässrige Konzentrate (ohne 161003);12;2,3;0,0;2,3;-
2018;EAV-161101-G;Feuerfeste Materialien aus metallurg. Prozessen;19;26,4;-;25,2;1,2
2018;EAV-161102-U;Feuerfeste Mat. aus metallurg. Proz. (oh.161101);19;2,2;-;1,2;1,0
2018;EAV-161103-G;Andere Auskleidungen und feuerfeste Materialien;32;29,4;-;29,2;0,2
2018;EAV-161104-U;Feuerfeste Mat. aus metallurg. Proz. (oh.161103);153;491,5;116,1;359,2;16,2
