,year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers
1518,2009, EAV-120106-G, Mineral-based machining oils containing halogens,0.0,0.0,0.0
1519,2009, EAV-120107-G, Mineral-based machining oils free of halogens,140.0,63.1,21.3
1520,2009, EAV-120108-G," Machining emulsions, solutions containing halogens",21.0,1.1,1.0
1521,2009, EAV-120109-G," Machining emulsions, solutions free of halogens",3017.0,591.2,471.8
1522,2009, EAV-120110-G, Synthetic machining oils,40.0,0.9,0.9
1523,2009, EAV-120112-G, Spent waxes and fats,236.0,7.2,6.2
1524,2009, EAV-120114-G, Machining sludges containing hazardous substances,279.0,13.0,12.0
1525,2009, EAV-120116-G, Waste blasting material cont. hazardous substances,373.0,27.5,22.6
1526,2009, EAV-120118-G," Metal sludge (grinding,honing,lapping sl.)cont.oil",466.0,65.7,45.3
1527,2009, EAV-120119-G, Readily biodegradable machining oil,0.0,0.0,0.0
1528,2009, EAV-120120-G,Spent grinding bodies and grinding materials,102.0,3.4,3.1
1529,2009, EAV-120301-G, Aqueous washing liquids,314.0,29.6,26.5
1530,2009, EAV-120302-G, Steam degreasing wastes,20.0,2.2,2.2
1531,2009, EAV-13," Oil wastes, wastes of liquid fuels (ex.edible oils)",4540.0,1437.7,1138.2
1532,2009, EAV-130101-G," Hydraulic oils, containing PCBs",13.0,0.1,0.0
1533,2009, EAV-130104-G, Hydraulic oils: Chlorinated emulsions,0.0,0.0,0.0
1534,2009, EAV-130105-G, Hydraulic oils: Non-chlorinated emulsions,116.0,13.4,7.4
1535,2009, EAV-130109-G, Mineral-based chlorinated hydraulic oils,4.0,0.0,0.0
1536,2009, EAV-130110-G, Mineral based non-chlorinated hydraulic oils,124.0,3.9,3.7
1537,2009, EAV-130111-G, Synthetic hydraulic oils,14.0,0.1,0.1
1538,2009, EAV-130112-G, Readily biodegradable hydraulic oils,5.0,0.1,0.1
1539,2009, EAV-130113-G, Other hydraulic oils,11.0,0.1,0.1
1540,2009, EAV-130204-G," Mineral-based chlorinated engine, gear, lubr. oils",72.0,1.9,1.3
1541,2009, EAV-130205-G," Mineral-based non-chlor. engine, gear, lubricant. oils",1798.0,498.1,346.9
1542,2009, EAV-130206-G," Synthetic engine, gear and lubricating oils",27.0,0.5,0.5
1543,2009, EAV-130207-G," Readily biodegradable engine,gear,lubricating oils",8.0,0.1,0.1
1544,2009,EAV-130208-G," Other engine, gear and lubricating oils",153.0,31.9,25.5
1545,2009, EAV-130301-G, Insulating or heat transmission oils cont. PCB's,56.0,2.0,1.3
1546,2009, EAV-130306-G," Mineral-b.chlor.insul.,heat transm.oils(ex.130301)",6.0,0.0,0.0
1547,2009, EAV-130307-G," Mineral-based non-chlor. insul., heat transm. oils",167.0,11.0,10.2
1548,2009, EAV-130308-G, Synthetic insulating and heat transmission oils,16.0,1.1,1.0
1549,2009, EAV-130309-G," Readily biodegradable insulating, heat transm. oils",0.0,0.0,0.0
1550,2009, EAV-130310-G, Other insulating and heat transmission oils,28.0,0.6,0.4
1551,2009, EAV-130401-G, Bilge oils from inland navigation,17.0,3.6,3.5
1552,2009, EAV-130402-G, Bilge oils from jetty sewers,0.0,0.0,0.0
1553,2009, EAV-130403-G, Bilge oils from other navigation,41.0,133.4,119.7
1554,2009, EAV-130501-G, Solids from grit chambers and oil/water separators,361.0,103.5,59.5
1555,2009, EAV-130502-G, Sludges from oil/water separators,1078.0,206.2,191.7
1556,2009, EAV-130503-G, Interceptor sludges,586.0,151.3,135.0
1557,2009, EAV-130506-G, Oil from oil/water separators,44.0,5.5,4.3
1558,2009, EAV-130507-G, Oily water from oil/water separators,216.0,37.0,27.5
1559,2009, EAV-130508-G,"Mixtures of wastes fr.grit chambers,oil/water sep.",778.0,133.4,123.8
1560,2009, EAV-130701-G, Fuel oil and diesel,170.0,15.4,13.5
1561,2009, EAV-130702-G, petrol,42.0,1.9,1.5
1562,2009, EAV-130703-G, Other fuels (including mixtures),175.0,30.9,16.1
1563,2009, EAV-130801-G, Oil wastes: Desalter sludges or emulsions,0.0,0.0,0.0
1564,2009, EAV-130802-G, Oil wastes: Other emulsions,166.0,24.1,20.3
1565,2009, EAV-130899-G, Oil wastes: Wastes nos.,174.0,26.7,23.0
1566,2009, EAV-14," Waste organic solvents, refrigerants, propellants",857.0,137.9,73.0
1567,2009, EAV-140601-G," Chlorofluorocarbons, HCFC, HFC",61.0,1.8,1.5
1568,2009, EAV-140602-G, Other halogenated solvents and solvent mixtures,143.0,8.5,3.8
1569,2009, EAV-140603-G, Other solvents and solvent mixtures,690.0,113.4,56.8
1570,2009, EAV-140604-G, Sludges or solid wastes cont. halogenated solvents,30.0,1.4,0.8
1571,2009, EAV-140605-G, Sludges or solid wastes containing other solvents,91.0,12.9,10.2
1572,2009, EAV-15," Waste packaging, absorbents, wiping cloths etc.",2852.0,221.9,165.5
1573,2009, EAV-150110-G, Packaging cont.residues of or contam.by haza.subs.,1211.0,50.4,40.3
1574,2009, EAV-150111-G, Metallic packaging cont. haza. solid porous matrix,36.0,0.5,0.5
1575,2009,EAV-150202-G," Absorbents, filter materials, wiping cloths etc.",2277.0,171.0,124.7
1576,2009, EAV-16, Wastes not otherwise specified in the list,3144.0,910.1,722.3
1577,2009, EAV-160104-G, End-of-life vehicles,33.0,72.2,72.2
1578,2009, EAV-160107-G, End-of-life vehicles: Oil filters,130.0,13.7,9.9
1579,2009, EAV-160108-G, End-of-life vehicles: Components cont. mercury,0.0,0.0,0.0
1580,2009, EAV-160109-G, End-of-life vehicles: Components containing PCBs,3.0,0.1,0.0
1581,2009, EAV-160110-G, End-of-life vehicles: Explosive components,49.0,0.4,0.4
1582,2009, EAV-160111-G, End-of-life vehicles: Brake pads cont. asbestos,5.0,0.0,0.0
1583,2009, EAV-160113-G, End-of-life vehicles: Brake fluids,133.0,10.9,7.8
1584,2009, EAV-160114-G, End-of-life vehicles: Antifreeze fluids,183.0,19.3,14.5
1585,2009, EAV-160121-G," Hazardous components (ex.160107-11,160113-14)",38.0,1.5,1.2
1586,2009, EAV-160209-G, Transformers and capacitors containing PCBs,229.0,5.9,5.6
1587,2009, EAV-160210-G, Discarded equip.cont. or contam.by PCBs(ex.160209),6.0,0.0,0.0
1588,2009, EAV-160211-G," Discarded equip.cont. chlorofluorocarbons,HCFC,HFC",180.0,10.9,9.4
1589,2009, EAV-160212-G,Discarded equipment containing free asbestos,133.0,9.5,8.7
1590,2009, EAV-160213-G, Discarded equip.cont.hazardous comp.(ex.160209-12),575.0,51.3,37.8
1591,2009, EAV-160215-G, Hazardous comp. removed from discarded equipment,182.0,75.0,46.9
1592,2009, EAV-160303-G, Off-spec. batches: Inorganic wastes,43.0,1.0,0.9
1593,2009, EAV-160305-G, Off-spec. batches: organic wastes,100.0,13.1,6.9
1594,2009, EAV-160401-G, Waste ammunition,0.0,0.0,0.0
1595,2009, EAV-160402-G, Fireworks wastes,0.0,0.0,0.0
1596,2009, EAV-160403-G, Other waste explosives,11.0,0.2,0.2
1597,2009, EAV-160504-G, Gases in pressure containers (including halons),271.0,3.3,2.8
1598,2009, EAV-160506-G, Laboratory chemicals consisting of hazardous subs.,225.0,3.0,2.4
1599,2009, EAV-160507-G, Discarded inorganic chemicals cons. To install haza. subs.,462.0,6.2,5.3
1600,2009, EAV-160508-G, Discarded organic chemicals cons. To install haza. subs.,466.0,5.4,4.3
1601,2009, EAV-160601-G, lead batteries,521.0,355.5,273.3
1602,2009, EAV-160602-G, Ni-Cd batteries,101.0,1.6,1.2
1603,2009, EAV-160603-G, Mercury-containing batteries,7.0,0.1,0.1
1604,2009, EAV-160606-G," Separately coll. electrolyte from batteries,accum.",35.0,3.6,2.4
1605,2009, EAV-160708-G,"Tanks,barrels: Wastes containing oil",707.0,147.2,123.1
1606,2009, EAV-160709-G," Tanks, barrels: Wastes cont. other hazardous substances.",180.0,19.4,17.5
1607,2009, EAV-160802-G, Spent catalysts cont. hazardous transition metals,84.0,6.6,6.4
1608,2009, EAV-160805-G, Spent catalysts containing phosphoric acid,3.0,0.2,0.2
1609,2009, EAV-160806-G, Spent liquids used as catalysts,7.0,0.5,0.5
1610,2009, EAV-160807-G, Spent catalysts contaminated with haza. substances,108.0,8.2,7.5
1611,2009, EAV-160901-G," Permanganates, for example potassium permanganate",3.0,0.0,0.0
1612,2009, EAV-160902-G," Chromates (potassium chr., potassium, sodium dichr.)",5.0,0.1,0.1
1613,2009, EAV-160903-G," Peroxides, for example hydrogen peroxide",14.0,0.1,0.1
1614,2009, EAV-160904-G," Oxidising substances, nos.",9.0,0.0,0.0
1615,2009, EAV-161001-G, Aqueous liquid wastes cont. hazardous substances,168.0,22.4,13.9
1616,2009, EAV-161003-G, Aqueous concentrates cont. hazardous substances,59.0,5.4,4.1
1617,2009, EAV-161101-G," Carbon-based linings,refractories fr.metall. proc.",14.0,10.5,10.5
1618,2009, EAV-161103-G," Other linings,refractories from metall. processes",55.0,7.6,7.1
1619,2009, EAV-161105-G,"Linings, refractories from non-metal. processes",104.0,17.9,17.2
1620,2009, EAV-17, Construction and demolition wastes,13490.0,8975.9,8018.3
1621,2009, EAV-170106-G," Mixtures of, or separate fractions of concrete etc.",1377.0,796.5,744.1
1622,2009, EAV-170204-G," Glass, plastic, wood cont. hazardous substances",4338.0,891.3,720.9
1623,2009, EAV-170301-G, Bituminous mixtures containing coal tar,3563.0,3151.3,2768.1
1624,2009, EAV-170303-G, Coal tar and tarred products,1418.0,238.1,168.5
1625,2009, EAV-170409-G, Metal waste contaminated with hazardous substances,108.0,9.5,6.1
1626,2009, EAV-170410-G," Cables cont. oil, coal tar and other waste. subs.",290.0,19.1,15.4
1627,2009, EAV-170503-G, Soil and stones containing hazardous substances,2270.0,2493.5,2304.3
1628,2009, EAV-170505-G, Dredging spoil containing hazardous substances,58.0,142.9,137.9
1629,2009, EAV-170507-G, Track ballast containing hazardous substances,123.0,568.6,558.5
1630,2009, EAV-170601-G, insulation materials containing asbestos,145.0,4.4,4.2
1631,2009, EAV-170603-G, Other insulation materials,2004.0,116.1,100.0
1632,2009, EAV-170605-G, Construction materials containing asbestos,3788.0,511.7,458.1
1633,2009, EAV-170801-G,Gypsum-based construction materials contaminated,14.0,0.6,0.6
1634,2009, EAV-170901-G, Construction and demolition wastes cont. mercury,7.0,0.2,0.2
1635,2009, EAV-170902-G, Construction and demolition wastes containing PCB,136.0,2.2,2.1
1636,2009, EAV-170903-G, Other construction and demolition wastes,274.0,29.9,29.2
1637,2009, EAV-18, Wastes from human or animal health care,215.0,16.8,13.7
1638,2009, EAV-180103-G, Wastes (special requirements to prevent infection),131.0,13.6,11.1
1639,2009, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,22.0,0.2,0.2
1640,2009, EAV-180108-G, Cytotoxic and cytostatic medicines,72.0,1.8,1.6
1641,2009, EAV-180110-G, Amalgam waste from dental care,34.0,0.1,0.1
1642,2009, EAV-180202-G, Wastes (special requirements to prevent infection),47.0,1.0,0.8
1643,2009, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,8.0,0.0,0.0
1644,2009, EAV-180207-G, Cytotoxic and cytostatic medicines,0.0,0.0,0.0
1645,2009, EAV-19, Wastes from waste management facilities etc.,1798.0,5226.1,2475.1
1646,2009, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",33.0,39.8,20.4
1647,2009, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",35.0,54.1,14.3
1648,2009, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",121.0,636.3,350.4
1649,2009, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",16.0,7.3,3.0
1650,2009, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",79.0,387.3,197.4
1651,2009, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",126.0,553.4,297.9
1652,2009, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",35.0,52.6,27.3
1653,2009, EAV-190117-G, Pyrolysis wastes containing hazardous substances,12.0,0.4,0.4
1654,2009, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,114.0,527.6,113.5
1655,2009, EAV-190205-G, Sludges from physico/chemical treatment,492.0,263.1,131.3
1656,2009, EAV-190207-G, Oil and concentrates from separation,119.0,107.3,40.1
1657,2009, EAV-190208-G, Liquid combustible wastes cont. haza. substances,25.0,28.5,19.3
1658,2009, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,12.0,3.4,0.9
1659,2009, EAV-190211-G, Other wastes containing hazardous substances,25.0,9.2,8.5
1660,2009, EAV-190304-G," Wastes marked as hazardous, partially stabilized",15.0,95.0,81.4
1661,2009, EAV-190306-G," Wastes marked as hazardous, solidified",19.0,289.7,99.0
1662,2009, EAV-190402-G, Fly ash and other flue-gas treatment wastes,3.0,0.0,0.0
1663,2009, EAV-190403-G,Non-vitrified solid phase,0.0,0.0,0.0
1664,2009, EAV-190702-G, Landfill leachate containing hazardous substances,98.0,375.1,272.8
1665,2009, EAV-190806-G, Saturated or spent ion exchange resins,53.0,0.4,0.4
1666,2009, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",0.0,0.0,0.0
1667,2009, EAV-190808-G, Membrane system waste containing heavy metals,9.0,10.2,9.9
1668,2009, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",33.0,2.7,1.5
1669,2009, EAV-190811-G, Sludges from bio. treat. of industrial waste water,33.0,91.8,91.1
1670,2009, EAV-190813-G, Sludges from other treat.of industrial waste water,213.0,65.1,53.4
1671,2009, EAV-191003-G, Fluff-light fraction and dust,7.0,7.3,7.2
1672,2009, EAV-191005-G, Other fractions containing hazardous substances,6.0,9.6,6.1
1673,2009, EAV-191101-G, Oil regeneration: Spent filter clays,9.0,4.0,3.0
1674,2009, EAV-191102-G, Oil regeneration: Acid tars,0.0,0.0,0.0
1675,2009, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,15.0,1.7,0.8
1676,2009, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0.0,0.0,0.0
1677,2009, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,32.0,2.9,2.7
1678,2009, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0.0,0.0,0.0
1679,2009, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,300.0,1125.4,485.7
1680,2009, EAV-191211-G, Other wastes (including mixtures of materials),157.0,254.1,89.7
1681,2009, EAV-191301-G, Solid wastes from soil remediation,33.0,159.1,20.7
1682,2009, EAV-191303-G, Sludges from soil remediation,16.0,37.8,1.2
1683,2009, EAV-191305-G, Sludges from groundwater remediation,33.0,3.6,3.6
1684,2009, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",16.0,2.7,2.6
1685,2009, EAV-20," Municipal wastes (household wastes, similar wastes)",784.0,112.9,96.4
1686,2009, EAV-200113-G, Solvents,259.0,6.8,6.1
1687,2009, EAV-200114-G, acids,242.0,1.3,0.9
1688,2009, EAV-200115-G, alkalines,231.0,1.3,1.2
1689,2009, EAV-200117-G, Photochemicals,170.0,0.5,0.5
1690,2009, EAV-200119-G, Pesticides,256.0,1.7,1.4
1691,2009, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,257.0,6.1,6.0
1692,2009, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,103.0,12.3,9.2
1693,2009, EAV-200126-G, Oil and fat (except 200125),65.0,0.6,0.6
1694,2009, EAV-200127-G,"Paint, inks, adhesives and resins",340.0,21.7,19.8
1695,2009, EAV-200129-G, Detergents containing hazardous substances,89.0,0.5,0.4
1696,2009, EAV-200131-G, Cytotoxic and cytostatic medicines,5.0,0.0,0.0
1697,2009, EAV-200133-G, Batteries and accumulators (160601-160603),72.0,1.8,0.8
1698,2009, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",171.0,32.6,25.7
1699,2009, EAV-200137-G, Wood containing hazardous substances,80.0,25.6,23.8
1700,2010, EAV-01," Wastes resulting from exploration, mining of minerals",30.0,31.8,29.2
1701,2010, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0.0,0.0,0.0
1702,2010, EAV-010305-G, Other tailings containing hazardous substances,0.0,0.0,0.0
1703,2010, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0.0,0.0,0.0
1704,2010, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",3.0,0.5,0.5
1705,2010, EAV-010505-G, Oil-containing drilling muds and wastes,23.0,70.2,68.5
1706,2010, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",5.0,0.8,0.8
1707,2010, EAV-02," Wastes from agriculture, horticulture, forestry etc.",64.0,1.5,1.0
1708,2010, EAV-020108-G, Agrochemical waste containing hazardous substances,64.0,1.5,1.0
1709,2010, EAV-03,Wastes from wood processing etc.,21.0,0.4,0.4
1710,2010, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",3.0,0.3,0.3
1711,2010, EAV-030201-G, Non-halogenated organic wood preservatives,6.0,0.0,0.0
1712,2010, EAV-030202-G, Organochlorinated wood preservatives,7.0,0.1,0.1
1713,2010, EAV-030203-G, Organometallic wood preservatives,0.0,0.0,0.0
1714,2010, EAV-030204-G, Inorganic wood preservatives,0.0,0.0,0.0
1715,2010, EAV-030205-G, Other wood preservatives cont. hazardous subst.,0.0,0.0,0.0
1716,2010, EAV-04," Wastes from the leather, fur, textile industries",9.0,0.2,0.2
1717,2010, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0.0,0.0,0.0
1718,2010, EAV-040214-G, Wastes from finishing containing organic solvents,6.0,0.1,0.1
1719,2010, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,3.0,0.0,0.0
1720,2010, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,6.0,0.1,0.1
1721,2010, EAV-05," Wastes from petrol. refining, natural gas purification.",157.0,78.5,76.1
1722,2010, EAV-050102-G, Petroleum refining: Desalter sludges,0.0,0.0,0.0
1723,2010, EAV-050103-G, Petroleum refining: Tank bottom sludges,57.0,19.2,18.3
1724,2010,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0.0,0.0,0.0
1725,2010, EAV-050105-G, Petroleum refining: Oil spills,0.0,0.0,0.0
1726,2010, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,55.0,15.4,15.2
1727,2010, EAV-050107-G, Petroleum refining: Acid tars,0.0,0.0,0.0
1728,2010, EAV-050108-G, Petroleum refining: Other tars,6.0,0.2,0.2
1729,2010, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,14.0,15.5,15.3
1730,2010, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0.0,0.0,0.0
1731,2010, EAV-050112-G, Petroleum refining: Oil containing acids,0.0,0.0,0.0
1732,2010, EAV-050115-G, Petroleum refining: Spent filter clays,15.0,1.9,0.9
1733,2010, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0.0,0.0,0.0
1734,2010, EAV-050603-G, Pyrolytic treatment of coal: Other tars,47.0,25.0,25.0
1735,2010, EAV-050701-G, Natural gas purif.: Wastes containing mercury,5.0,0.7,0.7
1736,2010, EAV-06, Wastes from inorganic chemical processes,1013.0,422.7,370.9
1737,2010, EAV-060101-G, Sulfuric acid and sulphurous acid,181.0,113.1,111.1
1738,2010, EAV-060102-G, hydrochloric acid,55.0,11.9,10.7
1739,2010, EAV-060103-G, hydrofluoric acid,13.0,0.4,0.4
1740,2010,EAV-060104-G, Phosphoric and phosphorous acid,32.0,0.9,0.8
1741,2010, EAV-060105-G, Nitric acid and nitrous acid,54.0,2.4,2.4
1742,2010, EAV-060106-G, Other acids,221.0,24.4,21.7
1743,2010, EAV-060201-G, calcium hydroxide,10.0,1.3,1.3
1744,2010, EAV-060203-G, Ammonium hydroxide,65.0,6.4,6.4
1745,2010, EAV-060204-G, Sodium and potassium hydroxide,57.0,7.5,6.9
1746,2010, EAV-060205-G, Other bases,219.0,21.2,20.2
1747,2010, EAV-060311-G, Solid salts and solutions containing cyanides,28.0,0.5,0.4
1748,2010, EAV-060313-G, Solid salts and solutions containing heavy metals,130.0,14.8,12.5
1749,2010, EAV-060315-G, Metallicoxides containing heavy metals,26.0,2.2,2.2
1750,2010, EAV-060403-G, Wastes containing arsenic,18.0,0.8,0.8
1751,2010, EAV-060404-G, Wastes containing mercury,121.0,6.2,6.1
1752,2010, EAV-060405-G, Wastes containing other heavy metals,105.0,98.2,58.1
1753,2010, EAV-060502-G, Sludges from on-site effluent treatment,89.0,58.9,57.9
1754,2010, EAV-060602-G, Wastes containing hazardous sulphides,8.0,1.4,1.4
1755,2010, EAV-060701-G, Wastes containing asbestos from electrolysis,0.0,0.0,0.0
1756,2010, EAV-060702-G, Activated carbon from chlorine production,3.0,0.0,0.0
1757,2010, EAV-060703-G,Barium sulphate sludge containing mercury,0.0,0.0,0.0
1758,2010, EAV-060704-G," Solutions and acids, for example contact acid",0.0,0.0,0.0
1759,2010, EAV-060802-G, Waste containing hazardous chlorocyanes,4.0,0.1,0.1
1760,2010, EAV-060903-G, Calcium-based reaction wastes,0.0,0.0,0.0
1761,2010, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,4.0,0.1,0.1
1762,2010, EAV-061301-G, Inorganic plant protection products etc.,42.0,0.3,0.2
1763,2010, EAV-061302-G, Spent activated carbon (except 060702),56.0,36.4,36.3
1764,2010, EAV-061304-G, Wastes from asbestos processing,10.0,0.7,0.3
1765,2010, EAV-061305-G, Soot,0.0,0.0,0.0
1766,2010, EAV-07, Wastes from organic chemical processes,1794.0,1136.3,1062.2
1767,2010, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",154.0,51.9,39.6
1768,2010, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,89.0,25.0,20.8
