"Waste disposal: Germany, years, type of facility, types of waste",,,,,,,,,,,,
Elevation of waste disposal,,,,,,,,,,,,
Germany,,,,,,,,,,,,
Year Plant Type Fallout Types,,waste disposal facilities,Input from waste disposal plants,Waste generated in my own business,Waste brought in from within the country,Angel after fall from abroad,Waste disposal plants with output,Output of waste disposal systems,If for separation,Errors for evaluation,Examples of preparation procedures,Absence of others
EAV-99,dangerous accidents,6,57.5,1.3,56.2,0,1,0,0,0,0,0
Mechanical-biological ointment treatment systems,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",15,14.3,0.4,13.9,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,13,82.2,0.2,74.6,7.4,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",6,5.5,0,5.2,0.3,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,10,11.1,0,10.2,0.9,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",5,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),49,3215.6,79.5,3136.1,0,16,45.3,5.7,38.9,0,0.7
EAV-99,dangerous accidents,2,0,0,0,0,8,3,3,0,0,0
dismantling operations for used vehicles,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,3,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,1092,4.8,0.2,3.9,0,0.8
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,69,0.1,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,81,0.1,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,1261,479.3,0,476.7,2.6,1254,553.8,0.4,518.8,0,34.6
EAV-17,construction and demolition waste,0,0,0,0,0,43,1.9,0,1.8,0,0.1
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",0,0,0,0,0,10,0.5,0,0.4,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,9,0,0,0,0,0
EAV-99,dangerous accidents,1261,471.1,0,468.5,2.6,1215,15.6,0.2,14.3,0,1.1
Shredder systems and scrap shears,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",21,13.3,0.2,13,0,5,0.6,0,0.5,0,0
EAV-03,Waste from woodworking etc,42,120,22.3,97.7,0,6,43.3,0,4.4,0,38.9
EAV-04,"Scraps from the Leather, Fur and Textile Industry",4,1.3,0,1.3,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,18,121.9,0.1,111.6,10.3,3,6.5,0,6.5,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,8,1.5,0,1.5,0,5,0.4,0,0.3,0,0.1
EAV-10,Drops from thermal processes,9,50.8,4.8,36.9,9.1,3,3.7,0.1,0,0,3.6
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,45,496,0.3,483.9,11.8,7,16.7,0.1,2,0,14.6
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,6,0.8,0,0.8,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,4,0.7,0.1,0.6,0,0
EAV-15,"Packaging all, absorbent masses, wipes",158,740.1,2.1,720.5,17.4,18,17,0,3.2,0,13.7
EAV-16,Cases not otherwise listed in the directory,137,1533.5,48.4,1363.2,121.9,20,30,0,25.1,0,4.8
EAV-17,construction and demolition waste,406,8564.7,107.7,8054.4,402.6,63,685.9,5.2,217.6,0,463.1
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",104,1183.2,107.1,778.1,297.9,588,13749,243.1,6809.5,0,6696.5
EAV-20,Municipal waste (household waste and similar waste),240,1742.1,46.4,1682,13.7,33,128.5,31.1,56.4,0,41
EAV-99,dangerous accidents,112,389.2,1.2,363.9,24.2,126,869.8,15.5,842.4,0,11.9
sorting plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",43,19.8,0,19.8,0,10,4.9,0,4.9,0,0
EAV-03,Waste from woodworking etc,46,152.8,0,150.7,2.1,12,22.6,0.6,21.9,0,0.1
EAV-04,"Scraps from the Leather, Fur and Textile Industry",31,27.2,0,25.3,1.9,10,4.2,0,4.2,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,3,1.7,0,1.7,0,3,1.7,0,1.7,0,0
EAV-07,Fallen from organic chemical processes,62,60.4,0,57.2,3.2,22,5,0,4,0,1
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",13,0.7,0,0.6,0,6,0.4,0,0.1,0,0.3
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,18,325.1,0,314.7,10.4,6,17.2,0.3,12.6,0,4.4
EAV-11,Fall from the chemical surface treatment,3,0.2,0,0.2,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,58,136.9,0.3,135.6,1,18,88.8,0,11.1,0,77.7
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,5,0.3,0,0.3,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",656,8552.7,37.6,8266.1,249,176,582.7,2.4,536.9,0,43.4
EAV-16,Cases not otherwise listed in the directory,151,137.2,0.6,130.9,5.8,136,91.2,3.5,75.1,0,12.7
EAV-17,construction and demolition waste,571,4840.3,25.1,4784.6,30.6,283,1572.7,72.4,1024.9,0,475.4
EAV-18,Fall from the medical care,13,8.7,0,8.7,0,10,7.9,1.1,6.7,0,0
EAV-19,"Waste from waste treatment facilities, etc",222,1979.7,235.7,1633.4,110.5,879,20946.3,564.8,11808.9,0,8572.7
EAV-99,dangerous accidents,171,164.9,1.3,152.6,11.1,201,268.2,15.1,236,0,17.1
dismantling instrument,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,3,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,3,0.8,0,0.5,0.3,12,0.9,0.5,0.4,0,0
EAV-07,Fallen from organic chemical processes,3,0.3,0,0.3,0,3,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",6,0,0,0,0,24,0.3,0,0.2,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,0,0,0,0,0,4,5.3,4.4,0.9,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,46,1.7,0.1,1.6,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,29,1,0.4,0.6,0,0
EAV-15,"Packaging all, absorbent masses, wipes",9,1.6,0,1.6,0,41,3,0.2,2.8,0,0
EAV-16,Cases not otherwise listed in the directory,192,283,0.6,260.7,21.8,234,284,2.4,267.7,0,13.9
EAV-17,construction and demolition waste,30,9.7,0,8.3,1.4,70,21.4,2.9,16.5,0,2
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",31,16.6,0,16.5,0.1,248,422,8.2,321.1,0,92.7
EAV-20,Municipal waste (household waste and similar waste),198,505.2,0.2,498.3,6.7,95,40.6,0.1,40.1,0,0.4
EAV-99,dangerous accidents,219,563.9,0.5,547.4,16,231,184.2,7.1,172.3,0,4.9
Other treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,9,62.7,2.9,59.7,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",47,464,0.2,456.3,7.5,25,230.3,33.8,107.8,0,88.6
EAV-03,Waste from woodworking etc,39,191.3,0,146.6,44.6,9,106.5,0.3,17.9,0,88.3
EAV-04,"Scraps from the Leather, Fur and Textile Industry",27,42.2,0,32.1,10.1,6,3.5,0,2.7,0,0.8
EAV-05,"Drains from the oil refining, earth gas purification",18,24.8,15.4,8.1,1.4,4,1.5,0.1,1.3,0,0
EAV-06,Drops from inorganic-chemical processes,45,65.1,0.1,63.6,1.4,24,63.3,1.8,57.4,0,4.1
EAV-07,Fallen from organic chemical processes,126,345.1,39.1,269.3,36.7,47,70.8,6.8,6.8,0,57.2
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",30,55.9,0,49.7,6.2,15,3.5,1.9,0.6,0,0.9
EAV-09,Drops from the photographic industry,10,3.4,0,2.5,0.9,4,2.4,0,2.4,0,0
EAV-10,Drops from thermal processes,114,6830.9,469,6004.6,357.3,62,2140,523.9,688.7,0,927.4
EAV-11,Fall from the chemical surface treatment,33,77.7,3,61.8,13,17,108.7,88.7,20,0,0
EAV-12,Drops from mechanical forming processes,114,592.1,24,539.4,28.8,44,214.5,1.6,182.4,0,30.5
EAV-13,Lakes and ravines from liquid fuels,33,536.9,4.9,391.3,140.7,49,76.7,4.5,72.1,0,0
EAV-14,"Waste from organic solvents, refrigerants",21,12.3,0,11.6,0.7,16,5.3,0.6,4.8,0,0
EAV-15,"Packaging all, absorbent masses, wipes",157,1038.4,5.9,945.7,86.9,102,104.8,8.4,67.8,0,28.6
EAV-16,Cases not otherwise listed in the directory,141,856.7,4.8,637,214.9,97,179.2,11.8,123.9,0,43.4
EAV-17,construction and demolition waste,178,2008.5,32.8,1871.8,103.9,130,1221.7,26.1,799.1,0,396.5
EAV-18,Fall from the medical care,9,2.4,0,2.4,0,6,2,1,1,0,0
EAV-19,"Waste from waste treatment facilities, etc",227,9328.3,1689.6,7127,511.7,417,16976.1,1191,7830.5,0,7954.5
EAV-20,Municipal waste (household waste and similar waste),120,1971,0,1924.2,46.8,88,431.7,63.4,343.4,0,24.9
EAV-19,"Waste from waste treatment facilities, etc",0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,0,0,0,0,0,0
EAV-99,dangerous accidents,0,0,0,0,0,0,0,0,0,0,0
Case in underground mining sites,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,7,70.6,0,69.8,0.8,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,8,86.9,0,86.7,0.2,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,4,9.3,0,3.2,6.1,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,15,322.9,0,310.7,12.2,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,3,3.7,0,3.7,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,6,3,0,2.8,0.2,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,4,26.1,0,25.3,0.8,0,0,0,0,0,0
EAV-17,construction and demolition waste,0,0,0,0,0,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),0,0,0,0,0,0,0,0,0,0,0
EAV-99,dangerous accidents,11,2065.7,0,1674.2,391.5,0,0,0,0,0,0
Waste in surface mining sites,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,23,172.2,0,172.2,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,0,0,0,0,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",0,0,0,0,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,36,6791.1,0,6696.1,95,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,7,8.8,0,8.8,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",0,0,0,0,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,8,25.9,0,25.9,0,0,0,0,0,0,0
EAV-17,construction and demolition waste,2124,83832,0,82638,1193.9,0,0,0,0,0,0
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",29,697.9,0,697.6,0.2,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),14,168.2,0,168.2,0,0,0,0,0,0,0
EAV-99,dangerous accidents,3,104.8,0,104.8,0,0,0,0,0,0,0
2012,,,,,,,,,,,,
landfills,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,64,2016.7,1590.4,426.2,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",5,0,0,0,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,7,1.5,0.2,1.3,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",4,0.2,0,0.2,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",5,0.8,0,0.8,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,59,302,95.2,202.9,4,3,1,1,0,0,0
EAV-07,Fallen from organic chemical processes,14,5,2.7,1.6,0.7,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",16,2.1,0.2,1.9,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,230,8618,6837.8,1764.6,15.6,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,46,208.8,162.6,45.1,1.1,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,153,90,17.3,70.7,1.9,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,6,4.6,0.5,4.2,0,3,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",27,1.8,0.2,1.6,0,3,0.2,0.1,0.2,0,0
EAV-16,Cases not otherwise listed in the directory,121,201.7,89.5,109.1,3,0,0,0,0,0,0
EAV-17,construction and demolition waste,948,19818.3,1566,17708.1,544.2,6,28,0,16,0,12
EAV-18,Fall from the medical care,3,1.1,0,1.1,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",207,5552.6,548.5,4830.4,173.7,140,2019.9,1582.3,266.9,0,170.6
EAV-20,Municipal waste (household waste and similar waste),92,137.5,18.1,118.8,0.6,3,6.1,0,6.1,0,0
EAV-99,dangerous accidents,212,5332.4,797.4,3854.1,680.9,54,740.4,641.5,88,0,10.8
Thermal waste treatment plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,4,0.1,0,0.1,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",68,94.6,4.3,88.2,2.1,3,0,0,0,0,0
EAV-03,Waste from woodworking etc,39,159.3,1.4,155.4,2.5,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",44,8,1.4,6.2,0.4,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",21,28,2.6,23.6,1.7,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,29,14,7,6.1,0.8,9,19.7,0,12.1,0,7.6
EAV-07,Fallen from organic chemical processes,95,922.2,482,375.3,64.9,5,3.2,0.1,3.1,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",76,60.2,3.9,52.2,4.1,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,20,5.7,0,5.2,0.6,0,0,0,0,0,0
EAV-10,Drops from thermal processes,25,23.9,0.6,22.6,0.7,18,77,60.1,15.2,0,1.7
EAV-11,Fall from the chemical surface treatment,14,10.9,0.6,10.1,0.2,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,54,12,1.5,10.4,0.1,15,3.1,1.2,1.9,0,0
EAV-13,Lakes and ravines from liquid fuels,35,19.4,7.6,11.3,0.5,17,3.3,3.2,0.2,0,0
EAV-14,"Waste from organic solvents, refrigerants",26,35.3,3.5,22.9,8.9,3,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",103,818.1,20.6,786.1,11.4,8,0.2,0,0.2,0,0
EAV-16,Cases not otherwise listed in the directory,72,70.6,12.1,48.7,9.8,22,2.8,2.3,0.5,0,0
EAV-17,construction and demolition waste,95,511,10.7,499.6,0.8,35,6.6,0.5,5.3,0,0.8
EAV-18,Fall from the medical care,80,271.2,1.6,268.8,0.8,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",126,8166.9,1187.4,6420.4,559,144,6816.3,684.3,5978.5,0,153.6
EAV-99,dangerous accidents,108,2449.6,1022.1,1139.7,287.7,135,1352.7,355.8,988.7,0,8.1
combustion plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",100,721.8,44.7,653.3,23.8,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,478,5023.1,3021,1963.5,38.6,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",5,13.2,0,7.2,6,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,6,144.5,0.4,106.6,37.5,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,26,249.8,124.6,103.8,21.5,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,14,728.2,15.1,539.5,173.6,463,1096,178.5,605.8,0,311.7
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,11,61.5,0.1,61.4,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,15,34.9,9.8,24,1.1,8,0.1,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",10,51.7,6.6,44.3,0.7,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",49,347.8,7.7,339.9,0.2,6,0.1,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,17,172.1,1.5,162.4,8.2,5,0.4,0.3,0.1,0,0
EAV-17,construction and demolition waste,49,693.5,3.6,602.7,87.2,13,4.1,0.1,2.2,0,1.8
EAV-18,Fall from the medical care,5,16.6,0,16.6,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",159,11984.3,290.9,11008.8,684.7,148,1725.7,513.8,1180,0,31.9
EAV-20,Municipal waste (household waste and similar waste),40,525.3,1.2,512.5,11.6,5,0.6,0,0,0,0.6
EAV-04,"Scraps from the Leather, Fur and Textile Industry",19,13.2,1,6.1,6.1,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",31,12.7,0,11.3,1.4,6,1,0,1,0,0
EAV-06,Drops from inorganic-chemical processes,94,227.1,46.8,170,10.3,52,51.2,6.5,41.1,0,3.6
EAV-07,Fallen from organic chemical processes,126,381.5,138.6,225.7,17.2,53,59.9,14,45.5,0,0.4
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",81,131.7,20.3,109.1,2.3,38,18,2.2,15.6,0,0.2
EAV-09,Drops from the photographic industry,30,14.8,0,14.7,0.1,14,6,2.9,3,0,0
EAV-10,Drops from thermal processes,62,534.8,57.8,306.3,170.7,16,96.3,2.4,93.2,0,0.7
EAV-11,Fall from the chemical surface treatment,185,1202.7,841.7,315.3,45.6,71,67.4,32.6,8.2,0,26.6
EAV-12,Drops from mechanical forming processes,138,693.6,66.9,615.4,11.3,58,60.4,2.5,56.8,0,1.1
EAV-13,Lakes and ravines from liquid fuels,129,596.1,31.6,539.3,25.2,88,56.6,13.6,40.5,0,2.5
EAV-14,"Waste from organic solvents, refrigerants",41,36.2,0,31.2,5,27,21.1,1.7,19.3,0,0.1
EAV-15,"Packaging all, absorbent masses, wipes",27,16.4,0.9,15.1,0.4,56,12.1,0.3,11.5,0,0.3
EAV-16,Cases not otherwise listed in the directory,129,356.5,9.8,314.8,32,50,46,9,36.9,0,0
EAV-17,construction and demolition waste,27,882.7,0.2,882.5,0,26,542.7,181.5,255.5,0,105.7
EAV-18,Fall from the medical care,20,5.3,0.2,5.1,0,16,4.4,3.9,0.6,0,0
EAV-19,"Waste from waste treatment facilities, etc",134,1336,494.6,767,74.3,346,2155.4,543.6,935.9,0,676
EAV-20,Municipal waste (household waste and similar waste),49,50.9,0.6,43.4,6.8,22,46.1,0,6.1,0,40
EAV-99,dangerous accidents,449,4880.5,1298.7,3228.3,353.6,393,1338,422.5,856.1,0,59.5
soil treatment plants,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,8,25.4,0,25.4,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",7,2.2,0,2.2,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,10,17.6,0,17.6,0,0,0,0,0,0,0
EAV-19,"Waste from waste treatment facilities, etc",57,273.7,41.7,223.2,8.8,58,1346.1,269.1,816.3,0,260.7
EAV-20,Municipal waste (household waste and similar waste),38,254.7,1.9,247.9,4.9,15,148.6,2,126.9,0,19.7
EAV-99,dangerous accidents,80,1423.8,3.9,1376.1,43.9,41,221.5,133.8,87.7,0,0
Biological treatment facilities,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,5,0.7,0,0.7,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",600,3646.7,825,2728.2,93.5,6,4,0,4,0,0
EAV-03,Waste from woodworking etc,52,172.2,0,172.2,0,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",13,6.1,0,6.1,0,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
EAV-06,Drops from inorganic-chemical processes,0,0,0,0,0,0,0,0,0,0,0
EAV-07,Fallen from organic chemical processes,16,89.5,0,89.5,0,0,0,0,0,0,0
EAV-08,"Cases from HZVA v. Coatings, adhesives etc.",0,0,0,0,0,0,0,0,0,0,0
EAV-09,Drops from the photographic industry,0,0,0,0,0,0,0,0,0,0,0
EAV-10,Drops from thermal processes,9,5.9,0,5.9,0,0,0,0,0,0,0
EAV-11,Fall from the chemical surface treatment,0,0,0,0,0,0,0,0,0,0,0
EAV-12,Drops from mechanical forming processes,0,0,0,0,0,0,0,0,0,0,0
EAV-13,Lakes and ravines from liquid fuels,0,0,0,0,0,0,0,0,0,0,0
EAV-14,"Waste from organic solvents, refrigerants",0,0,0,0,0,0,0,0,0,0,0
EAV-15,"Packaging all, absorbent masses, wipes",18,7,0,7,0,0,0,0,0,0,0
EAV-16,Cases not otherwise listed in the directory,6,8.9,0,8.9,0,5,3.2,3,0.2,0,0
EAV-17,construction and demolition waste,26,82.2,0,82.2,0,10,5.5,1.1,2.7,0,1.7
EAV-18,Fall from the medical care,0,0,0,0,0,0,0,0,0,0,0
EAV-20,Municipal waste (household waste and similar waste),1073,9193.6,145.7,9029,18.8,80,189.5,11.4,141,0,37.1
EAV-99,dangerous accidents,3,62.4,4.7,57.8,0,2,0.3,0.1,0.2,0,0
Mechanical-biological ointment treatment systems,,,,,,,,,,,,
EAV-01,Falls from the extraction of land values,0,0,0,0,0,0,0,0,0,0,0
EAV-02,"Crops from agriculture, forestry etc.",17,3.8,0,3.8,0,0,0,0,0,0,0
EAV-03,Waste from woodworking etc,10,36.9,0.3,36.5,0.1,0,0,0,0,0,0
EAV-04,"Scraps from the Leather, Fur and Textile Industry",8,6.3,0,5,1.3,0,0,0,0,0,0
EAV-05,"Drains from the oil refining, earth gas purification",0,0,0,0,0,0,0,0,0,0,0
