GENESIS-Tabelle: 32151-0001
Abfallerzeuger, Abfallmengen (gefährliche Abfälle):;;;;;;;
Deutschland, Jahre, Wirtschaftszweige, Abfallarten;;;;;;;
(EAV 2-Steller);;;;;;;
Erhebung der gefährlichen Abfälle;;;;;;;
Deutschland;;;;;;;
;;;;;Abfallerzeuger;Abfallmengen;Abfallmengen, von Primärerzeugern erzeugt
2009;WZ08-H;Verkehr und Lagerei;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;51;5,1;4,2
2009;WZ08-H;Verkehr und Lagerei;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;316;63,5;56,2
2009;WZ08-H;Verkehr und Lagerei;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;19;2,9;2,8
2009;WZ08-H;Verkehr und Lagerei;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;55;2,9;2,4
2009;WZ08-H;Verkehr und Lagerei;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;164;28,4;26,6
2009;WZ08-H;Verkehr und Lagerei;EAV-17;Bau- und Abbruchabfälle;807;908,8;898,4
2009;WZ08-H;Verkehr und Lagerei;EAV-18;Abfälle aus der medizinischen Versorgung;4;0,1;0,1
2009;WZ08-H;Verkehr und Lagerei;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;50;8,0;5,0
2009;WZ08-H;Verkehr und Lagerei;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);11;0,2;0,2
2009;WZ08-H;Verkehr und Lagerei;;Insgesamt;1245;1028,9;1003,4
2009;WZ08-I;Gastgewerbe;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-07;Abfälle aus organisch-chemischen Prozessen;3;1,2;1,2
2009;WZ08-I;Gastgewerbe;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;3;5,1;5,1
2009;WZ08-I;Gastgewerbe;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;4;0,5;0,5
2009;WZ08-I;Gastgewerbe;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;6;0,2;0,2
2009;WZ08-I;Gastgewerbe;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;12;0,9;0,9
2009;WZ08-I;Gastgewerbe;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;4;0,6;0,6
2009;WZ08-I;Gastgewerbe;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;5;4,0;4,0
2009;WZ08-I;Gastgewerbe;EAV-17;Bau- und Abbruchabfälle;37;5,4;5,4
2009;WZ08-I;Gastgewerbe;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2009;WZ08-I;Gastgewerbe;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2009;WZ08-I;Gastgewerbe;;Insgesamt;53;20,6;20,6
2009;WZ08-J;Information und Kommunikation;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2009;WZ08-J;Information und Kommunikation;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2009;WZ08-J;Information und Kommunikation;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2009;WZ08-J;Information und Kommunikation;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2009;WZ08-J;Information und Kommunikation;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2009;WZ08-J;Information und Kommunikation;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2009;WZ08-J;Information und Kommunikation;EAV-07;Abfälle aus organisch-chemischen Prozessen;12;0,8;0,8
2009;WZ08-J;Information und Kommunikation;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;6;0,5;0,5
2009;WZ08-J;Information und Kommunikation;EAV-09;Abfälle aus der fotografischen Industrie;21;0,7;0,7
2009;WZ08-J;Information und Kommunikation;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2009;WZ08-J;Information und Kommunikation;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2009;WZ08-J;Information und Kommunikation;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;10;2,8;2,8
2009;WZ08-J;Information und Kommunikation;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;11;6,9;3,2
2009;WZ08-J;Information und Kommunikation;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;9;0,2;0,2
2009;WZ08-J;Information und Kommunikation;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;10;0,5;0,5
2009;WZ08-J;Information und Kommunikation;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;17;1,4;1,0
2009;WZ08-J;Information und Kommunikation;EAV-17;Bau- und Abbruchabfälle;55;12,6;12,4
2009;WZ08-J;Information und Kommunikation;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2009;WZ08-J;Information und Kommunikation;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;6;9,6;9,0
2009;WZ08-J;Information und Kommunikation;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2009;WZ08-J;Information und Kommunikation;;Insgesamt;125;36,2;31,2
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-07;Abfälle aus organisch-chemischen Prozessen;3;0,8;0,8
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;3;0,1;0,1
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;3;1,2;1,2
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;10;1,1;1,1
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;6;0,1;0,1
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;4;0,1;0,1
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;7;0,3;0,1
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-17;Bau- und Abbruchabfälle;43;11,1;10,4
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2009;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;;Insgesamt;66;15,3;14,4
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;4;0,0;0,0
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;3;0,4;0,4
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;56;15,0;15,0
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-07;Abfälle aus organisch-chemischen Prozessen;106;63,3;63,1
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;43;1,8;1,5
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-09;Abfälle aus der fotografischen Industrie;27;2,0;2,0
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-10;Abfälle aus thermischen Prozessen;12;2,7;2,7
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;63;15,7;15,3
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;103;24,4;18,1
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;214;25,3;18,4
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;38;1,8;1,1
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;93;2,4;1,7
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;174;15,3;13,5
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-17;Bau- und Abbruchabfälle;984;733,8;721,0
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-18;Abfälle aus der medizinischen Versorgung;19;0,3;0,3
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;68;130,0;129,9
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);16;0,3;0,3
2009;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;;Insgesamt;1542;1034,8;1004,4
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;4;0,4;0,4
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;30;0,4;0,4
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-07;Abfälle aus organisch-chemischen Prozessen;36;0,4;0,4
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;26;0,5;0,5
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-09;Abfälle aus der fotografischen Industrie;5;0,0;0,0
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-10;Abfälle aus thermischen Prozessen;35;0,1;0,1
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;20;0,4;0,4
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;48;4,6;4,6
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;279;32,5;32,2
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;11;0,2;0,2
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;148;1,8;1,8
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;165;6,1;6,1
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-17;Bau- und Abbruchabfälle;1943;2149,4;2042,4
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-18;Abfälle aus der medizinischen Versorgung;8;0,1;0,1
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;76;45,7;44,3
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);125;12,6;12,3
2009;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;;Insgesamt;2356;2255,6;2146,4
2009;WZ08-P;Erziehung und Unterricht;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2009;WZ08-P;Erziehung und Unterricht;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2009;WZ08-P;Erziehung und Unterricht;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2009;WZ08-P;Erziehung und Unterricht;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2009;WZ08-P;Erziehung und Unterricht;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2009;WZ08-P;Erziehung und Unterricht;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;23;0,1;0,1
2009;WZ08-P;Erziehung und Unterricht;EAV-07;Abfälle aus organisch-chemischen Prozessen;30;1,1;1,1
2009;WZ08-P;Erziehung und Unterricht;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;4;0,0;0,0
2009;WZ08-P;Erziehung und Unterricht;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2009;WZ08-P;Erziehung und Unterricht;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2009;WZ08-P;Erziehung und Unterricht;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;11;0,2;0,2
2009;WZ08-P;Erziehung und Unterricht;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;7;0,1;0,1
2009;WZ08-P;Erziehung und Unterricht;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;10;0,1;0,1
2009;WZ08-P;Erziehung und Unterricht;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;8;0,1;0,1
2009;WZ08-P;Erziehung und Unterricht;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;19;0,1;0,1
2009;WZ08-P;Erziehung und Unterricht;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;39;0,8;0,8
2009;WZ08-P;Erziehung und Unterricht;EAV-17;Bau- und Abbruchabfälle;73;6,5;6,5
2009;WZ08-P;Erziehung und Unterricht;EAV-18;Abfälle aus der medizinischen Versorgung;4;0,0;0,0
2009;WZ08-P;Erziehung und Unterricht;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;3;0,0;0,0
2009;WZ08-P;Erziehung und Unterricht;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);6;0,2;0,2
2009;WZ08-P;Erziehung und Unterricht;;Insgesamt;127;9,5;9,4
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-07;Abfälle aus organisch-chemischen Prozessen;22;0,3;0,3
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;6;0,0;0,0
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-09;Abfälle aus der fotografischen Industrie;6;0,0;0,0
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;3;0,0;0,0
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;8;0,2;0,2
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;10;0,5;0,5
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;12;0,1;0,1
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;7;0,0;0,0
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;55;6,9;6,6
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-17;Bau- und Abbruchabfälle;123;58,5;58,5
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-18;Abfälle aus der medizinischen Versorgung;71;3,1;3,1
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;4;0,4;0,4
2009;WZ08-Q;Gesundheits- und Sozialwesen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);9;0,6;0,5
2009;WZ08-Q;Gesundheits- und Sozialwesen;;Insgesamt;275;70,7;70,3
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;5;0,1;0,1
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-07;Abfälle aus organisch-chemischen Prozessen;11;1,8;1,8
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;5;0,1;0,1
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-10;Abfälle aus thermischen Prozessen;32;0,2;0,2
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;3;0,3;0,3
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;9;0,3;0,3
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;30;5,3;5,3
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;6;0,1;0,1
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;9;0,1;0,1
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;18;0,2;0,2
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-17;Bau- und Abbruchabfälle;155;66,3;41,9
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-18;Abfälle aus der medizinischen Versorgung;3;0,1;0,1
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;14;52,1;0,5
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);3;0,0;0,0
2009;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;;Insgesamt;267;127,3;51,4
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-17;Bau- und Abbruchabfälle;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2009;WZ-X006;Übrige Wirtschaftszweige;;Insgesamt;114;376,5;374,0
2009;;Insgesamt;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;21;141,2;138,9
2009;;Insgesamt;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;73;1,5;1,2
2009;;Insgesamt;EAV-03;Abfälle aus der Holzbearbeitung u.a.;25;0,3;0,3
2009;;Insgesamt;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;16;0,2;0,2
2009;;Insgesamt;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;182;58,5;55,3
2009;;Insgesamt;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;1117;431,9;348,8
2009;;Insgesamt;EAV-07;Abfälle aus organisch-chemischen Prozessen;2102;893,5;843,7
2009;;Insgesamt;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;1688;166,1;141,7
