Waste Producers,Waste Quantities,Years,Waste Types - EAV 2- and 6-Digit Codes,Survey of Hazardous Waste,Count,,,,,,,,,,,,,,,,,
2009,EAV-101312-G, Zement u.a.: Feste Abfälle aus Abgasbehandlung,3,0,,9,0,,9,,,,,,,,,,,,,
2009,EAV-101401-G, Krematorien:Quecksilberh. Abfälle a.d.Gasreinigung,88,0,,5,0,,4,,,,,,,,,,,,,
2009,EAV-11,Abfälle aus der chemischen Oberflächenbearbeitung,2496,486,,4,457,,5,,,,,,,,,,,,,
2009,EAV-110105-G, Oberflächenbearb.: Saure Beizlösungen,551,78,,0,72,,0,,,,,,,,,,,,,
2009,EAV-110106-G, Oberflächenbearb.: Säuren a.n.g.,156,7,,2,6,,6,,,,,,,,,,,,,
2009,EAV-110107-G, Oberflächenbearb.: Alkalische Beizlösungen,426,54,,3,49,,0,,,,,,,,,,,,,
2009,EAV-110108-G, Oberflächenbearb.: Phosphatierschlämme,251,8,,2,7,,6,,,,,,,,,,,,,
2009,EAV-110109-G, Oberflächenbearb.: Schlämme,,,,Filterkuchen m.gef.St.,1172,91,3,82,4,,,,,,,,,,,
2009,EAV-110111-G, Oberflächenbearb.:Wässrige Spülflüssigk. m.gef.St.,712,53,,3,47,,5,,,,,,,,,,,,,
2009,EAV-110113-G, Oberflächenbearb.:Abfälle a.d.Entfettung m.gef.St.,143,6,,8,6,,6,,,,,,,,,,,,,
2009,EAV-110115-G, Oberflächenbearb.: Eluate,,,,Schlämme a. Membransyst.,6,0,5,0,5,,,,,,,,,,,
2009,EAV-110116-G, Oberflächenbearb.: Ionenaustauscherharze,15,0,,0,0,,0,,,,,,,,,,,,,
2009,EAV-110198-G, Oberflächenbearb.: Andere Abfälle mit gefährl. St.,224,12,,5,11,,2,,,,,,,,,,,,,
2009,EAV-110202-G, Schlämme aus der Zink-Hydrometallurgie,10,171,,7,171,,7,,,,,,,,,,,,,
2009,EAV-110205-G, Abfälle aus Prozessen der Kupfer-Hydrometallurgie,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-110207-G, Nichteisen-Hydrometallurgie:And.Abf. m.gefährl.St.,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-110301-G, Schlämme,,,,Festst.a.Härteprozessen: Cyanidh. Abfälle,34,0,8,0,7,,,,,,,,,,,
2009,EAV-110302-G, Schlämme,,,,Festst.a.Härteprozessen: Andere Abfälle,57,1,4,1,2,,,,,,,,,,,
2009,EAV-110503-G, Verzinkung: Feste Abfälle aus Abgasbehandlung,13,0,,2,0,,1,,,,,,,,,,,,,
2009,EAV-110504-G, Verzinkung: Gebrauchte Flussmittel,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-12,Abfälle aus Prozessen der mechanischen Formgebung,3967,805,,1,613,,0,,,,,,,,,,,,,
2009,EAV-120106-G, Halogenhaltige Bearbeitungsöle auf Mineralölbasis,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-120107-G, Halogenfreie Bearbeitungsöle auf Mineralölbasis,140,63,,1,21,,3,,,,,,,,,,,,,
2009,EAV-120108-G, Halogenhaltige Bearbeitungsemulsionen u. -lösungen,21,1,,1,1,,0,,,,,,,,,,,,,
2009,EAV-120109-G, Halogenfreie Bearbeitungsemulsionen und -lösungen,3017,591,,2,471,,8,,,,,,,,,,,,,
2009,EAV-120110-G, Synthetische Bearbeitungsöle,40,0,,9,0,,9,,,,,,,,,,,,,
2009,EAV-120112-G, Gebrauchte Wachse und Fette,236,7,,2,6,,2,,,,,,,,,,,,,
2009,EAV-120114-G, Bearbeitungsschlämme mit gefährlichen Stoffen,279,13,,0,12,,0,,,,,,,,,,,,,
2009,EAV-120116-G, Strahlmittelabfälle (mit gefährlichen Stoffen),373,27,,5,22,,6,,,,,,,,,,,,,
2009,EAV-120118-G, Ölhaltige Metallschlämme (Schleifschlämme,,,,etc.),466,65,7,45,3,,,,,,,,,,,
2009,EAV-120119-G, Biologisch leicht abbaubare Bearbeitungsöle,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-120120-G, Gebrauchte Hon-u.Schleifmittel mit gefährl.Stoffen,102,3,,4,3,,1,,,,,,,,,,,,,
2009,EAV-120301-G, Wässrige Waschflüssigkeiten,314,29,,6,26,,5,,,,,,,,,,,,,
2009,EAV-120302-G, Abfälle aus der Dampfentfettung,20,2,,2,2,,2,,,,,,,,,,,,,
2009,EAV-13,Ölabfälle und Abfälle aus flüssigen Brennstoffen,4540,1437,,7,1138,,2,,,,,,,,,,,,,
2009,EAV-130101-G, Hydrauliköle,,,,die PCB enthalten,13,0,1,0,0,,,,,,,,,,,
2009,EAV-130104-G, Hydrauliköle: Chlorierte Emulsionen,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-130105-G, Hydrauliköle: Nichtchlorierte Emulsionen,116,13,,4,7,,4,,,,,,,,,,,,,
2009,EAV-130109-G, Chlorierte Hydrauliköle auf Mineralölbasis,4,0,,0,0,,0,,,,,,,,,,,,,
2009,EAV-130110-G, Nichtchlorierte Hydrauliköle auf Mineralölbasis,124,3,,9,3,,7,,,,,,,,,,,,,
2009,EAV-130111-G, Synthetische Hydrauliköle,14,0,,1,0,,1,,,,,,,,,,,,,
2009,EAV-130112-G, Biologisch leicht abbaubare Hydrauliköle,5,0,,1,0,,1,,,,,,,,,,,,,
2009,EAV-130113-G, Andere Hydrauliköle,11,0,,1,0,,1,,,,,,,,,,,,,
2009,EAV-130204-G, Chlorierte Maschinen-,,,,Getriebe- und Schmieröle,72,1,9,1,3,,,,,,,,,,,
2009,EAV-130205-G, Nichtchlorierte Maschinen-,,,,Getriebe-u. Schmieröle,1798,498,1,346,9,,,,,,,,,,,
2009,EAV-130206-G, Synthetische Maschinen-,,,,Getriebe- und Schmieröle,27,0,5,0,5,,,,,,,,,,,
2009,EAV-130207-G, Biologisch leicht abbau. Maschinen-,,,,Getriebeöle,8,0,1,0,1,,,,,,,,,,,
2009,EAV-130208-G, Andere Maschinen-,,,,Getriebe- und Schmieröle,153,31,9,25,5,,,,,,,,,,,
2009,EAV-130301-G, Isolier- und Wärmeübertragungsöle mit PCB,56,2,,0,1,,3,,,,,,,,,,,,,
2009,EAV-130306-G, Chlor. Isolier- u. Wärmeübertragungsöle(oh.130301),6,0,,0,0,,0,,,,,,,,,,,,,
2009,EAV-130307-G, Nichtchlorierte Isolier- und Wärmeübertragungsöle,167,11,,0,10,,2,,,,,,,,,,,,,
2009,EAV-130308-G, Synthetische Isolier- und Wärmeübertragungsöle,16,1,,1,1,,0,,,,,,,,,,,,,
2009,EAV-130309-G, Biolog. leicht abbaub. Isolier-u. Wärmeübertr.öle,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-130310-G, Andere Isolier- und Wärmeübertragungsöle,28,0,,6,0,,4,,,,,,,,,,,,,
2009,EAV-130401-G, Bilgenöle aus der Binnenschifffahrt,17,3,,6,3,,5,,,,,,,,,,,,,
2009,EAV-130402-G, Bilgenöle aus Molenablaufkanälen,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-130403-G, Bilgenöle aus der übrigen Schifffahrt,41,133,,4,119,,7,,,,,,,,,,,,,
2009,EAV-130501-G, Feste Abfälle a.Sandfanganlagen u.Öl-/Wasserabsch.,361,103,,5,59,,5,,,,,,,,,,,,,
2009,EAV-130502-G, Schlämme aus Öl-/Wasserabscheidern,1078,206,,2,191,,7,,,,,,,,,,,,,
2009,EAV-130503-G, Schlämme aus Einlaufschächten,586,151,,3,135,,0,,,,,,,,,,,,,
2009,EAV-130506-G, Öle aus Öl-/Wasserabscheidern,44,5,,5,4,,3,,,,,,,,,,,,,
2009,EAV-130507-G, Öliges Wasser aus Öl-/Wasserabscheidern,216,37,,0,27,,5,,,,,,,,,,,,,
2009,EAV-130508-G, Abfallgemische a.Sandfanganlagen,,,,Öl-/Wasserabsch.,778,133,4,123,8,,,,,,,,,,,
2009,EAV-130701-G, Heizöl und Diesel,170,15,,4,13,,5,,,,,,,,,,,,,
2009,EAV-130702-G, Benzin,42,1,,9,1,,5,,,,,,,,,,,,,
2009,EAV-130703-G, Andere Brennstoffe (einschließlich Gemische),175,30,,9,16,,1,,,,,,,,,,,,,
2009,EAV-130801-G, Ölabfälle: Schlämme oder Emulsionen aus Entsalzern,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-130802-G, Ölabfälle: Andere Emulsionen,166,24,,1,20,,3,,,,,,,,,,,,,
2009,EAV-130899-G, Ölabfälle: Abfälle a.n.g.,174,26,,7,23,,0,,,,,,,,,,,,,
2009,EAV-14,Abfälle aus organischen Lösemitteln,,,,Kühlmitteln,857,137,9,73,0,,,,,,,,,,,
2009,EAV-140601-G, Fluorchlorkohlenwasserstoffe,,,,HFCKW,,,HFKW,61,8,5,,,,,,,,,,
2009,EAV-140602-G, Andere halogenierte Lösemittel u. Lösemittelgem.,143,8,,5,3,,8,,,,,,,,,,,,,
2009,EAV-140603-G, Andere Lösemittel und Lösemittelgemische,690,113,,4,56,,8,,,,,,,,,,,,,
2009,EAV-140604-G, Schlämme,,,,feste Abfälle (halogenierte Lösemittel),30,1,4,0,8,,,,,,,,,,,
2009,EAV-140605-G, Schlämme,,,,feste Abfälle (andere Lösemittel ),91,12,9,10,2,,,,,,,,,,,
2009,EAV-15,Verpackungsabfall,,,,Aufsaugmassen,,,Wischtücher,2852,9,5,,,,,,,,,,
2009,EAV-150110-G, Verpackungen mit Rückständen gefährlicher Stoffe,1211,50,,4,40,,3,,,,,,,,,,,,,
2009,EAV-150111-G, Verpackungen aus Metall,36,0,,5,0,,5,,,,,,,,,,,,,
2009,EAV-150202-G, Aufsaug- und Filtermaterialien,,,,Wischtücher,2277,171,0,124,7,,,,,,,,,,,
2009,EAV-16,Abfälle,,,,nicht anderswo im Verzeichnis aufgeführt,3144,910,1,722,3,,,,,,,,,,,
2009,EAV-160104-G, Altfahrzeuge,33,72,,2,72,,2,,,,,,,,,,,,,
2009,EAV-160107-G, Altfahrzeuge: Ölfilter,130,13,,7,9,,9,,,,,,,,,,,,,
2009,EAV-160108-G, Altfahrzeuge: Quecksilberhaltige Bauteile,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-160109-G, Altfahrzeuge: Bauteile,,,,die PCB enthalten,3,0,1,.,,,,,,,,,,,,
2009,EAV-160110-G, Altfahrzeuge: Explosive Bauteile (z.B.aus Airbags),49,0,,4,0,,4,,,,,,,,,,,,,
2009,EAV-160111-G, Altfahrzeuge: Asbesthaltige Bremsbeläge,5,0,,0,0,,0,,,,,,,,,,,,,
2009,EAV-160113-G, Altfahrzeuge: Bremsflüssigkeiten,133,10,,9,7,,8,,,,,,,,,,,,,
2009,EAV-160114-G, Altfahrzeuge: Frostschutzmittel m.gefährl. Stoffen,183,19,,3,14,,5,,,,,,,,,,,,,
2009,EAV-160121-G, Gefährl. Bauteile (oh.160107-160111,,,,160113-160114),38,1,5,1,2,,,,,,,,,,,
2009,EAV-160209-G, Transformatoren u. Kondensatoren,,,,die PCB enthal.,229,5,9,5,6,,,,,,,,,,,
2009,EAV-160210-G, Gebrauchte Geräte,,,,die PCB enthalten (oh.160209),6,0,0,0,0,,,,,,,,,,,
2009,EAV-160211-G, Gebrauchte Geräte,180,10,,9,9,,4,,,,,,,,,,,,,
2009,EAV-160212-G, Gebrauchte Geräte,,,,die freies Asbest enthalten,133,9,5,8,7,,,,,,,,,,,
2009,EAV-160213-G, Gebr. Geräte mit gefährl. Bauteilen (oh.160209-12),575,51,,3,37,,8,,,,,,,,,,,,,
2009,EAV-160215-G, Aus gebrauchten Geräten entfernte gefährl.Bauteile,182,75,,0,46,,9,,,,,,,,,,,,,
2009,EAV-160303-G, Fehlchargen:Anorganische Abfälle m.gefährl.Stoffen,43,1,,0,0,,9,,,,,,,,,,,,,
2009,EAV-160305-G, Fehlchargen: Organische Abfälle m.gefährl. Stoffen,100,13,,1,6,,9,,,,,,,,,,,,,
2009,EAV-160401-G, Munitionsabfälle,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-160402-G, Feuerwerkskörperabfälle,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-160403-G, Andere Explosivabfälle,11,0,,2,0,,2,,,,,,,,,,,,,
2009,EAV-160504-G, Gefährliche Stoffe enthaltende Gase in Druckbehäl.,271,3,,3,2,,8,,,,,,,,,,,,,
2009,EAV-160506-G, Laborchemikalien aus gefährlichen Stoffen,225,3,,0,2,,4,,,,,,,,,,,,,
2009,EAV-160507-G, Gebrauchte anorganische Chemikalien,462,6,,2,5,,3,,,,,,,,,,,,,
2009,EAV-160508-G, Gebrauchte organische Chemikalien,466,5,,4,4,,3,,,,,,,,,,,,,
2009,EAV-160601-G, Bleibatterien,521,355,,5,273,,3,,,,,,,,,,,,,
2009,EAV-160602-G, Ni-Cd-Batterien,101,1,,6,1,,2,,,,,,,,,,,,,
2009,EAV-160603-G, Quecksilber enthaltende Batterien,7,0,,1,0,,1,,,,,,,,,,,,,
2009,EAV-160606-G, Getrennt gesammelte Elektrolyte a. Batterien,,,,Akku.,35,3,6,2,4,,,,,,,,,,,
2009,EAV-160708-G, Tanks,,,,Fässer: Ölhaltige Abfälle,707,147,2,123,1,,,,,,,,,,,
2009,EAV-160709-G, Tanks,,,,Fässer: Abfälle mit sonstigen gefährl. St.,180,19,4,17,5,,,,,,,,,,,
2009,EAV-160802-G, Gebrauchte Katalysat. m.gefährl.Übergangsmetallen,84,6,,6,6,,4,,,,,,,,,,,,,
2009,EAV-160805-G, Gebrauchte Katalysatoren mit Phosphorsäure,3,0,,2,0,,2,,,,,,,,,,,,,
2009,EAV-160806-G, Gebrauchte Flüssigkeiten (Katalysatoren),7,0,,5,0,,5,,,,,,,,,,,,,
2009,EAV-160807-G, Gebrauchte Katalysatoren mit gefährlichen Stoffen,108,8,,2,7,,5,,,,,,,,,,,,,
2009,EAV-160901-G, Permanganate,,,,z.B. Kaliumpermanganat,3,0,0,0,0,,,,,,,,,,,
2009,EAV-160902-G, Chromate (Kaliumchromat,,,,Kalium-o.Natriumdichromat),5,0,1,0,1,,,,,,,,,,,
2009,EAV-160903-G, Peroxide,,,,z.B. Wasserstoffperoxid,14,0,1,0,1,,,,,,,,,,,
2009,EAV-160904-G, Oxidierende Stoffe a.n.g.,9,0,,0,0,,0,,,,,,,,,,,,,
2009,EAV-161001-G, Wässrige flüssige Abfälle mit gefährlichen Stoffen,168,22,,4,13,,9,,,,,,,,,,,,,
2009,EAV-161003-G, Wässrige Konzentrate mit gefährlichen Stoffen,59,5,,4,4,,1,,,,,,,,,,,,,
2009,EAV-161101-G, Feuerfeste Materialien aus metallurg. Prozessen,14,10,,5,10,,5,,,,,,,,,,,,,
2009,EAV-161103-G, Andere Auskleidungen und feuerfeste Materialien,55,7,,6,7,,1,,,,,,,,,,,,,
2009,EAV-161105-G, Feuerfeste Materialien aus nichtmetallurg. Proz.,104,17,,9,17,,2,,,,,,,,,,,,,
2009,EAV-17,Bau- und Abbruchabfälle,13490,8975,,9,8018,,3,,,,,,,,,,,,,
2009,EAV-170106-G, Gemische aus o. getrennte Fraktionen v. Beton,,,,u.a.,1377,796,5,744,1,,,,,,,,,,,
2009,EAV-170204-G, Glas,,,,Kunststoff und Holz mit gefährlichen Stoffen,4338,891,3,720,9,,,,,,,,,,,
2009,EAV-170301-G, Kohlenteerhaltige Bitumengemische,3563,3151,,3,2768,,1,,,,,,,,,,,,,
2009,EAV-170303-G, Kohlenteer und teerhaltige Produkte,1418,238,,1,168,,5,,,,,,,,,,,,,
2009,EAV-170409-G, Metallabfälle mit gefährlichen Stoffen,108,9,,5,6,,1,,,,,,,,,,,,,
2009,EAV-170410-G, Kabel,,,,die Öl,,,Kohlenteer u.a. gefährl. Stoffe enth.,290,1,4,,,,,,,,,,
2009,EAV-170503-G, Boden und Steine,,,,die gefährliche Stoffe enthalten,2270,2493,5,2304,3,,,,,,,,,,,
2009,EAV-170505-G, Baggergut,,,,das gefährliche Stoffe enthält,58,142,9,137,9,,,,,,,,,,,
2009,EAV-170507-G, Gleisschotter,,,,der gefährliche Stoffe enthält,123,568,6,558,5,,,,,,,,,,,
2009,EAV-170601-G, Dämmmaterial,,,,das Asbest enthält,145,4,4,4,2,,,,,,,,,,,
2009,EAV-170603-G, Anderes Dämmmaterial,2004,116,,1,100,,0,,,,,,,,,,,,,
2009,EAV-170605-G, Asbesthaltige Baustoffe,3788,511,,7,458,,1,,,,,,,,,,,,,
2009,EAV-170801-G, Verunreinigte Baustoffe auf Gipsbasis,14,0,,6,0,,6,,,,,,,,,,,,,
2009,EAV-170901-G, Bau- und Abbruchabfälle,,,,die Quecksilber enthalten,7,0,2,0,2,,,,,,,,,,,
2009,EAV-170902-G, Bau- und Abbruchabfälle,,,,die PCB enthalten,136,2,2,2,1,,,,,,,,,,,
2009,EAV-170903-G, Sonstige Bau- und Abbruchabfälle,274,29,,9,29,,2,,,,,,,,,,,,,
2009,EAV-18,Abfälle aus der medizinischen Versorgung,215,16,,8,13,,7,,,,,,,,,,,,,
2009,EAV-180103-G, Abfälle (bes. Anford. aus infektionspräv. Sicht),131,13,,6,11,,1,,,,,,,,,,,,,
2009,EAV-180106-G, Chemikalien,,,,die aus gefährlichen Stoffen bestehen,22,0,2,0,2,,,,,,,,,,,
2009,EAV-180108-G, Zytotox. u. zytostatische Arzneimittel f.Menschen,72,1,,8,1,,6,,,,,,,,,,,,,
2009,EAV-180110-G, Amalgamabfälle aus der Zahnmedizin,34,0,,1,0,,1,,,,,,,,,,,,,
2009,EAV-180202-G, Abfälle (bes. Anford. aus infektionspräv. Sicht),47,1,,0,0,,8,,,,,,,,,,,,,
2009,EAV-180205-G, Chemikalien,,,,die aus gefährlichen Stoffen bestehen,8,0,0,0,0,,,,,,,,,,,
2009,EAV-180207-G, Zytotoxische u. zytostatische Arzneimittel f.Tiere,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-19,Abfälle aus Abfallbehandlungsanlagen u.a.,1798,5226,,1,2475,,1,,,,,,,,,,,,,
2009,EAV-190105-G, Verbrenn.,,,,Pyrolyse: Filterkuchen aus Abgasbehandl.,33,39,8,20,4,,,,,,,,,,,
2009,EAV-190106-G, Verbrenn.,,,,Pyrolyse: Wässrige flüss.Abf.a.Abgasbeh.,35,54,1,14,3,,,,,,,,,,,
2009,EAV-190107-G, Verbrenn.,,,,Pyrolyse: Feste Abfälle a. Abgasbehandl.,121,636,3,350,4,,,,,,,,,,,
2009,EAV-190110-G, Verbrenn.,,,,Pyrolyse: Gebr. Aktivkohle a. Abgasbeh.,16,7,3,3,0,,,,,,,,,,,
2009,EAV-190111-G, Verbrenn.,,,,Pyrolyse: Rost-,,,Kesselaschen,,Schlacken,3,197,,4,,,,,,,
2009,EAV-190113-G, Verbrenn.,,,,Pyrolyse: Filterstaub mit gefährl. St.,126,553,4,297,9,,,,,,,,,,,
2009,EAV-190115-G, Verbrenn.,,,,Pyrolyse: Kesselstaub m.gefährl. Stoffen,35,52,6,27,3,,,,,,,,,,,
2009,EAV-190117-G, Pyrolyseabfälle,,,,die gefährliche Stoffe enthalten,12,0,4,0,4,,,,,,,,,,,
2009,EAV-190204-G, Vorgemischte Abfälle m. mind. einem gefährl.Abfall,114,527,,6,113,,5,,,,,,,,,,,,,
2009,EAV-190205-G, Schlämme aus der physikal.-chemischen Behandlung,492,263,,1,131,,3,,,,,,,,,,,,,
2009,EAV-190207-G, Öl und Konzentrate aus Abtrennprozessen,119,107,,3,40,,1,,,,,,,,,,,,,
2009,EAV-190208-G, Flüssige brennbare Abfälle mit gefährl. Stoffen,25,28,,5,19,,3,,,,,,,,,,,,,
2009,EAV-190209-G, Feste brennbare Abfälle mit gefährlichen Stoffen,12,3,,4,0,,9,,,,,,,,,,,,,
2009,EAV-190211-G, Sonstige Abfälle,,,,die gefährliche Stoffe enthalten,25,9,2,8,5,,,,,,,,,,,
2009,EAV-190304-G, Als gefährl. eingestufte teilw. stabilisierte Abf.,15,95,,0,81,,4,,,,,,,,,,,,,
2009,EAV-190306-G, Als gefährlich eingestufte verfestigte Abfälle,19,289,,7,99,,0,,,,,,,,,,,,,
2009,EAV-190402-G, Filterstaub u.a. Abfälle aus der Abgasbehandlung,3,0,,0,0,,0,,,,,,,,,,,,,
2009,EAV-190403-G, Nicht verglaste Festphase,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-190702-G, Deponiesickerwasser,,,,das gefährl. Stoffe enthält,98,375,1,272,8,,,,,,,,,,,
2009,EAV-190806-G, Gesättigte oder verbrauchte Ionenaustauscherharze,53,0,,4,0,,4,,,,,,,,,,,,,
2009,EAV-190807-G, Lösungen u. Schlämme aus Regeneration v.Ionenaust.,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-190808-G, Schwermetallhaltige Abfälle aus Membransystemen,9,10,,2,9,,9,,,,,,,,,,,,,
2009,EAV-190810-G, Fett- u.Ölmischungen aus Ölabscheidern (oh.190809),33,2,,7,1,,5,,,,,,,,,,,,,
2009,EAV-190811-G, Schlämme aus biol.Behandlung von industr.Abwasser,33,91,,8,91,,1,,,,,,,,,,,,,
2009,EAV-190813-G, Schlämme mit gefährl. Stoffen aus industr.Abwasser,213,65,,1,53,,4,,,,,,,,,,,,,
2009,EAV-191003-G, Schredderleichtfraktionen und Staub,7,7,,3,7,,2,,,,,,,,,,,,,
2009,EAV-191005-G, Andere Fraktionen,,,,die gefährl. Stoffe enthalten,6,9,6,6,1,,,,,,,,,,,
2009,EAV-191101-G, Altölaufbereitung: Gebrauchte Filtertone,9,4,,0,3,,0,,,,,,,,,,,,,
2009,EAV-191102-G, Altölaufbereitung: Säureteere,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-191103-G, Altölaufbereitung: Wässrige flüssige Abfälle,15,1,,7,0,,8,,,,,,,,,,,,,
2009,EAV-191104-G, Altölaufber.: Abf.a.d. Brennstoffreinigung m.Basen,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-191105-G, Altölaufber.: Schlämme (betriebseig.Abwasserbeh.),32,2,,9,2,,7,,,,,,,,,,,,,
2009,EAV-191107-G, Altölaufbereitung: Abfälle aus der Abgasreinigung,-,-,-,,,,,,,,,,,,,,,,,
2009,EAV-191206-G, Mech.Abfallbehandlung: Holz mit gefährl. Stoffen,300,1125,,4,485,,7,,,,,,,,,,,,,
2009,EAV-191211-G, Sonstige Abfälle (einschl. Materialmischungen),157,254,,1,89,,7,,,,,,,,,,,,,
2009,EAV-191301-G, Feste Abfälle aus der Sanierung von Böden,33,159,,1,20,,7,,,,,,,,,,,,,
2009,EAV-191303-G, Schlämme aus der Sanierung von Böden,16,37,,8,1,,2,,,,,,,,,,,,,
2009,EAV-191305-G, Schlämme aus der Sanierung von Grundwasser,33,3,,6,3,,6,,,,,,,,,,,,,
2009,EAV-191307-G, Wässrige Abf.u.Konzentrate aus Grundwassersanier.,16,2,,7,2,,6,,,,,,,,,,,,,
2009,EAV-20,Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle),784,112,,9,96,,4,,,,,,,,,,,,,
2009,EAV-200113-G, Lösemittel,259,6,,8,6,,1,,,,,,,,,,,,,
2009,EAV-200114-G, Säuren,242,1,,3,0,,9,,,,,,,,,,,,,
2009,EAV-200115-G, Laugen,231,1,,3,1,,2,,,,,,,,,,,,,
2009,EAV-200117-G, Fotochemikalien,170,0,,5,0,,5,,,,,,,,,,,,,
2009,EAV-200119-G, Pestizide,256,1,,7,1,,4,,,,,,,,,,,,,
2009,EAV-200121-G, Leuchtstoffröhren u.a. quecksilberhaltige Abfälle,257,6,,1,6,,0,,,,,,,,,,,,,
2009,EAV-200123-G, Gebrauchte Geräte mit Fluorchlorkohlenwasserstoffe,103,12,,3,9,,2,,,,,,,,,,,,,
2009,EAV-200126-G, Öle und Fette (ohne 200125),65,0,,6,0,,6,,,,,,,,,,,,,
2009,EAV-200127-G, Farben,,,,Druckfarben,,,Klebstoffe und Kunstharze,340,7,8,,,,,,,,,,
2009,EAV-200129-G, Reinigungsmittel,,,,die gefährliche Stoffe enthalten,89,0,5,0,4,,,,,,,,,,,
2009,EAV-200131-G, Zytotoxische und zytostatische Arzneimittel,5,0,,0,0,,0,,,,,,,,,,,,,
2009,EAV-200133-G, Batterien und Akkumulatoren (160601-160603),72,1,,8,0,,8,,,,,,,,,,,,,
2009,EAV-200135-G, Gebrauchte elektrische Geräte (oh.200121,,,,200123),171,32,6,25,7,,,,,,,,,,,
2009,EAV-200137-G, Holz,,,,das gefährliche Stoffe enthält,80,25,6,23,8,,,,,,,,,,,
2010,EAV-01,Abfälle aus der Gewinnung von Bodenschätzen,30,31,,8,29,,2,,,,,,,,,,,,,
2010,EAV-010304-G, Säure bildende Aufbereitungsrückstände a. sul. Erz,-,-,-,,,,,,,,,,,,,,,,,
2010,EAV-010305-G, Andere Aufbereitungsrückstände mit gefährl.Stoffen,-,-,-,,,,,,,,,,,,,,,,,
2010,EAV-010307-G, Abfälle aus Verarb. metallhaltiger Bodenschätze,-,-,-,,,,,,,,,,,,,,,,,
2010,EAV-010407-G, Abfälle a.Weiterverarb. nichtmetallh. Bodenschätze,3,0,,5,0,,5,,,,,,,,,,,,,
2010,EAV-010505-G, Ölhaltige Bohrschlämme und -abfälle,23,70,,2,68,,5,,,,,,,,,,,,,
2010,EAV-010506-G, Bohrschlämme u.a. Bohrabfälle mit gefährl. Stoffen,5,0,,8,0,,8,,,,,,,,,,,,,
2010,EAV-02,Abfälle aus Landwirtschaft,,,,Forstwirtschaft u.a.,64,1,5,1,0,,,,,,,,,,,
2010,EAV-020108-G, Abfälle von Chemikalien für die Landwirtschaft,64,1,,5,1,,0,,,,,,,,,,,,,
2010,EAV-03,Abfälle aus der Holzbearbeitung u.a.,21,0,,4,0,,4,,,,,,,,,,,,,
2010,EAV-030104-G, Sägemehl,,,,Späne,,,Abschnitte,,Holz,Spanplatten,3,0,3,0,3,,,,,
2010,EAV-030201-G, Halogenfreie organische Holzschutzmittel,6,0,,0,0,,0,,,,,,,,,,,,,
2010,EAV-030202-G, Chlororganische Holzschutzmittel,7,0,,1,0,,1,,,,,,,,,,,,,
2010,EAV-030203-G, Metallorganische Holzschutzmittel,-,-,-,,,,,,,,,,,,,,,,,
2010,EAV-030204-G, Anorganische Holzschutzmittel,-,-,-,,,,,,,,,,,,,,,,,
2010,EAV-030205-G, Andere Holzschutzmittel mit gefährlichen Stoffen,-,-,-,,,,,,,,,,,,,,,,,
2010,EAV-04,Abfälle aus der Leder-,,,,Pelz- und Textilindustrie,9,0,2,0,2,,,,,,,,,,,
2010,EAV-040103-G, Entfettungsabfälle,,,,lösemittelh.,,,oh.flüssige Phase,-,,,,,,,,,,,,
2010,EAV-040214-G, Abfälle aus dem Finish mit organ. Lösungsmittel,6,0,,1,0,,1,,,,,,,,,,,,,
2010,EAV-040216-G, Farbstoffe und Pigmente mit gefährlichen Stoffen,3,0,,0,0,,0,,,,,,,,,,,,,
2010,EAV-040219-G, Textilindustrie:Schlämme(betriebseig.Abwasserbeh.),6,0,,1,0,,1,,,,,,,,,,,,,
2010,EAV-05,Abfälle aus der Erdölraffination,,,,Erdgasreinigung,157,78,5,76,1,,,,,,,,,,,
2010,EAV-050102-G, Erdölraffination: Entsalzungsschlämme,-,-,-,,,,,,,,,,,,,,,,,
2010,EAV-050103-G, Erdölraffination: Bodenschlämme aus Tanks,57,19,,2,18,,3,,,,,,,,,,,,,
2010,EAV-050104-G, Erdölraffination: Saure Alkylschlämme,-,-,-,,,,,,,,,,,,,,,,,
2010,EAV-050105-G, Erdölraffination: Verschüttetes Öl,-,-,-,,,,,,,,,,,,,,,,,
2010,EAV-050106-G, Erdölraffination: Ölhalt.Schlämme a.Betriebsvorg.,55,15,,4,15,,2,,,,,,,,,,,,,
