year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers,code_new
2009, EAV-120116-G, Waste blasting material cont. hazardous substances,373,27.5,22.6, EAV-120116-G
2009, EAV-120118-G," Metal sludge (grinding,honing,lapping sl.)cont.oil",466,65.7,45.3, EAV-120118-G
2009, EAV-120119-G, Readily biodegradable machining oil,0,0,0, EAV-120119-G
2009, EAV-120120-G,Spent grinding bodies and grinding materials,102,3.4,3.1, EAV-120120-G
2009, EAV-120301-G, Aqueous washing liquids,314,29.6,26.5, EAV-120301-G
2009, EAV-120302-G, Steam degreasing wastes,20,2.2,2.2, EAV-120302-G
2009, EAV-13," Oil wastes, wastes of liquid fuels (ex.edible oils)",4540,1437.7,1138.2, EAV-13
2009, EAV-130101-G," Hydraulic oils, containing PCBs",13,0.1,0, EAV-130101-G
2009, EAV-130104-G, Hydraulic oils: Chlorinated emulsions,0,0,0, EAV-130104-G
2009, EAV-130105-G, Hydraulic oils: Non-chlorinated emulsions,116,13.4,7.4, EAV-130105-G
2009, EAV-130109-G, Mineral-based chlorinated hydraulic oils,4,0,0, EAV-130109-G
2009, EAV-130110-G, Mineral based non-chlorinated hydraulic oils,124,3.9,3.7, EAV-130110-G
2009, EAV-130111-G, Synthetic hydraulic oils,14,0.1,0.1, EAV-130111-G
2009, EAV-130112-G, Readily biodegradable hydraulic oils,5,0.1,0.1, EAV-130112-G
2009, EAV-130113-G, Other hydraulic oils,11,0.1,0.1, EAV-130113-G
2009, EAV-130204-G," Mineral-based chlorinated engine, gear, lubr. oils",72,1.9,1.3, EAV-130204-G
2009, EAV-130205-G," Mineral-based non-chlor. engine, gear, lubricant. oils",1798,498.1,346.9, EAV-130205-G
2009, EAV-130206-G," Synthetic engine, gear and lubricating oils",27,0.5,0.5, EAV-130206-G
2009, EAV-130207-G," Readily biodegradable engine,gear,lubricating oils",8,0.1,0.1, EAV-130207-G
2009,EAV-130208-G," Other engine, gear and lubricating oils",153,31.9,25.5, EAV-130208-G
2009, EAV-130301-G, Insulating or heat transmission oils cont. PCB's,56,2,1.3, EAV-130301-G
2009, EAV-130306-G," Mineral-b.chlor.insul.,heat transm.oils(ex.130301)",6,0,0, EAV-130306-G
2009, EAV-130307-G," Mineral-based non-chlor. insul., heat transm. oils",167,11,10.2, EAV-130307-G
2009, EAV-130308-G, Synthetic insulating and heat transmission oils,16,1.1,1, EAV-130308-G
2009, EAV-130309-G," Readily biodegradable insulating, heat transm. oils",0,0,0, EAV-130309-G
2009, EAV-130310-G, Other insulating and heat transmission oils,28,0.6,0.4, EAV-130310-G
2009, EAV-130401-G, Bilge oils from inland navigation,17,3.6,3.5, EAV-130401-G
2009, EAV-130402-G, Bilge oils from jetty sewers,0,0,0, EAV-130402-G
2009, EAV-130403-G, Bilge oils from other navigation,41,133.4,119.7, EAV-130403-G
2009, EAV-130501-G, Solids from grit chambers and oil/water separators,361,103.5,59.5, EAV-130501-G
2009, EAV-130502-G, Sludges from oil/water separators,1078,206.2,191.7, EAV-130502-G
2009, EAV-130503-G, Interceptor sludges,586,151.3,135, EAV-130503-G
2009, EAV-130506-G, Oil from oil/water separators,44,5.5,4.3, EAV-130506-G
2009, EAV-130507-G, Oily water from oil/water separators,216,37,27.5, EAV-130507-G
2009, EAV-130508-G,"Mixtures of wastes fr.grit chambers,oil/water sep.",778,133.4,123.8, EAV-130508-G
2009, EAV-130701-G, Fuel oil and diesel,170,15.4,13.5, EAV-130701-G
2009, EAV-130702-G, petrol,42,1.9,1.5, EAV-130702-G
2009, EAV-130703-G, Other fuels (including mixtures),175,30.9,16.1, EAV-130703-G
2009, EAV-130801-G, Oil wastes: Desalter sludges or emulsions,0,0,0, EAV-130801-G
2009, EAV-130802-G, Oil wastes: Other emulsions,166,24.1,20.3, EAV-130802-G
2009, EAV-130899-G, Oil wastes: Wastes nos.,174,26.7,23, EAV-130899-G
2009, EAV-14," Waste organic solvents, refrigerants, propellants",857,137.9,73, EAV-14
2009, EAV-140601-G," Chlorofluorocarbons, HCFC, HFC",61,1.8,1.5, EAV-140601-G
2009, EAV-140602-G, Other halogenated solvents and solvent mixtures,143,8.5,3.8, EAV-140602-G
2009, EAV-140603-G, Other solvents and solvent mixtures,690,113.4,56.8, EAV-140603-G
2009, EAV-140604-G, Sludges or solid wastes cont. halogenated solvents,30,1.4,0.8, EAV-140604-G
2009, EAV-140605-G, Sludges or solid wastes containing other solvents,91,12.9,10.2, EAV-140605-G
2009, EAV-15," Waste packaging, absorbents, wiping cloths etc.",2852,221.9,165.5, EAV-15
2009, EAV-150110-G, Packaging cont.residues of or contam.by haza.subs.,1211,50.4,40.3, EAV-150110-G
2009, EAV-150111-G, Metallic packaging cont. haza. solid porous matrix,36,0.5,0.5, EAV-150111-G
2009,EAV-150202-G," Absorbents, filter materials, wiping cloths etc.",2277,171,124.7, EAV-150202-G
2009, EAV-16, Wastes not otherwise specified in the list,3144,910.1,722.3, EAV-16
2009, EAV-160104-G, End-of-life vehicles,33,72.2,72.2, EAV-160104-G
2009, EAV-160107-G, End-of-life vehicles: Oil filters,130,13.7,9.9, EAV-160107-G
2009, EAV-160108-G, End-of-life vehicles: Components cont. mercury,0,0,0, EAV-160108-G
2009, EAV-160109-G, End-of-life vehicles: Components containing PCBs,3,0.1,0, EAV-160109-G
2009, EAV-160110-G, End-of-life vehicles: Explosive components,49,0.4,0.4, EAV-160110-G
2009, EAV-160111-G, End-of-life vehicles: Brake pads cont. asbestos,5,0,0, EAV-160111-G
2009, EAV-160113-G, End-of-life vehicles: Brake fluids,133,10.9,7.8, EAV-160113-G
2009, EAV-160114-G, End-of-life vehicles: Antifreeze fluids,183,19.3,14.5, EAV-160114-G
2009, EAV-160121-G," Hazardous components (ex.160107-11,160113-14)",38,1.5,1.2, EAV-160121-G
2009, EAV-160209-G, Transformers and capacitors containing PCBs,229,5.9,5.6, EAV-160209-G
2009, EAV-160210-G, Discarded equip.cont. or contam.by PCBs(ex.160209),6,0,0, EAV-160210-G
2009, EAV-160211-G," Discarded equip.cont. chlorofluorocarbons,HCFC,HFC",180,10.9,9.4, EAV-160211-G
2009, EAV-160212-G,Discarded equipment containing free asbestos,133,9.5,8.7, EAV-160212-G
2009, EAV-160213-G, Discarded equip.cont.hazardous comp.(ex.160209-12),575,51.3,37.8, EAV-160213-G
2009, EAV-160215-G, Hazardous comp. removed from discarded equipment,182,75,46.9, EAV-160215-G
2009, EAV-160303-G, Off-spec. batches: Inorganic wastes,43,1,0.9, EAV-160303-G
2009, EAV-160305-G, Off-spec. batches: organic wastes,100,13.1,6.9, EAV-160305-G
2009, EAV-160401-G, Waste ammunition,0,0,0, EAV-160401-G
2009, EAV-160402-G, Fireworks wastes,0,0,0, EAV-160402-G
2009, EAV-160403-G, Other waste explosives,11,0.2,0.2, EAV-160403-G
2009, EAV-160504-G, Gases in pressure containers (including halons),271,3.3,2.8, EAV-160504-G
2009, EAV-160506-G, Laboratory chemicals consisting of hazardous subs.,225,3,2.4, EAV-160506-G
2009, EAV-160507-G, Discarded inorganic chemicals cons. To install haza. subs.,462,6.2,5.3, EAV-160507-G
2009, EAV-160508-G, Discarded organic chemicals cons. To install haza. subs.,466,5.4,4.3, EAV-160508-G
2009, EAV-160601-G, lead batteries,521,355.5,273.3, EAV-160601-G
2009, EAV-160602-G, Ni-Cd batteries,101,1.6,1.2, EAV-160602-G
2009, EAV-160603-G, Mercury-containing batteries,7,0.1,0.1, EAV-160603-G
2009, EAV-160606-G," Separately coll. electrolyte from batteries,accum.",35,3.6,2.4, EAV-160606-G
2009, EAV-160708-G,"Tanks,barrels: Wastes containing oil",707,147.2,123.1, EAV-160708-G
2009, EAV-160709-G," Tanks, barrels: Wastes cont. other hazardous substances.",180,19.4,17.5, EAV-160709-G
2009, EAV-160802-G, Spent catalysts cont. hazardous transition metals,84,6.6,6.4, EAV-160802-G
2009, EAV-160805-G, Spent catalysts containing phosphoric acid,3,0.2,0.2, EAV-160805-G
2009, EAV-160806-G, Spent liquids used as catalysts,7,0.5,0.5, EAV-160806-G
2009, EAV-160807-G, Spent catalysts contaminated with haza. substances,108,8.2,7.5, EAV-160807-G
2009, EAV-160901-G," Permanganates, for example potassium permanganate",3,0,0, EAV-160901-G
2009, EAV-160902-G," Chromates (potassium chr., potassium, sodium dichr.)",5,0.1,0.1, EAV-160902-G
2009, EAV-160903-G," Peroxides, for example hydrogen peroxide",14,0.1,0.1, EAV-160903-G
2009, EAV-160904-G," Oxidising substances, nos.",9,0,0, EAV-160904-G
2009, EAV-161001-G, Aqueous liquid wastes cont. hazardous substances,168,22.4,13.9, EAV-161001-G
2009, EAV-161003-G, Aqueous concentrates cont. hazardous substances,59,5.4,4.1, EAV-161003-G
2009, EAV-161101-G," Carbon-based linings,refractories fr.metall. proc.",14,10.5,10.5, EAV-161101-G
2009, EAV-161103-G," Other linings,refractories from metall. processes",55,7.6,7.1, EAV-161103-G
2009, EAV-161105-G,"Linings, refractories from non-metal. processes",104,17.9,17.2, EAV-161105-G
2009, EAV-17, Construction and demolition wastes,13490,8975.9,8018.3, EAV-17
2009, EAV-170106-G," Mixtures of, or separate fractions of concrete etc.",1377,796.5,744.1, EAV-170106-G
2009, EAV-170204-G," Glass, plastic, wood cont. hazardous substances",4338,891.3,720.9, EAV-170204-G
2009, EAV-170301-G, Bituminous mixtures containing coal tar,3563,3151.3,2768.1, EAV-170301-G
2009, EAV-170303-G, Coal tar and tarred products,1418,238.1,168.5, EAV-170303-G
2009, EAV-170409-G, Metal waste contaminated with hazardous substances,108,9.5,6.1, EAV-170409-G
2009, EAV-170410-G," Cables cont. oil, coal tar and other waste. subs.",290,19.1,15.4, EAV-170410-G
2009, EAV-170503-G, Soil and stones containing hazardous substances,2270,2493.5,2304.3, EAV-170503-G
2009, EAV-170505-G, Dredging spoil containing hazardous substances,58,142.9,137.9, EAV-170505-G
2009, EAV-170507-G, Track ballast containing hazardous substances,123,568.6,558.5, EAV-170507-G
2009, EAV-170601-G, insulation materials containing asbestos,145,4.4,4.2, EAV-170601-G
2009, EAV-170603-G, Other insulation materials,2004,116.1,100, EAV-170603-G
2009, EAV-170605-G, Construction materials containing asbestos,3788,511.7,458.1, EAV-170605-G
2009, EAV-170801-G,Gypsum-based construction materials contaminated,14,0.6,0.6, EAV-170801-G
2009, EAV-170901-G, Construction and demolition wastes cont. mercury,7,0.2,0.2, EAV-170901-G
2009, EAV-170902-G, Construction and demolition wastes containing PCB,136,2.2,2.1, EAV-170902-G
2009, EAV-170903-G, Other construction and demolition wastes,274,29.9,29.2, EAV-170903-G
2009, EAV-18, Wastes from human or animal health care,215,16.8,13.7, EAV-18
2009, EAV-180103-G, Wastes (special requirements to prevent infection),131,13.6,11.1, EAV-180103-G
2009, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,22,0.2,0.2, EAV-180106-G
2009, EAV-180108-G, Cytotoxic and cytostatic medicines,72,1.8,1.6, EAV-180108-G
2009, EAV-180110-G, Amalgam waste from dental care,34,0.1,0.1, EAV-180110-G
2009, EAV-180202-G, Wastes (special requirements to prevent infection),47,1,0.8, EAV-180202-G
2009, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,8,0,0, EAV-180205-G
2009, EAV-180207-G, Cytotoxic and cytostatic medicines,0,0,0, EAV-180207-G
2009, EAV-19, Wastes from waste management facilities etc.,1798,5226.1,2475.1, EAV-19
2009, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",33,39.8,20.4, EAV-190105-G
2009, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",35,54.1,14.3, EAV-190106-G
2009, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",121,636.3,350.4, EAV-190107-G
2009, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",16,7.3,3, EAV-190110-G
2009, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",79,387.3,197.4, EAV-190111-G
2009, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",126,553.4,297.9, EAV-190113-G
2009, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",35,52.6,27.3, EAV-190115-G
2009, EAV-190117-G, Pyrolysis wastes containing hazardous substances,12,0.4,0.4, EAV-190117-G
2009, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,114,527.6,113.5, EAV-190204-G
2009, EAV-190205-G, Sludges from physico/chemical treatment,492,263.1,131.3, EAV-190205-G
2009, EAV-190207-G, Oil and concentrates from separation,119,107.3,40.1, EAV-190207-G
2009, EAV-190208-G, Liquid combustible wastes cont. haza. substances,25,28.5,19.3, EAV-190208-G
2009, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,12,3.4,0.9, EAV-190209-G
2009, EAV-190211-G, Other wastes containing hazardous substances,25,9.2,8.5, EAV-190211-G
2009, EAV-190304-G," Wastes marked as hazardous, partially stabilized",15,95,81.4, EAV-190304-G
2009, EAV-190306-G," Wastes marked as hazardous, solidified",19,289.7,99, EAV-190306-G
2009, EAV-190402-G, Fly ash and other flue-gas treatment wastes,3,0,0, EAV-190402-G
2009, EAV-190403-G,Non-vitrified solid phase,0,0,0, EAV-190403-G
2009, EAV-190702-G, Landfill leachate containing hazardous substances,98,375.1,272.8, EAV-190702-G
2009, EAV-190806-G, Saturated or spent ion exchange resins,53,0.4,0.4, EAV-190806-G
2009, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",0,0,0, EAV-190807-G
2009, EAV-190808-G, Membrane system waste containing heavy metals,9,10.2,9.9, EAV-190808-G
2009, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",33,2.7,1.5, EAV-190810-G
2009, EAV-190811-G, Sludges from bio. treat. of industrial waste water,33,91.8,91.1, EAV-190811-G
2009, EAV-190813-G, Sludges from other treat.of industrial waste water,213,65.1,53.4, EAV-190813-G
2009, EAV-191003-G, Fluff-light fraction and dust,7,7.3,7.2, EAV-191003-G
2009, EAV-191005-G, Other fractions containing hazardous substances,6,9.6,6.1, EAV-191005-G
2009, EAV-191101-G, Oil regeneration: Spent filter clays,9,4,3, EAV-191101-G
2009, EAV-191102-G, Oil regeneration: Acid tars,0,0,0, EAV-191102-G
2009, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,15,1.7,0.8, EAV-191103-G
2009, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0,0,0, EAV-191104-G
2009, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,32,2.9,2.7, EAV-191105-G
2009, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0,0,0, EAV-191107-G
2009, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,300,1125.4,485.7, EAV-191206-G
2009, EAV-191211-G, Other wastes (including mixtures of materials),157,254.1,89.7, EAV-191211-G
2009, EAV-191301-G, Solid wastes from soil remediation,33,159.1,20.7, EAV-191301-G
2009, EAV-191303-G, Sludges from soil remediation,16,37.8,1.2, EAV-191303-G
2009, EAV-191305-G, Sludges from groundwater remediation,33,3.6,3.6, EAV-191305-G
2009, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",16,2.7,2.6, EAV-191307-G
2009, EAV-20," Municipal wastes (household wastes, similar wastes)",784,112.9,96.4, EAV-20
2009, EAV-200113-G, Solvents,259,6.8,6.1, EAV-200113-G
2009, EAV-200114-G, acids,242,1.3,0.9, EAV-200114-G
2009, EAV-200115-G, alkalines,231,1.3,1.2, EAV-200115-G
2009, EAV-200117-G, Photochemicals,170,0.5,0.5, EAV-200117-G
2009, EAV-200119-G, Pesticides,256,1.7,1.4, EAV-200119-G
2009, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,257,6.1,6, EAV-200121-G
2009, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,103,12.3,9.2, EAV-200123-G
2009, EAV-200126-G, Oil and fat (except 200125),65,0.6,0.6, EAV-200126-G
2009, EAV-200127-G,"Paint, inks, adhesives and resins",340,21.7,19.8, EAV-200127-G
2009, EAV-200129-G, Detergents containing hazardous substances,89,0.5,0.4, EAV-200129-G
2009, EAV-200131-G, Cytotoxic and cytostatic medicines,5,0,0, EAV-200131-G
2009, EAV-200133-G, Batteries and accumulators (160601-160603),72,1.8,0.8, EAV-200133-G
2009, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",171,32.6,25.7, EAV-200135-G
2009, EAV-200137-G, Wood containing hazardous substances,80,25.6,23.8, EAV-200137-G
2010, EAV-01," Wastes resulting from exploration, mining of minerals",30,31.8,29.2, EAV-01
2010, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0,0,0, EAV-010304-G
2010, EAV-010305-G, Other tailings containing hazardous substances,0,0,0, EAV-010305-G
2010, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0,0,0, EAV-010307-G
2010, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",3,0.5,0.5, EAV-010407-G
2010, EAV-010505-G, Oil-containing drilling muds and wastes,23,70.2,68.5, EAV-010505-G
2010, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",5,0.8,0.8, EAV-010506-G
2010, EAV-02," Wastes from agriculture, horticulture, forestry etc.",64,1.5,1, EAV-02
2010, EAV-020108-G, Agrochemical waste containing hazardous substances,64,1.5,1, EAV-020108-G
2010, EAV-03,Wastes from wood processing etc.,21,0.4,0.4, EAV-03
2010, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",3,0.3,0.3, EAV-030104-G
2010, EAV-030201-G, Non-halogenated organic wood preservatives,6,0,0, EAV-030201-G
2010, EAV-030202-G, Organochlorinated wood preservatives,7,0.1,0.1, EAV-030202-G
2010, EAV-030203-G, Organometallic wood preservatives,0,0,0, EAV-030203-G
2010, EAV-030204-G, Inorganic wood preservatives,0,0,0, EAV-030204-G
2010, EAV-030205-G, Other wood preservatives cont. hazardous subst.,0,0,0, EAV-030205-G
2010, EAV-04," Wastes from the leather, fur, textile industries",9,0.2,0.2, EAV-04
2010, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0,0,0, EAV-040103-G
2010, EAV-040214-G, Wastes from finishing containing organic solvents,6,0.1,0.1, EAV-040214-G
2010, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,3,0,0, EAV-040216-G
2010, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,6,0.1,0.1, EAV-040219-G
2010, EAV-05," Wastes from petrol. refining, natural gas purification.",157,78.5,76.1, EAV-05
2010, EAV-050102-G, Petroleum refining: Desalter sludges,0,0,0, EAV-050102-G
2010, EAV-050103-G, Petroleum refining: Tank bottom sludges,57,19.2,18.3, EAV-050103-G
2010,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0,0,0, EAV-050104-G
2010, EAV-050105-G, Petroleum refining: Oil spills,0,0,0, EAV-050105-G
2010, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,55,15.4,15.2, EAV-050106-G
2010, EAV-050107-G, Petroleum refining: Acid tars,0,0,0, EAV-050107-G
2010, EAV-050108-G, Petroleum refining: Other tars,6,0.2,0.2, EAV-050108-G
2010, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,14,15.5,15.3, EAV-050109-G
2010, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0,0,0, EAV-050111-G
2010, EAV-050112-G, Petroleum refining: Oil containing acids,0,0,0, EAV-050112-G
2010, EAV-050115-G, Petroleum refining: Spent filter clays,15,1.9,0.9, EAV-050115-G
2010, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0,0,0, EAV-050601-G
2010, EAV-050603-G, Pyrolytic treatment of coal: Other tars,47,25,25, EAV-050603-G
2010, EAV-050701-G, Natural gas purif.: Wastes containing mercury,5,0.7,0.7, EAV-050701-G
2010, EAV-06, Wastes from inorganic chemical processes,1013,422.7,370.9, EAV-06
2010, EAV-060101-G, Sulfuric acid and sulphurous acid,181,113.1,111.1, EAV-060101-G
2010, EAV-060102-G, hydrochloric acid,55,11.9,10.7, EAV-060102-G
2010, EAV-060103-G, hydrofluoric acid,13,0.4,0.4, EAV-060103-G
2010, EAV-060104-G, Phosphoric and phosphorous acid,32,0.9,0.8, EAV-060104-G
2010, EAV-060105-G, Nitric acid and nitrous acid,54,2.4,2.4, EAV-060105-G
2010, EAV-060106-G, Other acids,221,24.4,21.7, EAV-060106-G
2010, EAV-060201-G, calcium hydroxide,10,1.3,1.3, EAV-060201-G
2010, EAV-060203-G, Ammonium hydroxide,65,6.4,6.4, EAV-060203-G
2010, EAV-060204-G, Sodium and potassium hydroxide,57,7.5,6.9, EAV-060204-G
2010, EAV-060205-G, Other bases,219,21.2,20.2, EAV-060205-G
2010, EAV-060311-G, Solid salts and solutions containing cyanides,28,0.5,0.4, EAV-060311-G
2010, EAV-060313-G, Solid salts and solutions containing heavy metals,130,14.8,12.5, EAV-060313-G
2010, EAV-060315-G, Metallicoxides containing heavy metals,26,2.2,2.2, EAV-060315-G
2010, EAV-060403-G, Wastes containing arsenic,18,0.8,0.8, EAV-060403-G
2010, EAV-060404-G, Wastes containing mercury,121,6.2,6.1, EAV-060404-G
2010, EAV-060405-G, Wastes containing other heavy metals,105,98.2,58.1, EAV-060405-G
2010, EAV-060502-G, Sludges from on-site effluent treatment,89,58.9,57.9, EAV-060502-G
2010, EAV-060602-G, Wastes containing hazardous sulphides,8,1.4,1.4, EAV-060602-G
2010, EAV-060701-G, Wastes containing asbestos from electrolysis,0,0,0, EAV-060701-G
