GENESIS table: 32161-0001
Companies, amount of waste generated: Germany, years,;;;;
types of waste;;;;
Waste generation survey;;;;
Germany;;;;
;;;Operations;Amount of waste generated
2014;EAV-060701-G; Waste containing asbestos from electrolysis;-;-
2014;EAV-060702-G; Activated carbon from chlorine production;-;-
2014;EAV-060703-G; Mercurial barium sulfate sludges;-;-
2014;EAV-060704-G; Solutions and acids, e.g. contact acid;3;0.6
2014;EAV-060799-U; Halogens: waste not otherwise specified;5;0.6
2014;EAV-060802-G; Hazardous waste containing chlorosilanes;4;12.8
2014;EAV-060899-U; Silicon, silicon compounds: waste not otherwise specified;15;20.9
2014;EAV-060902-U; Phosphorous slag;-;-
2014;EAV-060903-G; Calcium based reaction wastes;-;-
2014;EAV-060904-U; Calcium-based reaction waste (without 060903);-;-
2014;EAV-060999-U; Chemicals containing phosphorus: waste n.e.c.;-;-
2014;EAV-061002-G; Nitrogen chemistry: Waste with hazardous Substances;9;0.1
2014;EAV-061099-U; Nitrogenous chemicals: wastes not otherwise specified;-;-
2014;EAV-061101-U; Calcium based reaction wastes a. Titanium Dioxide;-;-
2014;EAV-061199-U; Inorganic pigments, colourants: waste not otherwise specified;3;0.8
2014;EAV-061301-G; Inorganic pesticides, wood preservatives;11;0.0
2014;EAV-061302-G; Used activated carbon (without 060702);96;2.3
2014;EAV-061303-U; carbon black;36;3.1
2014;EAV-061304-G; waste from asbestos processing;5;0.0
2014;EAV-061305-G; Oven and chimney soot;-;-
2014;EAV-061399-U; Inorganic chemical processes: wastes not otherwise specified;10;0.1
2014;EAV-07;Waste from organic chemical processes;;
2014;EAV-070101-G; Org.Basic Chem.: Aqueous washes, mother liquors;211;32.0
2014;EAV-070103-G; Organic basic chemicals: Halogen organic solvents, wash bottle;239;45.7
2014;EAV-070104-G; Organic basic chemicals: solvents, washing liquids;909;130.6
2014;EAV-070107-G; Org.Basic chemicals.: Halogen.Reaction,distillation.residue.;38;62.2
2014;EAV-070108-G; Org. basic chemicals: reaction, distillation residues; 144; 140.4
2014;EAV-070109-G; Organic basic chemicals: Halogen filter cake, absorption material;15;0.6
2014;EAV-070110-G; Org.Grundchemik.: And. Filter cake, absorbent mat.;47;4.6
2014;EAV-070111-G; Organic basic chemicals: sludge (in-house waste water treatment); 41; 6.5
2014;EAV-070112-U; sludge from on-site Sewage treatment (oh.070111);16;1.7
2014;EAV-070199-U; Bulk organic chemicals: wastes not otherwise specified;24;1,8
2014;EAV-070201-G; Plastics: Aqueous washes, mother liquors;53;20.4
2014;EAV-070203-G; Plastics: Halogen organic solvents, washing liquid.;37;2.6
2014;EAV-070204-G; Plastics: organ. Solvents, washing liquids;152;36.8
2014;EAV-070207-G; Plastics: Halogen. Reaction, distillation residues;37;6.4
2014;EAV-070208-G; Plastics: reaction and distillation residues;822;114.1
2014;EAV-070209-G; Plastics: Halogen. filter cake, absorbent material;10;0.2
2014;EAV-070210-G; Plastics: And. filter cakes, absorbent materials;38;4.9
2014;EAV-070211-G; Plastics: sludge (in-house waste water treatment);10;1.3
2014;EAV-070212-U; sludge from on-site Sewage treatment (oh.070211);34;17.9
2014;EAV-070213-U; Plastic waste;1414;360.6
2014;EAV-070214-G; Plastics: Waste from additives with hazardous tax; 60; 3.7
2014;EAV-070215-U; Waste additives (excluding 070214);32;0.9
2014;EAV-070216-G; Plastics: Danger. Waste containing silicone;7;0.8
2014;EAV-070217-U; Waste containing silicon (excluding 070216);16;1.4
2014;EAV-070299-U; Plastics, fibers, synthetic rubber: waste not otherwise specified;187;79.9
2014;EAV-070301-G; Org.Dyes: Aqueous washes, mother liquors;36;2.4
2014;EAV-070303-G; Organic dyes: Halogenorg. Solvent, washing bottle;35;0.7
2014;EAV-070304-G; Organic dyes: solvents, washing liquids;375;30.7
2014;EAV-070307-G; Organic dyes: halogen. Reaction, distillation residue;6;1.4
2014;EAV-070308-G; Organic dyes: reaction and distillation residues; 22; 3.8
2014;EAV-070309-G; Organic dyes: halogen. filter cake, absorbent material;5;0.3
2014;EAV-070310-G; Organic dyes: other filter cakes, absorption mat.;8;0.7
2014;EAV-070311-G; Organic dyes: sludge (own waste water treatment);-;-
2014;EAV-070312-U; sludge from on-site Sewage treatment (oh.070311);8;0.6
2014;EAV-070399-U; Organic dyes, pigments: waste not otherwise specified;3;0,3
2014;EAV-070401-G; Pesticides: Aqueous wash, mother liquor; 17; 37.3
2014;EAV-070403-G; Pesticides: halogen organic solvents, washing bottle; 15; 93.4
2014;EAV-070404-G; Pesticides: Organ. Solvent, washing bottle;17;30.7
2014;EAV-070407-G; Plant protection agents: halogen.reaction,distill.residue;13;37.2
2014;EAV-070408-G; Pesticides: reaction, distillation residue;10;9.1
2014;EAV-070409-G; Pesticides: halogen filter cake, suction mat; 5; 0.3
2014;EAV-070410-G; Pesticides: filter cake, absorbent material;7;0.6
2014;EAV-070411-G; Pesticides: sludge (own waste water treatment); 3; 0.4
2014;EAV-070412-U; sludge from on-site Sewage treatment (oh.070411);3;0.3
2014;EAV-070413-G; Pesticides: Solid waste with hazardous status;11;2.1
2014;EAV-070499-U; Pesticides, etc.: Waste not otherwise specified;4;0.2
2014;EAV-070501-G; Pharmaceuticals: Aqueous washes, mother liquors;42;75.2
2014;EAV-070503-G; Pharmaceuticals: Halogen organic solvents, wash bottle;50;19.7
2014;EAV-070504-G; Pharmaceuticals: organ. solvent, washing liquid;81;68.7
2014;EAV-070507-G; Pharmaceuticals: Halogen.Reaction, Distill.residue;10;2.5
2014;EAV-070508-G; Pharmaceuticals: reaction, distillation residues;47;4.1
2014;EAV-070509-G; Pharmaceuticals: halogen filter cake, absorbent mat.;9;0.5
2014;EAV-070510-G; Pharmaceuticals: filter cakes, absorbent materials;15;1,4
2014;EAV-070511-G; Pharmaceuticals: sludge (in-house waste water treatment);4;0.1
2014;EAV-070512-U; sludge from on-site Sewage treatment (oh.070511);11;15.2
2014;EAV-070513-G; Pharmaceuticals: Solid waste with hazardous Substances;36;1.4
2014;EAV-070514-U; Solid waste (excluding 070513);43;18.1
2014;EAV-070599-U; Pharmaceuticals: wastes not otherwise specified;80;22.1
2014;EAV-070601-G; Fats, soaps: Aqueous washes, mother liquors;121;25.0
2014;EAV-070603-G; Fats, soaps: halogen organic solvents, washing bottle;40;0.2
2014;EAV-070604-G; Fats, soaps: organ. solvent, washing liquid;153;5.5
2014;EAV-070607-G; Fats, soaps: Halogen.reaction, distill.residue.;3;0.2
2014;EAV-070608-G; Fats, soaps: reaction, distillation residues;462;40.2
2014;EAV-070609-G; Fats, soaps: halogen filter cake, absorbent material;-;-
2014;EAV-070610-G; Fats, soaps: filter cakes, absorbent materials;24;1.8
2014;EAV-070611-G; Fats, soaps: sludges (in-house wastewater tank);5;0.2
2014;EAV-070612-U; sludge from on-site Sewage treatment (oh.070611);26;9.0
2014;EAV-070699-U; Grease, soap, lubricants, etc.: waste not otherwise specified;140;28.3
2014;EAV-070701-G; Fine Chemicals: Aqueous washes, mother liquors;241;70.1
2014;EAV-070703-G; Fine chemicals: halogen organic solvents, wash bottle;153;15.4
2014;EAV-070704-G; Fine chemicals: organ. Solvent, washing liquid.;630;63.1
2014;EAV-070707-G; Fine Chemicals: Halogen.Reaction, Distill.residue;27;11.2
2014;EAV-070708-G; Fine chemicals: reaction, distillation residues;68;93.3
2014;EAV-070709-G; Fine chemicals: halogen filter cake, absorbent material;14;0.5
2014;EAV-070710-G; Fine chemicals: filter cakes, absorbent materials;39;2.3
2014;EAV-070711-G; Fine chemicals: sludge (own waste water treatment); 15; 1.2
2014;EAV-070712-U; sludge from on-site Sewage treatment (oh.070711);8;1.1
2014;EAV-070799-U; Fine chemicals: wastes not otherwise specified;10;1.1
2014;EAV-08;Waste from MFSU from coatings, adhesives, etc.;;
2014;EAV-080111-G; Waste paint and varnish containing dangerous substances;4006;43.7
2014;EAV-080112-U; Paint and varnish waste (without 080111);806;14.6
2014;EAV-080113-G; Paint and varnish sludge with dangerous substances;566;25.2
2014;EAV-080114-U; Paint and varnish sludge (without 080113);48;2.5
2014;EAV-080115-G; Paints, varnishes: Aqueous sludge with hazardous St.;184;15.2
2014;EAV-080116-U; Aqueous sludge (without 080115);497;42.0
2014;EAV-080117-G; Waste from paint or varnish removal;291;18.4
2014;EAV-080118-U; Waste from paint or varnish removal (excluding 080117);139;2.8
2014;EAV-080119-G; Aqueous suspensions containing paints or varnishes;35;9.2
2014;EAV-080120-U; Aqueous suspensions (without 080119);123;8.3
2014;EAV-080121-G; waste paint or varnish remover;21;2.2
2014;EAV-080199-U; Paints, varnishes: waste not otherwise specified;4;0.2
2014;EAV-080201-U; Coating powder waste;116;4.0
2014;EAV-080202-U; Aqueous sludge containing ceramic materials;26;5.0
2014;EAV-080203-U; Aqueous suspensions,ceram. Materials containing;8;0.8
2014;EAV-080299-U; Other coatings: waste not otherwise specified;-;-
2014;EAV-080307-U; Aqueous sludges containing printing inks;11;0.3
2014;EAV-080308-U; Aqueous liquid wastes, d. Inks included;58;7.7
2014;EAV-080312-G; Waste ink containing hazardous substances;297;6.5
2014;EAV-080313-U; Ink waste (excluding 080312);77;2.7
2014;EAV-080314-G; Printing ink sludge with dangerous substances;91;4.1
2014;EAV-080315-U; Printing ink sludge (without 080314);15;0.9
2014;EAV-080316-G; Etching solution waste;-;-
2014;EAV-080317-G; Waste toner containing hazardous substances;45;0.1
2014;EAV-080318-U; Toner waste (excluding 080317);325;1.9
2014;EAV-080319-G; dispersion oil;5;0.1
2014;EAV-080399-U; Printing inks: waste not otherwise specified;5;0.1
2014;EAV-080409-G; Adhesive and sealant waste with hazardous St.;1213;22.4
2014;EAV-080410-U; Adhesive and sealant waste (excluding 080409);283;13.8
2014;EAV-080411-G; Slurries containing adhesives and sealants;10;0.4
2014;EAV-080412-U; Adhesive and sealant hold. sludge(oh.080411);9;0.6
2014;EAV-080413-G; Adhesive, sealant: Aqueous sludge with dangerous properties; 16; 0.3
2014;EAV-080414-U; Aqueous sludges (excluding 080413);56;5,7
2014;EAV-080415-G; Adhesive, sealant: Aqueous liquid waste with hazardous St;13;1.1
2014;EAV-080416-U; Aqueous liquid waste (excluding 080415);43;6.4
2014;EAV-080417-G; Adhesives, sealants: resin oils;3;0.0
2014;EAV-080499-U; Adhesives, sealants: waste not otherwise specified;4;0.9
2014;EAV-080501-G; Isocyanate waste;64;0.3
2014;EAV-09;Waste from the photographic industry;;
2014;EAV-090101-G; Water-based developer and activator solutions;412;0.7
2014;EAV-090102-G; offset printing plate developer solutions;279;4.0
2014;EAV-090103-G; Solvent based developer solutions;14;0.0
2014;EAV-090104-G; fixer baths;332;0.4
2014;EAV-090105-G; bleach solutions and bleach-fix baths;8;0.1
2014;EAV-090106-G; Waste containing silver from tank photographer. waste;3;0.0
2014;EAV-090107-U; Films and photographic papers with silver;176;0.5
2014;EAV-090108-U; Films and photographic papers without silver;119;2.4
2014;EAV-090110-U; Disposable cameras without batteries;-;-
2014;EAV-090111-G; Disposable cameras with batteries (160601-160603);-;-
2014;EAV-090112-U; Disposable cameras with batteries (without 090111);-;-
2014;EAV-090113-G; Waste from silver recovery (excluding 090106);-;-
2014;EAV-090199-U; Photographic industry: waste not otherwise specified;6;0.0
2014;EAV-10;Waste from thermal processes;;
2014;EAV-100101-U; rust and Boiler ash, slag, boiler st.(oh.100104);447;5229.4
2014;EAV-100102-U; Coal-fired fly ash;49;1519.8
2014;EAV-100103-U; Filter dust from peat firing and firing;36;105.0
2014;EAV-100104-G; fly ash and boiler dust from oil firing;8;2,9
2014;EAV-100105-U; Calcium-based reaction wastes in solid form;52;784.6
2014;EAV-100107-U; calcium-based reaction wastes (slurries);13;18.5
2014;EAV-100109-G; Sulfuric acid;-;-
2014;EAV-100113-G; Filter dust from emulsified hydrocarbons;-;-
2014;EAV-100114-G; Rust and boiler ash, slag, boiler dust;12;4,6
2014;EAV-100115-U; rust and Boiler ash, slag, boiler st.(oh.100114);42;1113.6
2014;EAV-100116-G; fly ash from co-incineration;12;9,3
2014;EAV-100117-U; fly ash from waste co-incineration (oh.100116);28;3623.8
2014;EAV-100118-G; Waste from flue gas treatment with haz. St.;39;6.2
2014;EAV-100119-U; waste a. Exhaust gas treatment (oh.100105,100107,100118);23;16.9
2014;EAV-100120-G; Power plants, etc.: sludge (own waste water treatment); 6; 1.6
2014;EAV-100121-U; sludge a. operational wastewater treatment (oh.100120);7;1.7
2014;EAV-100122-G; Power plants, etc.: Aqueous sludge a. Boiler cleaning.;-;-
2014;EAV-100123-U; Aqueous sludge from boiler cleaning (oh.100122);6;0.1
2014;EAV-100124-U; Power plants, etc.: sands from fluidized bed combustion;-;-
2014;EAV-100125-U; Waste from fuel storage and preparation;8;11,7
2014;EAV-100126-U; Waste from cooling water treatment;3;1.0
2014;EAV-100199-U; Power plants and other incineration plants: waste not otherwise specified;4;0.1
2014;EAV-100201-U; Iron, steel ind.: waste from slag processing;17;1096.8
2014;EAV-100202-U; Iron, steel ind.: unprocessed slag;62;1792.2
2014;EAV-100207-G; Iron,steel ind.: solid waste from flue gas treatment;66;265.2
2014;EAV-100208-U; Wastes from flue gas treatment (excl. 100207);30;366.1
2014;EAV-100210-U; Iron, steel ind.: mill scale;79;467.2
2014;EAV-100211-G; Iron, steel ind.: oil hold. Waste from cooling water tank;6;2.9
2014;EAV-100212-U; Waste from cooling water treatment (without 100211);3;9.1
2014;EAV-100213-G; Iron, steel ind.: sludge, filter c. from exhaust gas tank;8;194.8
2014;EAV-100214-U; Sludges and filter cakes from exhaust gas treatment. (oh.100213);5;63.4
2014;EAV-100215-U; Iron, steel ind.: Other sludges and filter cakes; 19; 261.7
2014;EAV-100299-U; Iron and steel industry: wastes not otherwise specified;13;3,9
2014;EAV-100302-U; Aluminum metallurgy: anode scrap;3;0.4
2014;EAV-100304-G; Aluminum metallurgy: slags from initial melting;-;-
2014;EAV-100305-U; Aluminum metallurgy: alumina waste;12;1.8
2014;EAV-100308-G; Aluminum metallurgy: salt slags from secondary melting; 6; 134.2
2014;EAV-100309-G; Aluminum Metallurgy: Black dross a.Zzweisch.;3;1.5
2014;EAV-100315-G; Aluminum metallurgy: scum (flammable);34;20.5
2014;EAV-100316-U; Scum (without 100315);40;83.2
2014;EAV-100317-G; Aluminum metallurgy:tar h. Waste from anode manufacture;-;-
2014;EAV-100318-U; Waste from anode production (excluding 100317);-;-
2014;EAV-100319-G; Aluminum metallurgy: filter dust with hazardous level;12;1.9
2014;EAV-100320-U; filter dust (without 100319);3;0.8
2014;EAV-100321-G; Aluminum Metallurgy: Other particles and dust;9;0.6
2014;EAV-100322-U; Other particles and dust (excluding 100321);4;1.5
2014;EAV-100323-G; Aluminum metallurgy: Solid waste a. Exhaust gas treatment;17;10.7
2014;EAV-100324-U; Solid waste from flue gas treatment (excluding 100323);-;-
2014;EAV-100325-G; Aluminum metallurgy: sludge, filter k.a. exhaust gas treatment; 4; 0.3
2014;EAV-100326-U; Sludges and filter cakes from exhaust gas treatment. (oh.100325);-;-
2014;EAV-100327-G; Aluminum Metallurgy: Oil H.Abf. from cooling water tank;-;-
2014;EAV-100328-U; Waste from cooling water treatment (without 100327);-;-
2014;EAV-100329-G; Aluminum metallurgy: Abf.a. tank v.salt slag;-;-
2014;EAV-100330-U; Waste from treatment of salt slags (oh.100329);-;-
2014;EAV-100399-U; Aluminum metallurgy: wastes not otherwise specified;4;0.0
2014;EAV-100401-G; Lead metallurgy: slags (primary, secondary smelting);5;89.4
2014;EAV-100402-G; Lead Metal.: Scabies,Scum (First,Second.);60;7.9
2014;EAV-100403-G; Lead Metallurgy: Calcium Arsenate;-;-
2014;EAV-100404-G; Lead metallurgy: filter dust;4;3.3
2014;EAV-100405-G; Lead Metallurgy: Other particles and dust;6;3.5
2014;EAV-100406-G; Lead metallurgy: solid waste from flue gas treatment;-;-
2014;EAV-100407-G; Lead Metallurgy: Slurries, Filterk. from flue gas treatment;-;-
2014;EAV-100409-G; Lead Metallurgy: Oilh. Waste from cooling water tank.;-;-
2014;EAV-100410-U; Waste from cooling water treatment (without 100409);-;-
2014;EAV-100499-U; Lead metallurgy: wastes not otherwise specified;-;-
2014;EAV-100501-U; Zinc metallurgy: slags (first and second smelting);-;-
2014;EAV-100503-G; Zinc metallurgy: filter dust;7;0.4
2014;EAV-100504-U; Zinc Metallurgy: Other particles and dust;16;3,3
2014;EAV-100505-G; Zinc metallurgy: Solid waste from flue gas treatment;-;-
2014;EAV-100506-G; Zinc metallurgy: sludges, filter c. from flue gas treatment;-;-
2014;EAV-100508-G; Zinc metallurgy: Ölh. Waste from cooling water tank.;-;-
2014;EAV-100509-U; Waste from cooling water treatment (without 100508);-;-
2014;EAV-100510-G; Zinc metallurgy: dross, scum (flammable);-;-
2014;EAV-100511-U; Scabies, scum (excluding 100510);8;2.7
2014;EAV-100599-U; Zinc metallurgy: wastes not otherwise specified;-;-
2014;EAV-100601-U; Copper metallurgy: slags (primary, secondary smelting);4;66.4
2014;EAV-100602-U; Coppermetal: Scabs,Scum (First,Second);7;9,7
2014;EAV-100603-G; Copper metallurgy: filter dust;7;1.5
2014;EAV-100604-U; Copper Metallurgy: Other particles and dust;7;2,9
2014;EAV-100606-G; Copper metallurgy: solid waste from waste gas treatment;-;-
2014;EAV-100607-G; Copper metallurgy: slurries, filter c. a.exhaust tank;-;-
2014;EAV-100609-G; Copper metallurgy: Oil h.Abf. from cooling water tank;-;-
2014;EAV-100610-U; Waste from cooling water treatment (without 100609);-;-
2014;EAV-100699-U; Copper metallurgy: wastes not otherwise specified;-;-
2014;EAV-100701-U; Silver metal etc.: slags (first, second melt);3;0.2
2014;EAV-100702-U; Silbermet.u.a.: dross, scum (first, second smith); 4; 0.0
2014;EAV-100703-U; Silver metal, among others: Solid waste from exhaust gas treatment;-;-
2014;EAV-100704-U; silver metal etc.: Other particles and dust;7;0.2
2014;EAV-100705-U; Silver metal etc.: sludge, filter cake a.exhaust gas tank.;-;-
