year,data_belong_to,eav_code,types_of_waste,etroi_establishments_number,generated_waste_quantity
2014,Germany as a whole,EAV-010499-U, Verrab. v. non-metal Floor protection: Falling angle,5,0.3
2014,Germany as a whole,EAV-010504-U, Shells and falls from fresh water boreholes,4,0.1
2014,Germany as a whole,EAV-010505-G, Oil-containing boreholes and wells,5,0.4
2014,Germany as a whole,EAV-010506-G, Drill holes or drill holes with danger. substances,8,0.2
2014,Germany as a whole,EAV-010507-U, Barite-containing drilling cuttings and waste (oh.010505010506),,
2014,Germany as a whole,EAV-010508-U, Chloride content. Drilling cuttings waste (oh.010505010506),,
2014,Germany as a whole,EAV-010599-U, Drilling mud and other boreholes:,,
2014,Germany as a whole,EAV-02,Crops from agriculture forestry etc.,,
2014,Germany as a whole,EAV-020101-U, Agrarsch.ua: sludge from washing cleaning process.,20,16.5
2014,Germany as a whole,EAV-020102-U, Agrarsch.ua: Falls from animal tissue,55,73.4
2014,Germany as a whole,EAV-020103-U, Landwirtschaftsch.ua: Absences from vegetal tissue,109,180.1
2014,Germany as a whole,EAV-020104-U, Agriculture etc.: plastic waste (without packaging),102,5.1
2014,Germany as a whole,EAV-020106-U, Animal excrement liquid manure/slurry manure,56,187.9
2014,Germany as a whole,EAV-020107-U, Fall from the forestry,6,0.0
2014,Germany as a whole,EAV-020108-G, Uses of chemicals for agriculture,43,0.7
2014,Germany as a whole,EAV-020109-U, waste v. chemistry. for agriculture(oh.020108),5,0.1
2014,Germany as a whole,EAV-020110-U, Agriculture et al.: metallab fields,65,2.5
2014,Germany as a whole,EAV-020199-U, Agriculture among others: Farmland,16,2.2
2014,Germany as a whole,EAV-020201-U, Meat etc.: sludge from washing and cleaning processes,43,11.5
2014,Germany as a whole,EAV-020202-U, Flesh et al.: Abscesses from fatty tissue,209,450.1
2014,Germany as a whole,EAV-020203-U, Meat and others: For consumption/processing. unsuitable substances,243,329.1
2014,Germany as a whole,EAV-020204-U, Meat etc.: sludge (own waste water treatment),1925,557.3
2014,Germany as a whole,EAV-020299-U, marriage of meat fish etc.: Waste nec,34,150.4
2014,Germany as a whole,EAV-020301-U, Fruit among others: scum from washing cleaning process. etc,50,134.3
2014,Germany as a whole,EAV-020302-U, Fruit and others: Cases of preservation substances,,
2014,Germany as a whole,EAV-020303-U, Fruit ao: Fallen from Extraction with Solvents,5,1.4
2014,Germany as a whole,EAV-020304-U, Fruit and others: For food/vegetable. eaten stuff,378,307.0
2014,Germany as a whole,EAV-020305-U, Fruit etc.: sludge (in-house waste water treatment),59,119.4
2014,Germany as a whole,EAV-020399-U, Processing of fruits vegetables etc.,27,60.9
2014,Germany as a whole,EAV-020401-U, Sugar production: beetroot,16,1315.3
2014,Germany as a whole,EAV-020402-U, Sugar manufacture: Not spec. calcium carbonate sludge,,
2014,Germany as a whole,EAV-020403-U, Sugar production: sludge (own waste water treatment),,
2014,Germany as a whole,EAV-020499-U, Sugar production: Waste nec,5,40.6
2014,Germany as a whole,EAV-020501-U, Milk processing: For processing/processing. unsuitable tax,75,63.9
2014,Germany as a whole,EAV-020502-U, Milk processing: sludge (in-house waste water treatment),37,127.4
2014,Germany as a whole,EAV-020599-U, Milk processing: waste angle,4,10.2
2014,Germany as a whole,EAV-020601-U,Bakery Sweetware: For vegetables/vegetables. unsuitable. St.,274,149.5
2014,Germany as a whole,EAV-020602-U, BakerySweetware: Cases of preservation substances,,
2014,Germany as a whole,EAV-020603-U, Bakery sweetware: shambles (own waste water treatment),58,24.0
2014,Germany as a whole,EAV-020699-U, Manufacturing of Bake- and Sweetware: Waste nec,33,6.4
2014,Germany as a whole,EAV-020701-U, Drinks: Drops from the washer cleaning and,33,33.0
2014,Germany as a whole,EAV-020702-U, Drinks: Drops from the alcohol distillation,7,51.3
2014,Germany as a whole,EAV-020703-U, Beverages: Waste from the chemical treatment,,
2014,Germany as a whole,EAV-020704-U, Drinks: For vegetables/vegetables. uneaten stuff,63,500.1
2014,Germany as a whole,EAV-020705-U, Drinks: muds,37,48.8
2014,Germany as a whole,EAV-020799-U, Manufacturing of beverages: waste nec,22,286.5
2014,Germany as a whole,EAV-03,Waste from woodworking etc,,
2014,Germany as a whole,EAV-030101-U, Woodworking ao: bark and cork case,26,496.7
2014,Germany as a whole,EAV-030104-G, Sawdust shavings cuttings wood chipboard,39,6.1
2014,Germany as a whole,EAV-030105-U, Sawdust shavings trimmings wood chipboard. (oh.030104),709,2778.6
2014,Germany as a whole,EAV-030199-U,Wood processing and others: Fall off angle,29,4.0
2014,Germany as a whole,EAV-030201-G, Halogen-free organic wood protection products,,
2014,Germany as a whole,EAV-030202-G, Chloroorganic wood protection substances,,
2014,Germany as a whole,EAV-030203-G, metal-organic wood protection materials,,
2014,Germany as a whole,EAV-030204-G, Inorganic wood protection materials,,
2014,Germany as a whole,EAV-030205-G, Other wood protection products containing hazardous substances,,
2014,Germany as a whole,EAV-030299-U, wood protection materials,,
2014,Germany as a whole,EAV-030301-U, Paper production among other things: bark and wood sawmills,35,339.5
2014,Germany as a whole,EAV-030302-U, Sulphite lamb (from recovery of coal gas),,
2014,Germany as a whole,EAV-030305-U, Deinking slasses from paper recycling,14,732.7
2014,Germany as a whole,EAV-030307-U, Mechanically separated paper cuts,94,805.5
2014,Germany as a whole,EAV-030308-U, Errors from Sorting v. Paper for recycling,257,678.2
2014,Germany as a whole,EAV-030309-U, Limestone Falls,6,2.2
2014,Germany as a whole,EAV-030310-U, Fiberballs fiber filler and overlay mud,132,1568.7
2014,Germany as a whole,EAV-030311-U, mud a. plant.wastewater treatment(oh.030310),46,121.2
2014,Germany as a whole,EAV-030399-U,Paper production among other things: waste etc,21,702.5
2014,Germany as a whole,EAV-04,Scraps from the Leather Fur and Textile Industry,,
2014,Germany as a whole,EAV-040101-U, Flesh shavings and hot spots,,
2014,Germany as a whole,EAV-040102-U, Cremated glued leather,6,18.6
2014,Germany as a whole,EAV-040103-G, Degreasing waste solvent-free non-liquid phase,,
2014,Germany as a whole,EAV-040104-U, chrome-containing Gerbera broth,,
2014,Germany as a whole,EAV-040105-U, Chromium-free tannery broth,,
2014,Germany as a whole,EAV-040106-U, Chromium-containing slimes,10,16.7
2014,Germany as a whole,EAV-040107-U, Chromium-free sludges,,
2014,Germany as a whole,EAV-040108-U, Chrome-containing cases made of aged leather,25,4.9
2014,Germany as a whole,EAV-040109-U, Errors from the alignment and the finish,7,0.1
2014,Germany as a whole,EAV-040199-U, Leather and leather industry: Waste etc,8,2.5
2014,Germany as a whole,EAV-040209-U, Cases from composite materials (elastomer etc.),78,25.5
2014,Germany as a whole,EAV-040210-U, Organic substances from natural substances (e.g. fats),11,1.5
2014,Germany as a whole,EAV-040214-G, Drops from the finish with organ. Solvent,3,0.0
2014,Germany as a whole,EAV-040215-U, Failures from the Finish (OH 040214),8,0.3
2014,Germany as a whole,EAV-040216-G,Dyes and pigments with hazardous substances,4,0.0
2014,Germany as a whole,EAV-040217-U, Dyes and Pigments (oh 040216),9,0.2
2014,Germany as a whole,EAV-040219-G, Textile industry: sludge (own waste water treatment),3,0.0
2014,Germany as a whole,EAV-040220-U, sludge from on-site Sewage treatment (oh.040219),22,1.6
2014,Germany as a whole,EAV-040221-U, Drops from untreated textile fibers,42,11.2
2014,Germany as a whole,EAV-040222-U, Drops from processed textile fibers,244,58.6
2014,Germany as a whole,EAV-040299-U, Textile Industry: Waste Ang,13,0.6
2014,Germany as a whole,EAV-05,Drains from the oil refining earth gas purification,,
2014,Germany as a whole,EAV-050102-G, Soil Refinement: desalination sludges,,
2014,Germany as a whole,EAV-050103-G, Soil Refinement: Soil Sludges from Tanks,43,15.6
2014,Germany as a whole,EAV-050104-G, Soil Refinement: Acid alkyl sludge,,
2014,Germany as a whole,EAV-050105-G, Oil Refinement: Spilled Oil,,
2014,Germany as a whole,EAV-050106-G, Oil Refinement: Oil Halt.Schlämme a.Betriebsvorg.,38,12.6
2014,Germany as a whole,EAV-050107-G, Soil Refining: Acid tars,,
2014,Germany as a whole,EAV-050108-G, Oil Refining: Other Tars,5,0.2
2014,Germany as a whole,EAV-050109-G,Petroleum refinery: sludge (in-house waste water treatment),9,4.9
2014,Germany as a whole,EAV-050110-U, mud a. businesssign. Sewage treatment (oh.050109),7,3.7
2014,Germany as a whole,EAV-050111-G, Petroleum refinery: Abf. from Brennstrein. with bases,,
2014,Germany as a whole,EAV-050112-G, Oil Refining: Acid-Containing Oils,,
2014,Germany as a whole,EAV-050113-U, Ölraff.: Sludges from boilers made of boiling water.,,
2014,Germany as a whole,EAV-050114-U, Oil Refining: Drops from Cold Columns,3,0.1
2014,Germany as a whole,EAV-050115-G, Soil Refining: Used filter tone,10,0.4
2014,Germany as a whole,EAV-050116-U, Petroleum refining: sulfur h. Falls from oil spills,8,0.2
2014,Germany as a whole,EAV-050117-U, Earth Refinement: Bitumen,6,0.2
2014,Germany as a whole,EAV-050199-U, Earth Refining: Fall off Ang,,
2014,Germany as a whole,EAV-050601-G, Coal pyrolysis: acid tars,,
2014,Germany as a whole,EAV-050603-G, Coal Pyrolysis: Other Tars,33,11.4
2014,Germany as a whole,EAV-050604-U, Coal pyrolysis: Drops from cold columns,,
2014,Germany as a whole,EAV-050699-U, Coal pyrolysis: Waste nec,,
2014,Germany as a whole,EAV-050701-G, Natural gas cleaning transport: mercury h. waste,,
2014,Germany as a whole,EAV-050702-U,Natural gas cleaning transport:Sulphurous waste,11,0.1
2014,Germany as a whole,EAV-050799-U, Earth gas cleaning transport: waste not otherwise specified,3,0.0
2014,Germany as a whole,EAV-06,Drops from inorganic-chemical processes,,
2014,Germany as a whole,EAV-060101-G, Sulfur Acid and Sulfur Acid,171,142.5
2014,Germany as a whole,EAV-060102-G, salt acid,40,7.4
2014,Germany as a whole,EAV-060103-G, flux acid,11,0.4
2014,Germany as a whole,EAV-060104-G, Phosphorous acid and phosphoric acid,33,0.4
2014,Germany as a whole,EAV-060105-G, saltpeter acid and saltpeter acid,28,0.9
2014,Germany as a whole,EAV-060106-G, other acids,723,8.0
2014,Germany as a whole,EAV-060199-U, Acid: Waste nec,19,0.5
2014,Germany as a whole,EAV-060201-G, calcium hydroxide,9,0.4
2014,Germany as a whole,EAV-060203-G, ammonium hydroxide,35,7.8
2014,Germany as a whole,EAV-060204-G, Sodium and Potassium Hydroxides,54,6.5
2014,Germany as a whole,EAV-060205-G, Other basins,586,8.6
2014,Germany as a whole,EAV-060299-U, Bases: waste nec,6,0.0
2014,Germany as a whole,EAV-060311-G, Solid salts and solutions containing cyanide,18,0.2
2014,Germany as a whole,EAV-060313-G, Solid salts and solutions containing heavy metals,113,7.3
2014,Germany as a whole,EAV-060314-U, Feast Salts and Solutions (such as 060311 and 060313),219,140.3
2014,Germany as a whole,EAV-060315-G,Metal oxides which contain heavy metals,24,3.7
2014,Germany as a whole,EAV-060316-U, Metal oxides (OH 060315),52,42.5
2014,Germany as a whole,EAV-060399-U, Salts salt solutions metal oxides: waste not otherwise specified,15,0.3
2014,Germany as a whole,EAV-060403-G, arsenic-containing waste,8,0.4
2014,Germany as a whole,EAV-060404-G, Quicksilver-containing falls,568,4.1
2014,Germany as a whole,EAV-060405-G, Ores that contain other heavy metals,67,39.6
2014,Germany as a whole,EAV-060499-U, metal containing deposits,6,1.0
2014,Germany as a whole,EAV-060502-G, sluices from the company's own water treatment,70,56.9
2014,Germany as a whole,EAV-060503-U, sludge from on-site Waste water tank (oh.060502),119,102.2
2014,Germany as a whole,EAV-060602-G, Wastes that contain dangerous sulfides,7,0.5
2014,Germany as a whole,EAV-060603-U, Sulphide-containing falls (without 060602),4,0.0
2014,Germany as a whole,EAV-060699-U, Sulfur containing chemicals: Waste nec,3,2.6
2014,Germany as a whole,EAV-060701-G, Asbestos containing wastes from electrolysis,,
2014,Germany as a whole,EAV-060702-G, Activated charcoal from Chlorhersthaling,,
2014,Germany as a whole,EAV-060703-G, Quicksilver containing barium sulphate slags,,
2014,Germany as a whole,EAV-060704-G,Solutions and acids eg contact acid,3,0.6
2014,Germany as a whole,EAV-060799-U, Halogen: waste nec,5,0.6
2014,Germany as a whole,EAV-060802-G, Wastes containing hazardous chlorethane,4,12.8
2014,Germany as a whole,EAV-060899-U, silicon,15,20.9
2014,Germany as a whole,EAV-060902-U, Phosphorous slag,,
2014,Germany as a whole,EAV-060903-G, Calcium-based reactions,,
2014,Germany as a whole,EAV-060904-U, Reactions on Calcium Base (oh 060903),,
2014,Germany as a whole,EAV-060999-U, Phosphorous Chemicals: Wastes and,,
2014,Germany as a whole,EAV-061002-G, Stickföth.Chemik.: Waste with gäfärl. fabrics,9,0.1
2014,Germany as a whole,EAV-061099-U, Nitrogen-containing Chemicals: Wastes,,
2014,Germany as a whole,EAV-061101-U, Reactions on calcium basis a. Titanium dioxide.,,
2014,Germany as a whole,EAV-061199-U, Inorganic pigments color donors: waste not otherwise specified,3,0.8
2014,Germany as a whole,EAV-061301-G, Inorganic plant protection products wood protection products,11,0.0
2014,Germany as a whole,EAV-061302-G, Used activated carbon (without 060702),96,2.3
2014,Germany as a whole,EAV-061303-U, IndustryRussian,36,3.1
2014,Germany as a whole,EAV-061304-G, Waste from the asbestos processing,5,0.0
2014,Germany as a whole,EAV-061305-G, Oven and chimney soot,,
2014,Germany as a whole,EAV-061399-U,Inorganic Chemical Processes,10,0.1
2014,Germany as a whole,EAV-07,Fallen from organic chemical processes,,
2014,Germany as a whole,EAV-070101-G, Org.Basic chemistry: Aqueous washing liquid mother liquors,211,32.0
2014,Germany as a whole,EAV-070103-G, Organic basic chemistry: halogen organic solvents washing fl.,239,45.7
2014,Germany as a whole,EAV-070104-G, Org.Basic Chemistry:Losemitels washing fluids,909,130.6
2014,Germany as a whole,EAV-070107-G, Org.basic chemistry: halogen reaction distillation residue.,38,62.2
2014,Germany as a whole,EAV-070108-G, Org. Basic Chemistry: reaction and distillation residues.,144,140.4
2014,Germany as a whole,EAV-070109-G, Org.Basic chemistry: Halog.filter cake absorbent mat.,15,0.6
2014,Germany as a whole,EAV-070110-G, Org.Basic Chemistry: And. Filter cake absorbent mat.,47,4.6
2014,Germany as a whole,EAV-070111-G, Org. basic chemistry: sludge (company waste water tank),41,6.5
2014,Germany as a whole,EAV-070112-U, Sludge from company-owned Waste water tank (oh.070111),16,1.7
2014,Germany as a whole,EAV-070199-U, Organic Basic Chemicals: Waste nec,24,1.8
2014,Germany as a whole,EAV-070201-G, Plastics: Aqueous detergents mother liquors,53,20.4
2014,Germany as a whole,EAV-070203-G, Plastic: halogen organic solvent washing liquid.,37,2.6
2014,Germany as a whole,EAV-070204-G,Plastic: organic. Solvents detergents,152,36.8
2014,Germany as a whole,EAV-070207-G, Plastic: halogen. Reaction Distill.Residues,37,6.4
2014,Germany as a whole,EAV-070208-G, Plastics: Reaction distillation reciprocating stands,822,114.1
2014,Germany as a whole,EAV-070209-G, Plastic: Halogen. Filter cake absorbent mat.,10,0.2
2014,Germany as a whole,EAV-070210-G, Plastics: And. Filter cakes suction materials,38,4.9
2014,Germany as a whole,EAV-070211-G, Plastic:Slammers(own waste water treatment),10,1.3
2014,Germany as a whole,EAV-070212-U, sludge from on-site Waste water tank (oh.070211),34,17.9
2014,Germany as a whole,EAV-070213-U, plastic bags,1414,360.6
2014,Germany as a whole,EAV-070214-G, Plastics: Waste from additives with dangerous St.,60,3.7
2014,Germany as a whole,EAV-070215-U, Cases of additives (without 070214),32,0.9
2014,Germany as a whole,EAV-070216-G, Plastic: Dangerous. Cases containing silicone,7,0.8
2014,Germany as a whole,EAV-070217-U, Silicon-containing waste (without 070216),16,1.4
2014,Germany as a whole,EAV-070299-U, Plastic fiber synthetic rubber: fall off,187,79.9
2014,Germany as a whole,EAV-070301-G, Organic dyes: Aqueous wash bottles mother liquors,36,2.4
2014,Germany as a whole,EAV-070303-G, Organic dyes: halogen org. Solvents detergents,35,0.7
2014,Germany as a whole,EAV-070304-G, Org.Dyes:SolventWashfleddaen,375,30.7
2014,Germany as a whole,EAV-070307-G, Organic dyes: halogen. Reaction distill.reset.,6,1.4
2014,Germany as a whole,EAV-070308-G, Organic dyes: reaction and distillation residues,22,3.8
2014,Germany as a whole,EAV-070309-G, Organic dyes: Halog. Filter cake absorbent mat.,5,0.3
2014,Germany as a whole,EAV-070310-G, Organic dyes: other filter cakes absorption mat.,8,0.7
2014,Germany as a whole,EAV-070311-G, Organic dyes: sludge (own waste water treatment),,
2014,Germany as a whole,EAV-070312-U, Sludge from company-owned Waste water tank (oh.070311),8,0.6
