Year,EAV Code,Waste Description,Number Of Waste Producers,Quantities Of Waste (1000t),Quantities Of Waste Generated By Primary Producers (1000t)
2010,EAV-130206-G,"Synthetic machine, gear and lubricating oils",17.0,0.7,0.7
2010,EAV-130207-G,Easily biodegradable. Machine and gear oils,6.0,0.0,0.0
2010,EAV-130208-G,"Other machine, gear and lubricating oils",125.0,32.8,22.2
2010,EAV-130301-G,Insulating and heat transfer oils with PCB,56.0,2.3,1.1
2010,EAV-130306-G,Chlorine. Insulating and heat transfer oils(oh.130301),4.0,0.0,0.0
2010,EAV-130307-G,Non-chlorinated insulating and heat transfer oils,161.0,10.1,9.5
2010,EAV-130308-G,Synthetic insulating and heat transfer oils,18.0,0.9,0.8
2010,EAV-130309-G,Biologist easily degradable. Insulation and Heat transfer oils,,,
2010,EAV-130310-G,Other insulating and heat transfer oils,27.0,0.6,0.4
2010,EAV-130401-G,Bilge oils from inland shipping,15.0,5.0,4.5
2010,EAV-130402-G,Bilge oils from pier drains,,,
2010,EAV-130403-G,Bilge oils from other shipping,26.0,119.8,114.8
2010,EAV-130501-G,Solid waste from grit chambers and oil/water separators,241.0,89.3,52.1
2010,EAV-130502-G,Sludge from oil/water separators,928.0,189.7,176.9
2010,EAV-130503-G,Sludge from intake shafts,439.0,120.6,109.1
2010,EAV-130506-G,Oils from oil/water separators,38.0,5.6,4.5
2010,EAV-130507-G,Oily water from oil/water separators,199.0,39.9,29.7
2010,EAV-130508-G,"Waste mixtures from sand traps, oil/water separation.",689.0,161.2,154.4
2010,EAV-130701-G,Heating oil and diesel,148.0,14.0,11.7
2010,EAV-130702-G,Petrol,41.0,2.0,1.5
2010,EAV-130703-G,Other fuels (including mixtures),158.0,31.3,15.1
2010,EAV-130801-G,Oil waste: sludges or emulsions from desalters,,,
2010,EAV-130802-G,Oil waste: Other emulsions,139.0,37.0,29.0
2010,EAV-130899-G,Oil waste: waste n.e.c.,165.0,31.7,25.8
2010,EAV-14,"Waste from organic solvents, coolants",767.0,174.7,94.5
2010,EAV-140601-G,"Chlorofluorocarbons, HCFCs, HFCs",49.0,2.1,1.7
2010,EAV-140602-G,Other halogenated solvents and solvent-based,125.0,8.7,5.3
2010,EAV-140603-G,Other solvents and solvent mixtures,628.0,151.7,77.2
2010,EAV-140604-G,"Sludge, solid waste (halogenated solvents)",32.0,1.1,0.6
2010,EAV-140605-G,"Sludges, solid waste (other solvents)",69.0,11.0,9.7
2010,EAV-15,"Packaging waste, absorbents, wipes",2637.0,262.3,195.7
2010,EAV-150110-G,Packaging with residues of dangerous substances,1134.0,59.1,47.7
2010,EAV-150111-G,Metal packaging,28.0,0.6,0.6
2010,EAV-150202-G,"Absorbent and filter materials, wipes",2135.0,202.7,147.5
2010,EAV-16,Waste not included elsewhere in the inventory,2779.0,931.2,760.2
2010,EAV-160104-G,end-of-life vehicles,37.0,25.9,25.9
2010,EAV-160107-G,Old vehicles: oil filter,119.0,13.0,10.1
2010,EAV-160108-G,Old vehicles: components containing mercury,3.0,0.0,
2010,EAV-160109-G,End-of-life vehicles: components containing PCBs,,,
2010,EAV-160110-G,End-of-life vehicles: Explosive components (e.g. from airbags),48.0,0.6,0.6
2010,EAV-160111-G,Old vehicles: brake pads containing asbestos,,,
2010,EAV-160113-G,Old vehicles: brake fluids,136.0,11.9,8.5
2010,EAV-160114-G,End-of-life vehicles: antifreeze m.dangerous. fabrics,192.0,19.3,14.4
2010,EAV-160121-G,"dangerous Components (oh.160107-160111,160113-160114)",39.0,1.8,1.6
2010,EAV-160209-G,transformers and Capacitors containing PCB.,214.0,3.0,2.6
2010,EAV-160210-G,Used devices containing PCB (oh.160209),7.0,0.0,0.0
2010,EAV-160211-G,used devices,159.0,12.7,9.1
2010,EAV-160212-G,Used equipment containing free asbestos,107.0,9.4,8.2
2010,EAV-160213-G,Used devices with dangerous components (oh.160209-12),422.0,41.2,32.1
2010,EAV-160215-G,Dangerous components removed from used devices,190.0,86.2,55.5
2010,EAV-160303-G,Bad batches: Inorganic waste with hazardous substances,62.0,1.7,1.7
2010,EAV-160305-G,Bad batches: Organic waste with hazardous fabrics,114.0,42.5,42.3
2010,EAV-160401-G,Ammunition waste,4.0,0.0,0.0
2010,EAV-160402-G,firecracker waste,4.0,0.6,0.6
2010,EAV-160403-G,Other explosive waste,18.0,0.1,0.1
2010,EAV-160504-G,Gases containing dangerous substances in pressure vessels.,291.0,3.8,3.2
2010,EAV-160506-G,Laboratory chemicals from hazardous substances,217.0,3.4,2.7
2010,EAV-160507-G,Used inorganic chemicals,450.0,7.9,6.5
2010,EAV-160508-G,Used organic chemicals,434.0,6.1,5.1
2010,EAV-160601-G,Lead batteries,457.0,338.4,273.8
2010,EAV-160602-G,Ni~Cd-Battery Garden,92.0,1.1,1.0
2010,EAV-160603-G,Batteries containing mercury,10.0,0.1,0.1
2010,EAV-160606-G,"Separately collected electrolytes a. batteries, rechargeable battery.",29.0,2.5,1.6
2010,EAV-160708-G,"Tanks, barrels: waste containing oil",649.0,156.0,127.5
2010,EAV-160709-G,"Tanks, barrels: waste containing other hazardous substances. St.",166.0,17.2,15.1
2010,EAV-160802-G,Used catalyst. with.dangerous.transition-metals,94.0,9.5,9.5
2010,EAV-160805-G,Used catalysts with phosphoric acid,3.0,0.2,0.2
2010,EAV-160806-G,Used Fluids (Catalysts),4.0,0.8,0.8
2010,EAV-160807-G,Used catalytic converters containing dangerous substances,110.0,8.3,7.8
2010,EAV-160901-G,"Permanganate, z.B. Potassium permanganate",,,
2010,EAV-160902-G,"Chromates (potassium chromate, potassium or sodium dichromate)",4.0,0.0,0.0
2010,EAV-160903-G,"Peroxides, e.g. hydrogen peroxide",14.0,0.1,0.1
2010,EAV-160904-G,Oxidizing substances n.e.c.,5.0,0.1,0.1
2010,EAV-161001-G,Aqueous liquid waste containing hazardous substances,210.0,43.6,32.5
2010,EAV-161003-G,Aqueous concentrates with dangerous substances,52.0,4.4,3.9
2010,EAV-161101-G,Metallurgical refractory materials. processes,14.0,22.6,22.6
2010,EAV-161103-G,Other linings and fireproof materials,62.0,10.1,9.5
2010,EAV-161105-G,Non-metallurgical refractory materials. percent,104.0,24.5,23.3
2010,EAV-17,Construction and demolition waste,11186.0,8783.1,7869.0
2010,EAV-170106-G,"Mixtures of o. separate fractions v. concrete, etc.",1227.0,876.5,841.3
2010,EAV-170204-G,"Glass, plastic and wood containing dangerous substances",3964.0,888.5,743.2
2010,EAV-170301-G,Bitumen mixtures containing coal tar,2988.0,3171.8,2753.5
2010,EAV-170303-G,Coal tar and tarry products,1403.0,265.3,185.0
2010,EAV-170409-G,Metal waste with hazardous substances,141.0,7.3,7.1
2010,EAV-170410-G,"Cables that contain oil, coal tar, etc. are dangerous. Substances included",259.0,11.7,9.6
2010,EAV-170503-G,Soil and stones containing hazardous substances,1780.0,2106.4,2001.7
2010,EAV-170505-G,Dredged material containing dangerous substances,27.0,89.2,89.0
2010,EAV-170507-G,Track ballast containing dangerous substances,115.0,628.0,613.0
2010,EAV-170601-G,Insulating material that contains asbestos,157.0,4.6,4.3
2010,EAV-170603-G,other insulation material,1964.0,144.9,118.5
2010,EAV-170605-G,Building materials containing asbestos,3354.0,563.7,478.8
2010,EAV-170801-G,Contaminated gypsum-based building materials,6.0,0.5,0.5
2010,EAV-170901-G,Construction and demolition waste containing mercury,4.0,0.1,0.1
2010,EAV-170902-G,Construction and demolition waste containing PCBs,106.0,3.6,3.5
2010,EAV-170903-G,Other construction and demolition waste,214.0,21.2,20.2
2010,EAV-18,Waste from medical care,192.0,20.1,16.8
2010,EAV-180103-G,Waste (especially requirements from the point of view of preventing infection),129.0,16.5,13.8
2010,EAV-180106-G,Chemicals composed of hazardous substances,19.0,0.2,0.2
2010,EAV-180108-G,Cytotox. and cytostatic drugs for humans,59.0,2.4,2.1
2010,EAV-180110-G,Dental amalgam waste,37.0,0.1,0.1
2010,EAV-180202-G,Waste (especially requirements from the point of view of preventing infection),44.0,0.9,0.7
2010,EAV-180205-G,Chemicals consisting of dangerous substances,3.0,0.0,0.0
2010,EAV-180207-G,Cytotoxic and. cytostatic drugs for animals,,,
2010,EAV-19,"Waste from waste treatment plants, etc.",1649.0,6223.4,3022.0
2010,EAV-190105-G,"Combustion, pyrolysis: filter cake from exhaust gas treatment.",32.0,40.6,24.1
2010,EAV-190106-G,"Combustion, pyrolysis: Aqueous liquid waste from exhaust gas tank.",37.0,60.2,16.6
2010,EAV-190107-G,"Incineration, pyrolysis: solid waste a. Exhaust gas treatment",121.0,737.5,433.6
2010,EAV-190110-G,"Combustion, pyrolysis: Used activated carbon a. Exhaust gas tank",18.0,7.3,3.0
2010,EAV-190111-G,"Combustion, pyrolysis: rust, boiler ash, slag",83.0,543.8,271.4
2010,EAV-190113-G,"Combustion.,Pyrolysis: Filter dust with haz. St.",122.0,600.6,373.3
2010,EAV-190115-G,"Combustion, pyrolysis: boiler dust is dangerous. substances",36.0,65.3,44.5
2010,EAV-190117-G,Pyrolysis waste containing dangerous substances,13.0,0.6,0.6
2010,EAV-190204-G,Premixed waste with at least one hazardous waste,101.0,597.6,128.0
2010,EAV-190205-G,Sludges from physico-chemical treatment,425.0,435.0,247.1
2010,EAV-190207-G,Oil and concentrates from separation processes,121.0,108.8,52.5
2010,EAV-190208-G,Liquid combustible waste with hazardous substances,34.0,51.4,41.6
2010,EAV-190209-G,Solid combustible waste containing hazardous substances,12.0,4.1,2.1
2010,EAV-190211-G,Other wastes containing dangerous substances,26.0,5.3,3.8
2010,EAV-190304-G,As dangerous. classified partially stabilized waste,12.0,102.8,13.8
2010,EAV-190306-G,Solid waste classified as hazardous,16.0,374.9,97.5
2010,EAV-190402-G,Filter dust and other waste from exhaust gas treatment,,,
2010,EAV-190403-G,Non-vitrified solid phase,,,
2010,EAV-190702-G,"Landfill leachate, the hazardous contains substances",103.0,389.8,279.7
2010,EAV-190806-G,Saturated or spent ion exchange resins,46.0,0.6,0.5
2010,EAV-190807-G,Solutions and sludges from regeneration of ion exhaust.,,,
2010,EAV-190808-G,Waste containing heavy metals from membrane systems,7.0,11.8,9.3
2010,EAV-190810-G,Grease and oil mixtures from oil separators (oh.190809),21.0,2.6,0.8
2010,EAV-190811-G,Sludges from biological treatment of industrial waste water,23.0,180.7,180.6
2010,EAV-190813-G,Slurries with hazardous Substances from industrial wastewater,214.0,114.5,96.1
2010,EAV-191003-G,Shredder light fractions and dust,11.0,4.8,4.4
2010,EAV-191005-G,Other factions that are dangerous. contain substances,6.0,4.2,1.0
2010,EAV-191101-G,Waste oil treatment: used filter clay,8.0,3.9,3.2
2010,EAV-191102-G,Waste oil processing: acid tars,3.0,2.8,2.8
2010,EAV-191103-G,Waste oil processing: Aqueous liquid waste,8.0,0.5,0.5
2010,EAV-191104-G,Waste oil processing: Abf.a.d. Fuel cleaning with bases,,,
2010,EAV-191105-G,Waste oil treatment: sludge (company wastewater tank),28.0,3.4,3.1
2010,EAV-191107-G,Waste oil treatment: Waste from exhaust gas cleaning,,,
2010,EAV-191206-G,Mechanical waste treatment: wood with hazardous substances,264.0,1041.7,379.3
2010,EAV-191211-G,Other waste (including material mixtures),202.0,544.8,263.4
2010,EAV-191301-G,Solid waste from soil remediation,34.0,143.3,40.0
2010,EAV-191303-G,Sludges from soil remediation,9.0,34.6,0.1
2010,EAV-191305-G,Sludges from groundwater remediation,30.0,1.4,1.4
2010,EAV-191307-G,Aqueous wastewater and concentrates from groundwater remediation.,23.0,2.1,2.1
2010,EAV-20,Municipal waste (household waste and similar waste),698.0,113.5,95.5
2010,EAV-200113-G,solvent,269.0,8.0,7.1
2010,EAV-200114-G,acids,235.0,1.2,1.0
2010,EAV-200115-G,Lye,233.0,1.4,1.3
2010,EAV-200117-G,Photochemical,171.0,0.6,0.5
2010,EAV-200119-G,pesticides,256.0,2.0,1.6
2010,EAV-200121-G,Fluorescent tubes and other waste containing mercury,206.0,3.7,3.6
2010,EAV-200123-G,Used equipment with chlorofluorocarbons,84.0,13.5,10.3
2010,EAV-200126-G,Oils and fats (without 200125),60.0,0.7,0.6
2010,EAV-200127-G,"Paints, printing inks, adhesives and synthetic resins",347.0,23.6,20.6
2010,EAV-200129-G,Detergents containing dangerous substances,88.0,0.6,0.4
2010,EAV-200131-G,Cytotoxic and cytostatic drugs,5.0,0.0,0.0
2010,EAV-200133-G,Batteries and accumulators (160601-160603),92.0,3.3,3.3
2010,EAV-200135-G,"Used electrical equipment (oh.200121,200123)",118.0,33.9,28.3
2010,EAV-200137-G,Wood containing dangerous substances,73.0,21.0,17.0
2011,EAV-01,Waste from the extraction of mineral resources,30.0,31.8,29.2
2011,EAV-010304-G,Acid-forming tailings a. sul. ore,,,
2011,EAV-010305-G,Other processing residues containing hazardous substances,,,
2011,EAV-010307-G,Waste from processing metal-bearing mineral resources,,,
2011,EAV-010407-G,Waste from further processing non-metal Mineral resources,,,
2011,EAV-010505-G,Oily drilling muds and wastes,21.0,30.0,27.4
2011,EAV-010506-G,Drilling muds and other drilling waste with hazardous fabrics,5.0,0.8,0.8
2011,EAV-02,"Waste from agriculture, forestry, etc.",64.0,1.5,1.0
2011,EAV-020108-G,Agricultural chemical waste,64.0,1.5,1.0
2011,EAV-03,"Waste from woodworking, etc.",21.0,0.4,0.4
2011,EAV-030104-G,"Sawdust, shavings, cuttings, wood, chipboard",3.0,0.3,0.3
2011,EAV-030201-G,Halogen-free organic wood preservatives,6.0,0.0,0.0
2011,EAV-030202-G,Organochlorine wood preservatives,7.0,0.1,0.1
2011,EAV-030203-G,Metallo-organic wood preservatives,,,
2011,EAV-030204-G,Inorganic wood preservatives,,,
2011,EAV-030205-G,Other wood preservatives with dangerous substances,,,
2011,EAV-04,"Waste from the leather, fur and textile industries",9.0,0.2,0.2
2011,EAV-040103-G,"Degreasing waste, solvent-free, non-liquid phase",,,
2011,EAV-040214-G,Waste from the finish with organ. solvent,6.0,0.1,0.1
2011,EAV-040216-G,Dyes and pigments with hazardous substances,,,
2011,EAV-040219-G,Textile industry: sludge (company wastewater tank),,,
2011,EAV-05,"Waste from petroleum refining, natural gas purification",157.0,78.5,76.1
2011,EAV-050102-G,Petroleum refining: desalination sludges,,,
2011,EAV-050103-G,Petroleum refining: bottom sludge from tanks,57.0,19.2,18.3
2011,EAV-050104-G,Petroleum Refining: Acid Alkyl Sludges,,,
2011,EAV-050105-G,Petroleum Refining: Spilled Oil,,,
2011,EAV-050106-G,Petroleum refining: oil holding sludge a.,55.0,15.4,15.2
2011,EAV-050107-G,Petroleum refining: acid tars,,,
2011,EAV-050108-G,Petroleum refining: Other teas,6.0,0.2,0.2
2011,EAV-050109-G,Petroleum refining: sludge (company wastewater tank),14.0,15.5,15.3
2011,EAV-050111-G,Petroleum refinery: Waste from fuel purification. with bases,,,
2011,EAV-050112-G,Petroleum refining: Acidic oils,,,
2011,EAV-050115-G,Petroleum Refining: Used filter clays,15.0,1.9,0.9
2011,EAV-050601-G,Coal pyrolysis: acid tars,,,
2011,EAV-050603-G,Kohlepyrolyse: Andere Teere,47.0,25.0,25.0
2011,EAV-050701-G,"Natural gas cleaning, transport: mercury h. waste",5.0,0.7,0.7
2011,EAV-06,Waste from inorganic chemical processes,1013.0,422.7,370.9
2011,EAV-060101-G,Sulfuric acid and sulphurous acid,181.0,113.1,111.1
2011,EAV-060102-G,hydrochloric acid,55.0,11.9,10.7
2011,EAV-060103-G,Hydrofluoric acid,13.0,0.4,0.4
2011,EAV-060104-G,Phosphoric acid and phosphorous acid,32.0,0.9,0.8
2011,EAV-060105-G,Nitric acid and nitrous acid,54.0,2.4,2.4
2011,EAV-060106-G,other acids,221.0,24.4,21.7
2011,EAV-060201-G,Calciumhydroxid,10.0,1.3,1.3
2011,EAV-060203-G,Ammoniumhydroxid,65.0,6.4,6.4
2011,EAV-060204-G,Sodium and potassium hydroxide,57.0,7.5,6.9
2011,EAV-060205-G,Other Bases,219.0,21.2,20.2
2011,EAV-060311-G,Solid salts and solutions containing cyanide,28.0,0.5,0.4
2011,EAV-060313-G,Solid salts and solutions containing heavy metals,130.0,14.8,12.5
2011,EAV-060315-G,Metal oxides containing heavy metals,26.0,2.2,2.2
2011,EAV-060403-G,Waste containing arsenic,18.0,0.8,0.8
2011,EAV-060404-G,Waste containing mercury,121.0,6.2,6.1
2011,EAV-060405-G,Waste containing other heavy metals,105.0,98.2,58.1
2011,EAV-060502-G,Sludge from in-house wastewater treatment,89.0,58.9,57.9
2011,EAV-060602-G,Waste containing hazardous sulphides,8.0,1.4,1.4
2011,EAV-060701-G,Asbestos-containing waste from electrolysis,,,
2011,EAV-060702-G,Activated carbon from chlorine production,,,
2011,EAV-060703-G,Mercurial barium sulfate sludges,,,
2011,EAV-060704-G,"Solutions and acids, e.g. contact acid",,,
2011,EAV-060802-G,Hazardous waste containing chlorosilanes,4.0,0.1,0.1
2011,EAV-060903-G,Calcium-based reaction wastes,,,
2011,EAV-061002-G,Nitrogen.Chemistry.: Waste with hazardous substances,4.0,0.1,0.1
2011,EAV-061301-G,"Inorganic pesticides, wood preservatives",42.0,0.3,0.2
2011,EAV-061302-G,Used activated carbon (without 060702),56.0,36.4,36.3
2011,EAV-061304-G,Waste from asbestos processing,10.0,0.7,0.3
2011,EAV-061305-G,Oven and chimney soot,,,
2011,EAV-07,Waste from organic chemical processes,1794.0,1136.3,1062.2
2011,EAV-070101-G,"Organic basic chemicals: Aqueous wash bottles, mother liquors",154.0,51.9,39.6
2011,EAV-070103-G,"Organic basic chemicals: halogen organic solvents, wash bottle",89.0,25.0,20.8
2011,EAV-070104-G,"Organic basic chemicals: solvents, washing liquids",341.0,111.2,97.2
2011,EAV-070107-G,"Org.Basic chem.: Halogen.Reaction-, Distill.reset.",34.0,40.0,39.7
2011,EAV-070108-G,Org.Basic chemistry: reaction and distillation residues.,135.0,78.0,72.0
2011,EAV-070109-G,"Org.Basic chemistry: Halog.filter cake, absorbent mat.",14.0,0.5,0.5
2011,EAV-070110-G,"Org.Grundchemik.: And. Filter cake, absorbent mat.",45.0,5.1,5.1
2011,EAV-070111-G,Org. basic chemistry: sludge (company waste water tank),36.0,5.8,5.2
2011,EAV-070201-G,"Plastics: Aqueous washes, mother liquors",80.0,33.3,33.0
2011,EAV-070203-G,"Plastics: halogen organic solvents, washing liquid.",42.0,3.5,3.4
2011,EAV-070204-G,"Plastics: organic. Solvents, washing liquids",169.0,37.4,36.7
2011,EAV-070207-G,Plastics: Halog. Reaction and distillation residues,49.0,5.5,5.4
2011,EAV-070208-G,Plastics: reaction and distillation residues,412.0,85.2,79.6
2011,EAV-070209-G,"Plastics: Halog. Filter cake, absorbent mat.",7.0,0.3,0.3
2011,EAV-070210-G,"Plastics: And. filter cakes, absorbent materials",43.0,4.2,4.1
2011,EAV-070211-G,Plastics: sludge (company wastewater tank),19.0,1.7,1.5
2011,EAV-070214-G,Plastics: waste from additives with hazardous substances.,44.0,3.3,3.2
2011,EAV-070216-G,Plastics: Danger. Waste containing silicone,6.0,0.9,0.9
2011,EAV-070301-G,"Organic dyes: Aqueous wash bottles, mother liquors",33.0,5.2,4.3
2011,EAV-070303-G,"Organic dyes: halogen org. Solvents, detergents",25.0,1.9,1.2
2011,EAV-070304-G,"Organic dyes: solvents, washing liquids",238.0,43.7,38.6
2011,EAV-070307-G,"Organic dyes: Halog. Reaction, distillation residue",8.0,0.6,0.6
2011,EAV-070308-G,Organic dyes: reaction and distillation residues,28.0,4.2,4.1
2011,EAV-070309-G,"Organic dyes: halogen. filter cake, absorbent mat.",4.0,0.1,0.1
2011,EAV-070310-G,"Organic dyes: Other filter cakes, absorption mat.",13.0,0.9,0.9
2011,EAV-070311-G,Org. dyes: sludge (in-house waste water tank),4.0,0.1,0.1
2011,EAV-070401-G,"Plant protection products: Aqueous wash liquor, mother liquor.",15.0,14.2,14.2
2011,EAV-070403-G,"Plant protection with: halogen organic solvents, washing fl.",13.0,62.4,62.3
2011,EAV-070404-G,"Pesticides: Organ. Solvents, detergents",11.0,28.6,28.6
2011,EAV-070407-G,"Crop Protection With.: Halogen.Reaction, Distill.reset",9.0,23.0,23.0
2011,EAV-070408-G,"Pesticides: reaction, distillation residue",6.0,4.2,4.2
2011,EAV-070409-G,"Pesticides: halogen filter cake, absorbent mat",4.0,0.2,0.2
2011,EAV-070410-G,"Pesticides: filter cake, absorbent mat.",9.0,0.6,0.6
2011,EAV-070411-G,Plant protection: sludge (company wastewater tank),,,
