GENESIS-Tabelle: 32161-0001
Betriebe, erzeugte Abfallmenge: Deutschland, Jahre,;;;;
Abfallarten;;;;
Erhebung über die Abfallerzeugung;;;;
Deutschland;;;;
;;;Betriebe;Erzeugte Abfallmenge
2014;EAV-040199-U;  Leder- und Pelzindustrie: Abfälle a.n.g.;8;2,5
2014;EAV-040209-U;  Abfälle aus Verbundmaterialien (Elastomer u.a.);78;25,5
2014;EAV-040210-U;  Organische Stoffe aus Naturstoffen (z.B. Fette);11;1,5
2014;EAV-040214-G;  Abfälle aus dem Finish mit organ. Lösungsmittel;3;0,0
2014;EAV-040215-U;  Abfälle aus dem Finish (ohne 040214);8;0,3
2014;EAV-040216-G;  Farbstoffe und Pigmente mit gefährlichen Stoffen;4;0,0
2014;EAV-040217-U;  Farbstoffe und Pigmente (ohne 040216);9;0,2
2014;EAV-040219-G;  Textilindustrie:Schlämme(betriebseig.Abwasserbeh.);3;0,0
2014;EAV-040220-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.040219);22;1,6
2014;EAV-040221-U;  Abfälle aus unbehandelten Textilfasern;42;11,2
2014;EAV-040222-U;  Abfälle aus verarbeiteten Textilfasern;244;58,6
2014;EAV-040299-U;  Textilindustrie: Abfälle a.n.g.;13;0,6
2014;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;;
2014;EAV-050102-G;  Erdölraffination: Entsalzungsschlämme;-;-
2014;EAV-050103-G;  Erdölraffination: Bodenschlämme aus Tanks;43;15,6
2014;EAV-050104-G;  Erdölraffination: Saure Alkylschlämme;-;-
2014;EAV-050105-G;  Erdölraffination: Verschüttetes Öl;-;-
2014;EAV-050106-G;  Erdölraffination: Ölhalt.Schlämme a.Betriebsvorg.;38;12,6
2014;EAV-050107-G;  Erdölraffination: Säureteere;-;-
2014;EAV-050108-G;  Erdölraffination: Andere Teere;5;0,2
2014;EAV-050109-G;  Erdölraffin.: Schlämme (betriebseig.Abwasserbeh.);9;4,9
2014;EAV-050110-U;  Schlämme a. betriebseign. Abwasserbeh.(oh.050109);7;3,7
2014;EAV-050111-G;  Erdölraffin.: Abf. aus Brennstoffrein. mit Basen;-;-
2014;EAV-050112-G;  Erdölraffination: Säurehaltige Öle;-;-
2014;EAV-050113-U;  Erdölraff.: Schlämme aus Kesselspeisewasseraufber.;-;-
2014;EAV-050114-U;  Erdölraffination: Abfälle aus Kühlkolonnen;3;0,1
2014;EAV-050115-G;  Erdölraffination: Gebrauchte Filtertone;10;0,4
2014;EAV-050116-U;  Erdölraff.:Schwefelh. Abfälle aus Ölentschwefelung;8;0,2
2014;EAV-050117-U;  Erdölraffination: Bitumen;6;0,2
2014;EAV-050199-U;  Erdölraffination: Abfälle a.n.g.;-;-
2014;EAV-050601-G;  Kohlepyrolyse: Säureteere;-;-
2014;EAV-050603-G;  Kohlepyrolyse: Andere Teere;33;11,4
2014;EAV-050604-U;  Kohlepyrolyse: Abfälle aus Kühlkolonnen;-;-
2014;EAV-050699-U;  Kohlepyrolyse: Abfälle a.n.g.;-;-
2014;EAV-050701-G;  Erdgasreinigung,-transport: Quecksilberh. Abfälle;-;-
2014;EAV-050702-U;  Erdgasreinigung,-transport:Schwefelhaltige Abfälle;11;0,1
2014;EAV-050799-U;  Erdgasreinigung,-transport: Abfälle a.n.g.;3;0,0
2014;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;;
2014;EAV-060101-G;  Schwefelsäure und schweflige Säure;171;142,5
2014;EAV-060102-G;  Salzsäure;40;7,4
2014;EAV-060103-G;  Flusssäure;11;0,4
2014;EAV-060104-G;  Phosphorsäure und phosphorige Säure;33;0,4
2014;EAV-060105-G;  Salpetersäure und salpetrige Säure;28;0,9
2014;EAV-060106-G;  Andere Säuren;723;8,0
2014;EAV-060199-U;  Säuren: Abfälle a.n.g.;19;0,5
2014;EAV-060201-G;  Calciumhydroxid;9;0,4
2014;EAV-060203-G;  Ammoniumhydroxid;35;7,8
2014;EAV-060204-G;  Natrium- und Kaliumhydroxid;54;6,5
2014;EAV-060205-G;  Andere Basen;586;8,6
2014;EAV-060299-U;  Basen: Abfälle a.n.g.;6;0,0
2014;EAV-060311-G;  Feste Salze u. Lösungen, Cyanid enthaltend;18;0,2
2014;EAV-060313-G;  Feste Salze u. Lösungen, Schwermetalle enthaltend;113;7,3
2014;EAV-060314-U;  Feste Salze und Lösungen (ohne 060311 und 060313);219;140,3
2014;EAV-060315-G;  Metalloxide, die Schwermetalle enthalten;24;3,7
2014;EAV-060316-U;  Metalloxide (ohne 060315);52;42,5
2014;EAV-060399-U;  Salze, Salzlösungen, Metalloxide: Abfälle a.n.g.;15;0,3
2014;EAV-060403-G;  Arsenhaltige Abfälle;8;0,4
2014;EAV-060404-G;  Quecksilberhaltige Abfälle;568;4,1
2014;EAV-060405-G;  Abfälle, die andere Schwermetalle enthalten;67;39,6
2014;EAV-060499-U;  Metallhaltige Abfälle a.n.g.;6;1,0
2014;EAV-060502-G;  Schlämme aus betriebseigener Abwasserbehandlung;70;56,9
2014;EAV-060503-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.060502);119;102,2
2014;EAV-060602-G;  Abfälle, die gefährliche Sulfide enthalten;7;0,5
2014;EAV-060603-U;  Sulfidhaltige Abfälle (ohne 060602);4;0,0
2014;EAV-060699-U;  Schwefelhaltige Chemikalien: Abfälle a.n.g.;3;2,6
2014;EAV-060701-G;  Asbesthaltige Abfälle aus der Elektrolyse;-;-
2014;EAV-060702-G;  Aktivkohle aus der Chlorherstellung;-;-
2014;EAV-060703-G;  Quecksilberhaltige Bariumsulfatschlämme;-;-
2014;EAV-060704-G;  Lösungen und Säuren, z.B. Kontaktsäure;3;0,6
2014;EAV-060799-U;  Halogene: Abfälle a.n.g.;5;0,6
2014;EAV-060802-G;  Gefährliche Chlorsilane enthaltende Abfälle;4;12,8
2014;EAV-060899-U;  Silizium, Siliziumverbindungen: Abfälle a.n.g.;15;20,9
2014;EAV-060902-U;  Phosphorhaltige Schlacke;-;-
2014;EAV-060903-G;  Reaktionsabfälle auf Calciumbasis;-;-
2014;EAV-060904-U;  Reaktionsabfälle auf Calciumbasis (ohne 060903);-;-
2014;EAV-060999-U;  Phosphorhaltige Chemikalien: Abfälle a.n.g.;-;-
2014;EAV-061002-G;  Stickstoffh.Chemik.: Abfälle mit gefährl. Stoffen;9;0,1
2014;EAV-061099-U;  Stickstoffhaltige Chemikalien: Abfälle a.n.g.;-;-
2014;EAV-061101-U;  Reaktionsabfälle auf Calciumbasis a. Titandioxidh.;-;-
2014;EAV-061199-U;  Anorganische Pigmente, Farbgeber: Abfälle a.n.g.;3;0,8
2014;EAV-061301-G;  Anorganische Pflanzenschutzmittel,Holzschutzmittel;11;0,0
2014;EAV-061302-G;  Gebrauchte Aktivkohle (ohne 060702);96;2,3
2014;EAV-061303-U;  Industrieruß;36;3,1
2014;EAV-061304-G;  Abfälle aus der Asbestverarbeitung;5;0,0
2014;EAV-061305-G;  Ofen- und Kaminruß;-;-
2014;EAV-061399-U;  Anorganische chemische Prozesse: Abfälle a.n.g.;10;0,1
2014;EAV-07;Abfälle aus organisch-chemischen Prozessen;;
2014;EAV-070101-G;  Org.Grundchemik.: Wässrige Waschfl., Mutterlaugen;211;32,0
2014;EAV-070103-G;  Org.Grundchemik.: Halogenorg.Lösemittel, Waschfl.;239;45,7
2014;EAV-070104-G;  Org.Grundchemik.: Lösemittel, Waschflüssigkeiten;909;130,6
2014;EAV-070107-G;  Org.Grundchemik.: Halog.Reaktions-,Destill.rückst.;38;62,2
2014;EAV-070108-G;  Org.Grundchemik.: Reaktions-,Destillationsrückst.;144;140,4
2014;EAV-070109-G;  Org.Grundchemik.: Halog.Filterkuchen, Aufsaugmat.;15;0,6
2014;EAV-070110-G;  Org.Grundchemik.: And. Filterkuchen, Aufsaugmat.;47;4,6
2014;EAV-070111-G;  Org.Grundchemik.:Schlämme(betriebseig.Abwasserbeh);41;6,5
2014;EAV-070112-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070111);16;1,7
2014;EAV-070199-U;  Organische Grundchemikalien: Abfälle a.n.g.;24;1,8
2014;EAV-070201-G;  Kunststoffe: Wässrige Waschfl., Mutterlaugen;53;20,4
2014;EAV-070203-G;  Kunststoffe: Halogenorg.Lösemittel, Waschflüssig.;37;2,6
2014;EAV-070204-G;  Kunststoffe: organ. Lösemittel, Waschflüssigkeiten;152;36,8
2014;EAV-070207-G;  Kunststoffe: Halog. Reaktions-, Destill.rückstände;37;6,4
2014;EAV-070208-G;  Kunststoffe: Reaktions-, Destillationsrückstände;822;114,1
2014;EAV-070209-G;  Kunststoffe: Halog. Filterkuchen, Aufsaugmat.;10;0,2
2014;EAV-070210-G;  Kunststoffe: And. Filterkuchen, Aufsaugmaterialien;38;4,9
2014;EAV-070211-G;  Kunststoffe: Schlämme (betriebseig.Abwasserbeh.);10;1,3
2014;EAV-070212-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070211);34;17,9
2014;EAV-070213-U;  Kunststoffabfälle;1414;360,6
2014;EAV-070214-G;  Kunststoffe: Abfälle v.Zusatzstoffen m.gefährl.St.;60;3,7
2014;EAV-070215-U;  Abfälle von Zusatzstoffen (ohne 070214);32;0,9
2014;EAV-070216-G;  Kunststoffe: Gefährl. Silicone enthaltende Abfälle;7;0,8
2014;EAV-070217-U;  Siliconhaltige Abfälle (ohne 070216);16;1,4
2014;EAV-070299-U;  Kunststoffe, -fasern, synth. Gummi: Abfälle a.n.g.;187;79,9
2014;EAV-070301-G;  Org.Farbstoffe: Wässrige Waschfl., Mutterlaugen;36;2,4
2014;EAV-070303-G;  Org.Farbstoffe: Halogenorg. Lösemittel, Waschfl.;35;0,7
2014;EAV-070304-G;  Org.Farbstoffe: Lösemittel, Waschflüssigkeiten;375;30,7
2014;EAV-070307-G;  Org.Farbstoffe: Halog. Reaktions-, Destill.rückst.;6;1,4
2014;EAV-070308-G;  Org.Farbstoffe: Reaktions-,Destillationsrückstände;22;3,8
2014;EAV-070309-G;  Org.Farbstoffe: Halog. Filterkuchen, Aufsaugmat.;5;0,3
2014;EAV-070310-G;  Org.Farbstoffe: Andere Filterkuchen, Aufsaugmat.;8;0,7
2014;EAV-070311-G;  Org.Farbstoffe: Schlämme(betriebseig.Abwasserbeh.);-;-
2014;EAV-070312-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070311);8;0,6
2014;EAV-070399-U;  Organische Farbstoffe, Pigmente: Abfälle a.n.g.;3;0,3
2014;EAV-070401-G;  Pflanzenschutzmittel:Wässrige Waschfl.,Mutterlaug.;17;37,3
2014;EAV-070403-G;  Pflanzenschutzmit.: Halogenorg.Lösemittel,Waschfl.;15;93,4
2014;EAV-070404-G;  Pflanzenschutzmittel: Organ. Lösemittel, Waschfl.;17;30,7
2014;EAV-070407-G;  Pflanzenschutzmit.:Halog.Reaktions-,Destill.rückst;13;37,2
2014;EAV-070408-G;  Pflanzenschutzmittel: Reaktions-, Destill.rückst.;10;9,1
2014;EAV-070409-G;  Pflanzenschutzmittel:Halog.Filterkuchen,Aufsaugmat;5;0,3
2014;EAV-070410-G;  Pflanzenschutzmittel: Filterkuchen, Aufsaugmat.;7;0,6
2014;EAV-070411-G;  Pflanzenschutzm.:Schlämme(betriebseig.Abwasserbeh);3;0,4
2014;EAV-070412-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070411);3;0,3
2014;EAV-070413-G;  Pflanzenschutzmittel: Feste Abfälle m.gefährl.St.;11;2,1
2014;EAV-070499-U;  Pflanzenschutzmittel u.a.: Abfälle a.n.g.;4;0,2
2014;EAV-070501-G;  Pharmazeutika: Wässrige Waschfl., Mutterlaugen;42;75,2
2014;EAV-070503-G;  Pharmazeutika: Halogenorg.Lösemittel, Waschfl.;50;19,7
2014;EAV-070504-G;  Pharmazeutika: organ. Lösemittel, Waschflüssigk.;81;68,7
2014;EAV-070507-G;  Pharmazeutika: Halog.Reaktions-, Destill.rückst.;10;2,5
2014;EAV-070508-G;  Pharmazeutika: Reaktions-,Destillationsrückstände;47;4,1
2014;EAV-070509-G;  Pharmazeutika: Halog.Filterkuchen, Aufsaugmat.;9;0,5
2014;EAV-070510-G;  Pharmazeutika: Filterkuchen, Aufsaugmaterialien;15;1,4
2014;EAV-070511-G;  Pharmazeutika: Schlämme (betriebseig.Abwasserbeh.);4;0,1
2014;EAV-070512-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070511);11;15,2
2014;EAV-070513-G;  Pharmazeutika: Feste Abfälle mit gefährl. Stoffen;36;1,4
2014;EAV-070514-U;  Feste Abfälle (ohne 070513);43;18,1
2014;EAV-070599-U;  Pharmazeutika: Abfälle a.n.g.;80;22,1
2014;EAV-070601-G;  Fette, Seifen: Wässrige Waschfl., Mutterlaugen;121;25,0
2014;EAV-070603-G;  Fette, Seifen: Halogenorg.Lösemittel, Waschfl.;40;0,2
2014;EAV-070604-G;  Fette, Seifen: organ. Lösemittel, Waschflüssigk.;153;5,5
2014;EAV-070607-G;  Fette, Seifen: Halog.Reaktions-, Destill.rückst.;3;0,2
2014;EAV-070608-G;  Fette, Seifen: Reaktions-,Destillationsrückstände;462;40,2
2014;EAV-070609-G;  Fette, Seifen: Halog.Filterkuchen, Aufsaugmat.;-;-
2014;EAV-070610-G;  Fette, Seifen: Filterkuchen, Aufsaugmaterialien;24;1,8
2014;EAV-070611-G;  Fette, Seifen: Schlämme (betriebseig.Abwasserbeh.);5;0,2
2014;EAV-070612-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070611);26;9,0
2014;EAV-070699-U;  Fette, Seifen, Schmierstoffe u.a.: Abfälle a.n.g.;140;28,3
2014;EAV-070701-G;  Feinchemikalien: Wässrige Waschfl., Mutterlaugen;241;70,1
2014;EAV-070703-G;  Feinchemikalien: Halogenorg.Lösemittel, Waschfl.;153;15,4
2014;EAV-070704-G;  Feinchemikalien: organ. Lösemittel, Waschflüssigk.;630;63,1
2014;EAV-070707-G;  Feinchemikalien: Halog.Reaktions-, Destill.rückst.;27;11,2
2014;EAV-070708-G;  Feinchemikalien: Reaktions-, Destillationsrückst.;68;93,3
2014;EAV-070709-G;  Feinchemikalien: Halog.Filterkuchen, Aufsaugmat.;14;0,5
2014;EAV-070710-G;  Feinchemikalien: Filterkuchen, Aufsaugmaterialien;39;2,3
2014;EAV-070711-G;  Feinchemikalien:Schlämme(betriebseig.Abwasserbeh.);15;1,2
2014;EAV-070712-U;  Schlämme aus betriebseign. Abwasserbeh.(oh.070711);8;1,1
2014;EAV-070799-U;  Feinchemikalien: Abfälle a.n.g.;10;1,1
2014;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;;
2014;EAV-080111-G;  Farb- und Lackabfälle mit gefährlichen Stoffen;4006;43,7
2014;EAV-080112-U;  Farb- und Lackabfälle (ohne 080111);806;14,6
2014;EAV-080113-G;  Farb- und Lackschlämme mit gefährlichen Stoffen;566;25,2
2014;EAV-080114-U;  Farb- und Lackschlämme (ohne 080113);48;2,5
2014;EAV-080115-G;  Farben, Lacke: Wässrige Schlämme mit gefährl. St.;184;15,2
2014;EAV-080116-U;  Wässrige Schlämme (ohne 080115);497;42,0
2014;EAV-080117-G;  Abfälle aus der Farb- oder Lackentfernung;291;18,4
2014;EAV-080118-U;  Abfälle aus Farb- od. Lackentfernung (oh. 080117);139;2,8
2014;EAV-080119-G;  Wässrige Suspensionen, Farben o. Lacke enthaltend;35;9,2
2014;EAV-080120-U;  Wässrige Suspensionen (ohne 080119);123;8,3
2014;EAV-080121-G;  Farb- oder Lackentfernerabfälle;21;2,2
2014;EAV-080199-U;  Farben, Lacke: Abfälle a.n.g.;4;0,2
2014;EAV-080201-U;  Abfälle von Beschichtungspulver;116;4,0
2014;EAV-080202-U;  Wässrige Schlämme,keramische Werkstoffe enthaltend;26;5,0
2014;EAV-080203-U;  Wässrige Suspensionen,keram. Werkstoffe enthaltend;8;0,8
2014;EAV-080299-U;  Andere Beschichtungen: Abfälle a.n.g.;-;-
2014;EAV-080307-U;  Wässrige Schlämme, die Druckfarben enthalten;11;0,3
2014;EAV-080308-U;  Wässrige flüssige Abfälle,d. Druckfarben enthalten;58;7,7
2014;EAV-080312-G;  Druckfarbenabfälle mit gefährlichen Stoffen;297;6,5
2014;EAV-080313-U;  Druckfarbenabfälle (ohne 080312);77;2,7
2014;EAV-080314-G;  Druckfarbenschlämme mit gefährlichen Stoffen;91;4,1
2014;EAV-080315-U;  Druckfarbenschlämme (ohne 080314);15;0,9
2014;EAV-080316-G;  Abfälle von Ätzlösungen;-;-
2014;EAV-080317-G;  Tonerabfälle, die gefährliche Stoffe enthalten;45;0,1
2014;EAV-080318-U;  Tonerabfälle (ohne 080317);325;1,9
2014;EAV-080319-G;  Dispersionsöl;5;0,1
2014;EAV-080399-U;  Druckfarben: Abfälle a.n.g.;5;0,1
2014;EAV-080409-G;  Klebstoff- und Dichtmassenabfälle mit gefährl. St.;1213;22,4
2014;EAV-080410-U;  Klebstoff- und Dichtmassenabfälle (ohne 080409);283;13,8
2014;EAV-080411-G;  Klebstoff- und dichtmassenhaltige Schlämme;10;0,4
2014;EAV-080412-U;  Klebstoff- u. dichtmassenhalt. Schlämme(oh.080411);9;0,6
2014;EAV-080413-G;  Klebst.,Dichtm.: Wässrige Schlämme m.gefährl.St.;16;0,3
2014;EAV-080414-U;  Wässrige Schlämme (ohne 080413);56;5,7
2014;EAV-080415-G;  Klebst.,Dichtm.:Wässrige flüssige Abf.m.gefährl.St;13;1,1
2014;EAV-080416-U;  Wässrige flüssige Abfälle (ohne 080415);43;6,4
2014;EAV-080417-G;  Klebstoffe, Dichtmassen: Harzöle;3;0,0
2014;EAV-080499-U;  Klebstoffe, Dichtmassen: Abfälle a.n.g.;4;0,9
2014;EAV-080501-G;  Isocyanatabfälle;64;0,3
2014;EAV-09;Abfälle aus der fotografischen Industrie;;
2014;EAV-090101-G;  Entwickler und Aktivatorenlösungen auf Wasserbasis;412;0,7
2014;EAV-090102-G;  Offsetdruckplatten-Entwicklerlösungen;279;4,0
2014;EAV-090103-G;  Entwicklerlösungen auf Lösemittelbasis;14;0,0
2014;EAV-090104-G;  Fixierbäder;332;0,4
2014;EAV-090105-G;  Bleichlösungen und Bleich-Fixier-Bäder;8;0,1
2014;EAV-090106-G;  Silberhaltige Abfälle aus Beh. fotograf. Abfälle;3;0,0
2014;EAV-090107-U;  Filme und fotografische Papiere mit Silber;176;0,5
2014;EAV-090108-U;  Filme und fotografische Papiere ohne Silber;119;2,4
2014;EAV-090110-U;  Einwegkameras ohne Batterien;-;-
2014;EAV-090111-G;  Einwegkameras mit Batterien (160601-160603);-;-
2014;EAV-090112-U;  Einwegkameras mit Batterien (ohne 090111);-;-
2014;EAV-090113-G;  Abfälle aus Silberrückgewinnung (ohne 090106);-;-
2014;EAV-090199-U;  Fotografische Industrie: Abfälle a.n.g.;6;0,0
2014;EAV-10;Abfälle aus thermischen Prozessen;;
2014;EAV-100101-U;  Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100104);447;5229,4
2014;EAV-100102-U;  Filterstäube aus Kohlefeuerung;49;1519,8
2014;EAV-100103-U;  Filterstäube aus Torffeuerung und Feuerung;36;105,0
2014;EAV-100104-G;  Filterstäube und Kesselstaub aus Ölfeuerung;8;2,9
2014;EAV-100105-U;  Reaktionsabfälle auf Calciumbasis in fester Form;52;784,6
2014;EAV-100107-U;  Reaktionsabfälle auf Calciumbasis (Schlämme);13;18,5
2014;EAV-100109-G;  Schwefelsäure;-;-
2014;EAV-100113-G;  Filterstäube aus emulgierten Kohlenwasserstoffen;-;-
2014;EAV-100114-G;  Rost- und Kesselasche, Schlacken, Kesselstaub;12;4,6
2014;EAV-100115-U;  Rost-u. Kesselasche,Schlacken,Kesselst.(oh.100114);42;1113,6
2014;EAV-100116-G;  Filterstäube aus der Abfallmitverbrennung;12;9,3
2014;EAV-100117-U;  Filterstäube aus Abfallmitverbrennung (oh.100116);28;3623,8
2014;EAV-100118-G;  Abfälle aus der Abgasbehandlung mit gefährl. St.;39;6,2
2014;EAV-100119-U;  Abfälle a. Abgasbehandl.(oh.100105,100107,100118);23;16,9
2014;EAV-100120-G;  Kraftwerke u.a.:Schlämme(betriebseig.Abwasserbeh.);6;1,6
2014;EAV-100121-U;  Schlämme a. betriebs.Abwasserbehandlung(oh.100120);7;1,7
2014;EAV-100122-G;  Kraftwerke u.a.:Wässrige Schlämme a. Kesselreinig.;-;-
2014;EAV-100123-U;  Wässrige Schlämme aus Kesselreinigung (oh.100122);6;0,1
2014;EAV-100124-U;  Kraftwerke u.a.: Sande aus Wirbelschichtfeuerung;-;-
2014;EAV-100125-U;  Abfälle aus Lagerung u. Vorbereitung von Brennst.;8;11,7
2014;EAV-100126-U;  Abfälle aus der Kühlwasserbehandlung;3;1,0
2014;EAV-100199-U;  Kraftwerke u.a. Verbrennungsanlagen:Abfälle a.n.g.;4;0,1
2014;EAV-100201-U;  Eisen-,Stahlind.: Abfälle aus Schlackeverarbeitung;17;1096,8
2014;EAV-100202-U;  Eisen-,Stahlind.: Unbearbeitete Schlacke;62;1792,2
2014;EAV-100207-G;  Eisen-,Stahlind.: Feste Abfälle aus Abgasbehandl.;66;265,2
2014;EAV-100208-U;  Abfälle aus der Abgasbehandlung (ohne 100207);30;366,1
2014;EAV-100210-U;  Eisen-,Stahlind.: Walzzunder;79;467,2
2014;EAV-100211-G;  Eisen-,Stahlind.: Ölhalt. Abf. aus Kühlwasserbeh.;6;2,9
2014;EAV-100212-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100211);3;9,1
2014;EAV-100213-G;  Eisen-,Stahlind.: Schlämme, Filterk. aus Abgasbeh.;8;194,8
2014;EAV-100214-U;  Schlämme u. Filterkuchen aus Abgasbeh. (oh.100213);5;63,4
2014;EAV-100215-U;  Eisen-,Stahlind.: Andere Schlämme und Filterkuchen;19;261,7
2014;EAV-100299-U;  Eisen- und Stahlindustrie: Abfälle a.n.g.;13;3,9
2014;EAV-100302-U;  Aluminium-Metallurgie: Anodenschrott;3;0,4
2014;EAV-100304-G;  Aluminium-Metallurgie: Schlacken aus Erstschmelze;-;-
2014;EAV-100305-U;  Aluminium-Metallurgie: Aluminiumoxidabfälle;12;1,8
2014;EAV-100308-G;  Aluminium-Metallurgie:Salzschlacken a.Zweitschmel.;6;134,2
2014;EAV-100309-G;  Aluminium-Metallurgie:Schwarze Krätzen a.Zweitsch.;3;1,5
2014;EAV-100315-G;  Aluminium-Metallurgie: Abschaum (entzündlich);34;20,5
2014;EAV-100316-U;  Abschaum (ohne 100315);40;83,2
2014;EAV-100317-G;  Aluminium-Metallurgie:Teerh. Abf. aus Anodenherst.;-;-
2014;EAV-100318-U;  Abfälle aus der Anodenherstellung (ohne 100317);-;-
2014;EAV-100319-G;  Aluminium-Metallurgie: Filterstaub m.gefährl.St.;12;1,9
2014;EAV-100320-U;  Filterstaub (ohne 100319);3;0,8
2014;EAV-100321-G;  Aluminium-Metallurgie: Andere Teilchen und Staub;9;0,6
2014;EAV-100322-U;  Andere Teilchen und Staub (ohne 100321);4;1,5
2014;EAV-100323-G;  Aluminium-Metallurgie: Feste Abf. a. Abgasbehandl.;17;10,7
2014;EAV-100324-U;  Feste Abfälle aus der Abgasbehandlung (oh. 100323);-;-
2014;EAV-100325-G;  Aluminium-Metallurgie:Schlämme,Filterk.a.Abgasbeh.;4;0,3
2014;EAV-100326-U;  Schlämme u. Filterkuchen aus Abgasbeh. (oh.100325);-;-
2014;EAV-100327-G;  Aluminium-Metallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-
2014;EAV-100328-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100327);-;-
2014;EAV-100329-G;  Aluminium-Metallurgie: Abf.a. Beh. v.Salzschlacken;-;-
2014;EAV-100330-U;  Abfälle aus Behandlung v.Salzschlacken (oh.100329);-;-
2014;EAV-100399-U;  Aluminium-Metallurgie: Abfälle a.n.g.;4;0,0
2014;EAV-100401-G;  Bleimetallurgie: Schlacken (Erst-, Zweitschmelze);5;89,4
2014;EAV-100402-G;  Bleimetall.: Krätzen,Abschaum (Erst-,Zweitschm.);60;7,9
2014;EAV-100403-G;  Bleimetallurgie: Calciumarsenat;-;-
2014;EAV-100404-G;  Bleimetallurgie: Filterstaub;4;3,3
2014;EAV-100405-G;  Bleimetallurgie: Andere Teilchen und Staub;6;3,5
2014;EAV-100406-G;  Bleimetallurgie: Feste Abfälle aus Abgasbehandlung;-;-
2014;EAV-100407-G;  Bleimetallurgie: Schlämme, Filterk. aus Abgasbeh.;-;-
2014;EAV-100409-G;  Bleimetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-
2014;EAV-100410-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100409);-;-
2014;EAV-100499-U;  Bleimetallurgie: Abfälle a.n.g.;-;-
2014;EAV-100501-U;  Zinkmetallurgie: Schlacken (Erst-, Zweitschmelze);-;-
2014;EAV-100503-G;  Zinkmetallurgie: Filterstaub;7;0,4
2014;EAV-100504-U;  Zinkmetallurgie: Andere Teilchen und Staub;16;3,3
2014;EAV-100505-G;  Zinkmetallurgie: Feste Abfälle aus Abgasbehandlung;-;-
2014;EAV-100506-G;  Zinkmetallurgie: Schlämme, Filterk. aus Abgasbeh.;-;-
2014;EAV-100508-G;  Zinkmetallurgie: Ölh. Abfälle aus Kühlwasserbeh.;-;-
2014;EAV-100509-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100508);-;-
2014;EAV-100510-G;  Zinkmetallurgie: Krätzen, Abschaum (entzündlich);-;-
2014;EAV-100511-U;  Krätzen, Abschaum (ohne 100510);8;2,7
2014;EAV-100599-U;  Zinkmetallurgie: Abfälle a.n.g.;-;-
2014;EAV-100601-U;  Kupfermetallurgie: Schlacken (Erst-,Zweitschmelze);4;66,4
2014;EAV-100602-U;  Kupfermetall.: Krätzen,Abschaum (Erst-,Zweitschm.);7;9,7
2014;EAV-100603-G;  Kupfermetallurgie: Filterstaub;7;1,5
2014;EAV-100604-U;  Kupfermetallurgie: Andere Teilchen und Staub;7;2,9
2014;EAV-100606-G;  Kupfermetallurgie: Feste Abfälle a.Abgasbehandlung;-;-
2014;EAV-100607-G;  Kupfermetallurgie: Schlämme, Filterk. a.Abgasbeh.;-;-
2014;EAV-100609-G;  Kupfermetallurgie: Ölh.Abf. aus Kühlwasserbeh.;-;-
2014;EAV-100610-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100609);-;-
2014;EAV-100699-U;  Kupfermetallurgie: Abfälle a.n.g.;-;-
2014;EAV-100701-U;  Silbermet.u.a.: Schlacken (Erst-,Zweitschmelze);3;0,2
2014;EAV-100702-U;  Silbermet.u.a.:Krätzen,Abschaum (Erst-,Zweitschm.);4;0,0
2014;EAV-100703-U;  Silbermet.u.a.: Feste Abfälle aus Abgasbehandlung;-;-
2014;EAV-100704-U;  Silbermet.u.a.: Andere Teilchen und Staub;7;0,2
2014;EAV-100705-U;  Silbermet.u.a.: Schlämme, Filterkuchen a.Abgasbeh.;-;-
2014;EAV-100707-G;  Silbermet.u.a.: Ölhaltige Abfälle a.Kühlwasserbeh.;-;-
2014;EAV-100708-U;  Abfälle aus der Kühlwasserbehandlung (ohne 100707);-;-
2014;EAV-100799-U;  Silber-,Gold-,Platinmetallurgie: Abfälle a.n.g;-;-
2014;EAV-100804-U;  Nichteisenmetallurgie: Teilchen und Staub;16;2,4
2014;EAV-100808-G;  Nichteisenmet.: Salzschlacken(Erst-,Zweitschmelze);-;-
2014;EAV-100809-U;  Nichteisenmetallurgie: Andere Schlacken;5;42,6
2014;EAV-100810-G;  Nichteisenmetallurgie:Krätzen,Abschaum (entzündl.);8;0,2
